Category,Metric,varianta_9.3.1 Mean,variantb_9.4.0-rc-1 Mean,varianta_9.3.1 P50,variantb_9.4.0-rc-1 P50,varianta_9.3.1 P90,variantb_9.4.0-rc-1 P90,Unit
:ui:article-identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,21.38,22.14,17,18,34,32,ms
:ui:article-identity:compileDebugKotlin,Compiler translation to IR,553.42,578.38,534,546,656,762,ms
:ui:article-identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,27.84,28.42,22,23,44,42,ms
:ui:article-identity:compileDebugKotlin,Spent time before task action,44.82,41.26,41,40,64,62,ms
:ui:article-identity:compileDebugKotlin,Run compilation in Gradle worker,1638.5,1725.58,1610,1740,2017,2062,ms
:ui:article-identity:compileDebugKotlin,Load current classpath snapshot,4.76,4.28,4,3,8,6,ms
:ui:article-identity:compileDebugKotlin,Sources compilation round,1506.2,1592.44,1481,1597,1785,1915,ms
:ui:article-identity:compileDebugKotlin,Connect to Kotlin daemon,7.42,8.76,7,7,12,12,ms
:ui:article-identity:compileDebugKotlin,Compiler IR lowering,202.76,218.16,195,208,287,282,ms
:ui:article-identity:compileDebugKotlin,Update caches,3.38,3.76,2,3,7,7,ms
:ui:article-identity:compileDebugKotlin,Compiler backend,109.78,127.8,105,115,148,168,ms
:ui:article-identity:compileDebugKotlin,Calculate output size,1.82,2.37,1,2,4,4,ms
:ui:article-identity:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui:article-identity:compileDebugKotlin,Analysis lines per second,882,849,888,851,1086,1111,
:ui:article-identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui:article-identity:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:ui:article-identity:compileDebugKotlin,Number of classpath entries,103,103,103,103,103,103,
:ui:article-identity:compileDebugKotlin,Number of lines analyzed,376,376,376,376,376,376,
:ui:article-identity:compileDebugKotlin,Code generation lines per second,1241,1130,1221,1112,1529,1414,
:ui:article-identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:ui:article-identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,2,2,2,2,2,2,
:ui:article-identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui:article-identity:compileDebugKotlin,Total size of the cache directory,574.3,574.3,574,574,574,574,KB
:ui:article-identity:compileDebugKotlin,Size of shrunk classpath snapshot,42.3,42.3,42,42,42,42,KB
:ui:article-identity:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:ui:article-identity:compileDebugKotlin,Clear jar cache,1.75,1.55,1,1,4,4,ms
:ui:article-identity:compileDebugKotlin,Clear output,3.0,,3,,3,,ms
:ui:article-identity:compileDebugKotlin,Store build info,2.5,,3,,3,,ms
:ui:audio-identity:compileDebugKotlin,Task action before worker execution,15.54,14.48,16,15,22,20,ms
:ui:audio-identity:compileDebugKotlin,Incremental compilation in daemon,1722.16,1743.28,1717,1712,2043,2140,ms
:ui:audio-identity:compileDebugKotlin,Total Gradle task time,1918.52,1917.0,1903,1849,2273,2412,ms
:ui:audio-identity:compileDebugKotlin,Remove duplicate classes,3.2,3.84,3,4,6,6,ms
:ui:audio-identity:compileDebugKotlin,Run compilation,1743.38,1760.12,1740,1726,2061,2197,ms
:ui:audio-identity:compileDebugKotlin,Compiler code analysis,498.66,490.76,481,469,670,586,ms
:ui:audio-identity:compileDebugKotlin,Start gradle worker,2.23,2.09,2,1,4,4,ms
:ui:audio-identity:compileDebugKotlin,Clear jar cache,1.47,1.69,1,1,3,5,ms
:ui:audio-identity:compileDebugKotlin,Compiler code generation,291.52,304.98,293,282,367,456,ms
:ui:audio-identity:compileDebugKotlin,Compiler initialization time,40.56,38.04,37,35,53,57,ms
:ui:audio-identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,24.12,23.8,20,20,37,37,ms
:ui:audio-identity:compileDebugKotlin,Compiler translation to IR,591.12,600.08,569,561,712,764,ms
:ui:audio-identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,30.2,30.24,25,28,45,45,ms
:ui:audio-identity:compileDebugKotlin,Spent time before task action,47.48,46.86,47,46,64,72,ms
:ui:audio-identity:compileDebugKotlin,Run compilation in Gradle worker,1764.78,1772.14,1775,1733,2072,2213,ms
:ui:audio-identity:compileDebugKotlin,Load current classpath snapshot,3.9,4.46,3,4,7,8,ms
:ui:audio-identity:compileDebugKotlin,Sources compilation round,1617.5,1636.16,1588,1609,1923,2046,ms
:ui:audio-identity:compileDebugKotlin,Connect to Kotlin daemon,18.96,9.1,9,8,18,16,ms
:ui:audio-identity:compileDebugKotlin,Compiler IR lowering,194.2,202.7,185,185,252,310,ms
:ui:audio-identity:compileDebugKotlin,Update caches,6.44,3.58,3,2,7,7,ms
:ui:audio-identity:compileDebugKotlin,Compiler backend,96.8,101.8,84,92,142,150,ms
:ui:audio-identity:compileDebugKotlin,Calculate output size,2.02,1.45,1,1,5,3,ms
:ui:audio-identity:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui:audio-identity:compileDebugKotlin,Analysis lines per second,819,829,813,834,1083,1021,
:ui:audio-identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui:audio-identity:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:ui:audio-identity:compileDebugKotlin,Number of classpath entries,119,119,119,119,119,119,
:ui:audio-identity:compileDebugKotlin,Number of lines analyzed,391,391,391,391,391,391,
:ui:audio-identity:compileDebugKotlin,Code generation lines per second,1384,1359,1333,1386,1733,1727,
:ui:audio-identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,117,117,118,118,118,118,
:ui:audio-identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,2,
:ui:audio-identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui:audio-identity:compileDebugKotlin,Total size of the cache directory,573.0,573.0,573,573,573,573,KB
:ui:audio-identity:compileDebugKotlin,Size of shrunk classpath snapshot,48.8,48.8,49,49,49,49,KB
:ui:audio-identity:compileDebugKotlin,Size of classpath snapshot,6.8,6.8,7,7,7,7,MB
:ui:audio-identity:compileDebugKotlin,Save shrunk current classpath snapshot,2.33,3.25,3,4,3,5,ms
:ui:calendar-identity:compileDebugKotlin,Task action before worker execution,16.72,13.86,15,14,22,23,ms
:ui:calendar-identity:compileDebugKotlin,Incremental compilation in daemon,1645.34,1623.3,1610,1592,2008,1990,ms
:ui:calendar-identity:compileDebugKotlin,Total Gradle task time,1823.32,1803.36,1777,1770,2233,2237,ms
:ui:calendar-identity:compileDebugKotlin,Remove duplicate classes,3.1,3.64,2,3,6,6,ms
:ui:calendar-identity:compileDebugKotlin,Run compilation,1661.42,1638.88,1619,1602,2025,2022,ms
:ui:calendar-identity:compileDebugKotlin,Compiler code analysis,466.8,460.36,450,467,584,532,ms
:ui:calendar-identity:compileDebugKotlin,Start gradle worker,2.52,1.69,2,1,5,3,ms
:ui:calendar-identity:compileDebugKotlin,Clear jar cache,1.44,1.69,1,1,3,3,ms
:ui:calendar-identity:compileDebugKotlin,Compiler code generation,301.12,279.28,286,272,396,358,ms
:ui:calendar-identity:compileDebugKotlin,Compiler initialization time,43.24,43.36,37,38,66,70,ms
:ui:calendar-identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,25.66,24.58,18,21,41,39,ms
:ui:calendar-identity:compileDebugKotlin,Compiler translation to IR,531.56,565.26,519,528,666,794,ms
:ui:calendar-identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,31.9,31.34,23,27,48,49,ms
:ui:calendar-identity:compileDebugKotlin,Spent time before task action,47.76,49.56,46,49,67,68,ms
:ui:calendar-identity:compileDebugKotlin,Run compilation in Gradle worker,1673.2,1650.28,1629,1616,2041,2036,ms
:ui:calendar-identity:compileDebugKotlin,Load current classpath snapshot,4.36,4.62,3,4,9,9,ms
:ui:calendar-identity:compileDebugKotlin,Sources compilation round,1529.3,1511.5,1504,1464,1786,1869,ms
:ui:calendar-identity:compileDebugKotlin,Connect to Kotlin daemon,8.92,8.34,8,7,14,13,ms
:ui:calendar-identity:compileDebugKotlin,Compiler IR lowering,191.4,172.2,183,164,265,217,ms
:ui:calendar-identity:compileDebugKotlin,Update caches,3.32,2.98,2,2,6,6,ms
:ui:calendar-identity:compileDebugKotlin,Compiler backend,109.28,106.64,98,98,163,153,ms
:ui:calendar-identity:compileDebugKotlin,Calculate output size,2.24,1.73,1,1,5,4,ms
:ui:calendar-identity:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui:calendar-identity:compileDebugKotlin,Analysis lines per second,935,953,946,912,1121,1283,
:ui:calendar-identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui:calendar-identity:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:ui:calendar-identity:compileDebugKotlin,Number of classpath entries,114,114,114,114,114,114,
:ui:calendar-identity:compileDebugKotlin,Number of lines analyzed,426,426,426,426,426,426,
:ui:calendar-identity:compileDebugKotlin,Code generation lines per second,1470,1574,1491,1564,1870,1963,
:ui:calendar-identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,112,112,113,113,113,113,
:ui:calendar-identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,3,4,
:ui:calendar-identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui:calendar-identity:compileDebugKotlin,Total size of the cache directory,583.5,583.5,584,584,584,584,KB
:ui:calendar-identity:compileDebugKotlin,Size of shrunk classpath snapshot,48.8,48.8,49,49,49,49,KB
:ui:calendar-identity:compileDebugKotlin,Size of classpath snapshot,6.4,6.4,6,6,6,6,MB
:ui:calendar-identity:compileDebugKotlin,Clear output,2.0,5.0,2,5,3,5,ms
:ui:calendar-identity:compileDebugKotlin,Save shrunk current classpath snapshot,2.5,2.43,3,3,3,3,ms
:ui:calendar-identity:compileDebugKotlin,Store build info,2.0,3.0,2,3,2,3,ms
:ui:calendar-identity:compileDebugKotlin,Clear outputs on rebuild,1.5,,2,,2,,ms
:ui:comment-identity:compileDebugKotlin,Task action before worker execution,13.66,14.76,14,10,19,19,ms
:ui:comment-identity:compileDebugKotlin,Incremental compilation in daemon,1572.08,1651.5,1532,1581,1992,1983,ms
:ui:comment-identity:compileDebugKotlin,Total Gradle task time,1759.08,1820.04,1734,1750,2181,2152,ms
:ui:comment-identity:compileDebugKotlin,Remove duplicate classes,2.76,3.76,2,3,5,6,ms
:ui:comment-identity:compileDebugKotlin,Run compilation,1598.7,1667.52,1591,1597,2001,2001,ms
:ui:comment-identity:compileDebugKotlin,Compiler code analysis,403.96,430.64,379,419,527,621,ms
:ui:comment-identity:compileDebugKotlin,Start gradle worker,1.97,1.62,1,1,4,4,ms
:ui:comment-identity:compileDebugKotlin,Clear jar cache,2.06,1.55,2,1,4,3,ms
:ui:comment-identity:compileDebugKotlin,Compiler code generation,318.1,354.42,301,327,442,495,ms
:ui:comment-identity:compileDebugKotlin,Compiler initialization time,44.56,40.02,38,35,71,65,ms
:ui:comment-identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,19.98,22.38,16,20,35,35,ms
:ui:comment-identity:compileDebugKotlin,Compiler translation to IR,550.5,573.54,529,539,678,713,ms
:ui:comment-identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,25.58,29.2,21,28,43,42,ms
:ui:comment-identity:compileDebugKotlin,Spent time before task action,46.94,43.8,44,42,64,61,ms
:ui:comment-identity:compileDebugKotlin,Run compilation in Gradle worker,1610.06,1679.2,1605,1613,2013,2018,ms
:ui:comment-identity:compileDebugKotlin,Load current classpath snapshot,3.86,4.9,3,4,7,8,ms
:ui:comment-identity:compileDebugKotlin,Sources compilation round,1466.88,1544.64,1407,1470,1900,1905,ms
:ui:comment-identity:compileDebugKotlin,Connect to Kotlin daemon,8.48,8.58,8,7,14,12,ms
:ui:comment-identity:compileDebugKotlin,Compiler IR lowering,207.92,221.58,187,211,265,308,ms
:ui:comment-identity:compileDebugKotlin,Update caches,3.04,3.96,2,3,5,7,ms
:ui:comment-identity:compileDebugKotlin,Compiler backend,109.7,132.4,96,128,160,189,ms
:ui:comment-identity:compileDebugKotlin,Calculate output size,1.95,1.82,1,1,5,4,ms
:ui:comment-identity:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui:comment-identity:compileDebugKotlin,Analysis lines per second,956,910,989,894,1149,1198,
:ui:comment-identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui:comment-identity:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:ui:comment-identity:compileDebugKotlin,Number of classpath entries,105,105,105,105,105,105,
:ui:comment-identity:compileDebugKotlin,Number of lines analyzed,375,375,375,375,375,375,
:ui:comment-identity:compileDebugKotlin,Code generation lines per second,1292,1111,1245,1147,1751,1382,
:ui:comment-identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,103,103,103,103,104,104,
:ui:comment-identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,2,2,2,2,
:ui:comment-identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui:comment-identity:compileDebugKotlin,Total size of the cache directory,581.6,581.6,582,582,582,582,KB
:ui:comment-identity:compileDebugKotlin,Size of shrunk classpath snapshot,41.2,41.2,41,41,41,41,KB
:ui:comment-identity:compileDebugKotlin,Size of classpath snapshot,5.9,5.9,6,6,6,6,MB
:ui:comment-identity:compileDebugKotlin,Save shrunk current classpath snapshot,2.33,2.2,3,3,3,3,ms
:ui:comment-identity:compileDebugKotlin,Store build info,3.0,3.67,3,3,3,6,ms
:ui:contact-checkout:compileDebugKotlin,Task action before worker execution,13.24,16.26,12,15,20,20,ms
:ui:contact-checkout:compileDebugKotlin,Incremental compilation in daemon,1506.86,1616.06,1507,1602,1778,1849,ms
:ui:contact-checkout:compileDebugKotlin,Total Gradle task time,1668.16,1781.34,1651,1769,1988,2068,ms
:ui:contact-checkout:compileDebugKotlin,Remove duplicate classes,3.14,3.18,2,2,6,6,ms
:ui:contact-checkout:compileDebugKotlin,Run compilation,1520.98,1630.18,1519,1612,1792,1941,ms
:ui:contact-checkout:compileDebugKotlin,Compiler code analysis,389.3,432.56,380,417,506,535,ms
:ui:contact-checkout:compileDebugKotlin,Start gradle worker,1.8,1.88,1,1,4,4,ms
:ui:contact-checkout:compileDebugKotlin,Clear jar cache,1.54,1.83,1,1,4,4,ms
:ui:contact-checkout:compileDebugKotlin,Compiler code generation,310.22,319.96,291,302,417,460,ms
:ui:contact-checkout:compileDebugKotlin,Compiler initialization time,34.92,38.72,33,36,52,58,ms
:ui:contact-checkout:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,19.82,21.1,16,16,32,35,ms
:ui:contact-checkout:compileDebugKotlin,Compiler translation to IR,536.02,556.02,515,539,661,706,ms
:ui:contact-checkout:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,24.96,26.24,21,20,38,46,ms
:ui:contact-checkout:compileDebugKotlin,Spent time before task action,38.0,42.04,39,42,53,58,ms
:ui:contact-checkout:compileDebugKotlin,Run compilation in Gradle worker,1541.0,1640.88,1533,1620,1839,1953,ms
:ui:contact-checkout:compileDebugKotlin,Load current classpath snapshot,3.74,3.5,3,3,7,7,ms
:ui:contact-checkout:compileDebugKotlin,Sources compilation round,1414.1,1518.14,1412,1498,1647,1777,ms
:ui:contact-checkout:compileDebugKotlin,Connect to Kotlin daemon,17.02,7.86,7,7,18,13,ms
:ui:contact-checkout:compileDebugKotlin,Compiler IR lowering,191.58,217.94,183,213,250,289,ms
:ui:contact-checkout:compileDebugKotlin,Update caches,3.14,2.88,2,2,6,5,ms
:ui:contact-checkout:compileDebugKotlin,Compiler backend,118.16,101.6,97,91,168,159,ms
:ui:contact-checkout:compileDebugKotlin,Calculate output size,1.44,1.71,1,1,3,4,ms
:ui:contact-checkout:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui:contact-checkout:compileDebugKotlin,Analysis lines per second,969,870,958,872,1218,1089,
:ui:contact-checkout:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui:contact-checkout:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:ui:contact-checkout:compileDebugKotlin,Number of classpath entries,102,102,102,102,102,102,
:ui:contact-checkout:compileDebugKotlin,Number of lines analyzed,364,364,364,364,364,364,
:ui:contact-checkout:compileDebugKotlin,Code generation lines per second,1244,1196,1250,1202,1601,1559,
:ui:contact-checkout:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,101,101,101,101,101,101,
:ui:contact-checkout:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:ui:contact-checkout:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui:contact-checkout:compileDebugKotlin,Total size of the cache directory,571.5,571.5,572,572,572,572,KB
:ui:contact-checkout:compileDebugKotlin,Size of shrunk classpath snapshot,23.3,23.3,23,23,23,23,KB
:ui:contact-checkout:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:ui:contact-checkout:compileDebugKotlin,Clear output,3.0,1.0,3,1,3,1,ms
:ui:document-identity:compileDebugKotlin,Task action before worker execution,11.32,11.52,10,10,19,18,ms
