Category,Metric,varianta_9.3.1 Mean,variantb_9.4.0-rc-1 Mean,varianta_9.3.1 P50,variantb_9.4.0-rc-1 P50,varianta_9.3.1 P90,variantb_9.4.0-rc-1 P90,Unit
:feature:log:compileDebugKotlin,Run compilation,4370.44,4562.68,4371,4564,4858,5158,ms
:feature:log:compileDebugKotlin,Compiler code analysis,1495.18,1584.4,1436,1576,1856,1840,ms
:feature:log:compileDebugKotlin,Start gradle worker,4.16,6.14,4,4,8,5,ms
:feature:log:compileDebugKotlin,Clear jar cache,1.79,2.55,1,3,4,4,ms
:feature:log:compileDebugKotlin,Compiler code generation,1000.96,1017.92,994,1013,1128,1219,ms
:feature:log:compileDebugKotlin,Compiler initialization time,77.68,88.56,67,86,116,122,ms
:feature:log:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,48.58,42.22,40,42,59,59,ms
:feature:log:compileDebugKotlin,Compiler translation to IR,1072.94,1136.44,1060,1134,1302,1418,ms
:feature:log:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,65.96,59.22,57,60,84,79,ms
:feature:log:compileDebugKotlin,Spent time before task action,101.54,97.28,95,91,123,122,ms
:feature:log:compileDebugKotlin,Run compilation in Gradle worker,4394.94,4586.94,4395,4588,4884,5182,ms
:feature:log:compileDebugKotlin,Load current classpath snapshot,13.74,13.56,13,13,19,20,ms
:feature:log:compileDebugKotlin,Sources compilation round,4097.08,4286.32,4101,4290,4600,4797,ms
:feature:log:compileDebugKotlin,Save shrunk current classpath snapshot,3.19,2.5,3,3,5,4,ms
:feature:log:compileDebugKotlin,Connect to Kotlin daemon,20.06,20.24,19,19,30,28,ms
:feature:log:compileDebugKotlin,Compiler IR lowering,558.6,569.76,549,566,671,687,ms
:feature:log:compileDebugKotlin,Update caches,16.1,16.12,17,16,22,24,ms
:feature:log:compileDebugKotlin,Compiler backend,441.86,447.62,440,464,524,544,ms
:feature:log:compileDebugKotlin,Calculate output size,2.28,2.52,1,1,5,6,ms
:feature:log:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:log:compileDebugKotlin,Analysis lines per second,251,234,255,232,319,281,
:feature:log:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:log:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:log:compileDebugKotlin,Number of classpath entries,100,100,100,100,100,100,
:feature:log:compileDebugKotlin,Number of lines analyzed,366,366,366,366,366,366,
:feature:log:compileDebugKotlin,Code generation lines per second,370,366,368,361,416,440,
:feature:log:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,98,98,98,98,98,98,
:feature:log:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,2,2,2,2,2,2,
:feature:log:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:log:compileDebugKotlin,Total size of the cache directory,561.5,561.5,562,562,562,562,KB
:feature:log:compileDebugKotlin,Size of shrunk classpath snapshot,25.2,25.2,25,25,25,25,KB
:feature:log:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:feature:log:compileDebugKotlin,Store build info,4.0,2.0,4,2,5,2,ms
:feature:log:compileDebugKotlin,Clear output,2.5,2.0,3,2,3,3,ms
:feature:message:compileDebugKotlin,Task action before worker execution,20.02,20.82,20,20,31,32,ms
:feature:message:compileDebugKotlin,Incremental compilation in daemon,3104.46,3058.86,3125,2981,3646,3792,ms
:feature:message:compileDebugKotlin,Total Gradle task time,3362.96,3322.6,3365,3226,3935,4065,ms
:feature:message:compileDebugKotlin,Remove duplicate classes,5.62,5.6,5,5,10,9,ms
:feature:message:compileDebugKotlin,Run compilation,3132.74,3085.86,3146,3002,3670,3813,ms
:feature:message:compileDebugKotlin,Compiler code analysis,1013.0,971.66,982,937,1354,1177,ms
:feature:message:compileDebugKotlin,Start gradle worker,2.36,2.82,2,2,4,5,ms
:feature:message:compileDebugKotlin,Compiler code generation,727.96,730.88,701,678,939,1175,ms
:feature:message:compileDebugKotlin,Compiler initialization time,70.1,68.4,76,68,101,99,ms
:feature:message:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,31.76,35.94,32,35,46,51,ms
:feature:message:compileDebugKotlin,Compiler translation to IR,833.16,819.46,809,766,1037,1059,ms
:feature:message:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,41.64,46.28,43,45,59,62,ms
:feature:message:compileDebugKotlin,Spent time before task action,65.72,62.1,58,58,106,91,ms
:feature:message:compileDebugKotlin,Run compilation in Gradle worker,3156.26,3104.8,3189,3014,3695,3838,ms
:feature:message:compileDebugKotlin,Load current classpath snapshot,6.62,6.56,6,6,10,10,ms
:feature:message:compileDebugKotlin,Sources compilation round,2922.6,2877.94,2962,2814,3393,3615,ms
:feature:message:compileDebugKotlin,Store build info,4.0,2.67,3,2,6,4,ms
:feature:message:compileDebugKotlin,Save shrunk current classpath snapshot,3.75,3.07,4,3,6,6,ms
:feature:message:compileDebugKotlin,Connect to Kotlin daemon,18.7,14.28,14,13,21,24,ms
:feature:message:compileDebugKotlin,Compiler IR lowering,385.22,385.58,382,379,504,527,ms
:feature:message:compileDebugKotlin,Update caches,10.24,9.3,9,9,14,13,ms
:feature:message:compileDebugKotlin,Compiler backend,342.32,344.78,318,295,402,681,ms
:feature:message:compileDebugKotlin,Calculate output size,2.43,2.66,2,2,4,7,ms
:feature:message:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:message:compileDebugKotlin,Analysis lines per second,382,399,382,401,465,479,
:feature:message:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:message:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:message:compileDebugKotlin,Number of classpath entries,104,104,104,104,104,104,
:feature:message:compileDebugKotlin,Number of lines analyzed,376,376,376,376,376,376,
:feature:message:compileDebugKotlin,Code generation lines per second,551,565,536,554,728,783,
:feature:message:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,103,103,103,103,103,103,
:feature:message:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:message:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:message:compileDebugKotlin,Total size of the cache directory,568.5,568.5,569,569,569,569,KB
:feature:message:compileDebugKotlin,Size of shrunk classpath snapshot,41.5,41.5,42,42,42,42,KB
:feature:message:compileDebugKotlin,Size of classpath snapshot,5.8,5.8,6,6,6,6,MB
:feature:message:compileDebugKotlin,Clear jar cache,2.14,2.39,2,2,4,4,ms
:feature:message:compileDebugKotlin,Clear output,2.75,1.0,2,1,6,1,ms
:feature:message:compileDebugKotlin,Clear outputs on rebuild,1.0,3.0,1,3,1,3,ms
:feature:metric:compileDebugKotlin,Task action before worker execution,26.02,23.74,25,24,40,34,ms
:feature:metric:compileDebugKotlin,Incremental compilation in daemon,3940.96,3891.56,3885,3916,4507,4450,ms
:feature:metric:compileDebugKotlin,Total Gradle task time,4225.42,4157.08,4216,4170,4808,4708,ms
:feature:metric:compileDebugKotlin,Remove duplicate classes,8.46,6.58,6,6,12,10,ms
:feature:metric:compileDebugKotlin,Run compilation,3968.7,3917.14,3906,3953,4531,4472,ms
:feature:metric:compileDebugKotlin,Compiler code analysis,1321.46,1334.74,1306,1291,1602,1701,ms
:feature:metric:compileDebugKotlin,Start gradle worker,3.74,3.16,3,3,8,6,ms
:feature:metric:compileDebugKotlin,Clear jar cache,2.0,1.71,2,2,4,3,ms
:feature:metric:compileDebugKotlin,Compiler code generation,889.32,917.3,873,918,1077,1109,ms
:feature:metric:compileDebugKotlin,Compiler initialization time,73.02,72.26,69,72,111,102,ms
:feature:metric:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,36.32,41.44,37,38,50,63,ms
:feature:metric:compileDebugKotlin,Compiler translation to IR,1073.38,1000.52,1035,966,1404,1281,ms
:feature:metric:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,51.08,54.08,51,51,69,76,ms
:feature:metric:compileDebugKotlin,Spent time before task action,77.54,76.5,75,72,103,103,ms
:feature:metric:compileDebugKotlin,Run compilation in Gradle worker,3999.38,3949.94,3963,3975,4562,4508,ms
:feature:metric:compileDebugKotlin,Load current classpath snapshot,11.2,8.78,8,9,16,14,ms
:feature:metric:compileDebugKotlin,Sources compilation round,3743.0,3684.88,3703,3718,4283,4210,ms
:feature:metric:compileDebugKotlin,Connect to Kotlin daemon,26.38,28.92,19,18,29,29,ms
:feature:metric:compileDebugKotlin,Compiler IR lowering,502.66,511.96,492,505,648,669,ms
:feature:metric:compileDebugKotlin,Update caches,12.64,14.7,13,14,17,22,ms
:feature:metric:compileDebugKotlin,Compiler backend,386.18,404.78,395,408,494,504,ms
:feature:metric:compileDebugKotlin,Calculate output size,1.96,2.84,1,2,6,7,ms
:feature:metric:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:metric:compileDebugKotlin,Analysis lines per second,292,289,287,291,378,352,
:feature:metric:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:metric:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:metric:compileDebugKotlin,Number of classpath entries,107,107,107,107,107,107,
:feature:metric:compileDebugKotlin,Number of lines analyzed,376,376,376,376,376,376,
:feature:metric:compileDebugKotlin,Code generation lines per second,438,423,430,409,575,536,
:feature:metric:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,104,104,105,105,105,105,
:feature:metric:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,2,2,2,2,4,4,
:feature:metric:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:metric:compileDebugKotlin,Total size of the cache directory,567.8,567.8,568,568,568,568,KB
:feature:metric:compileDebugKotlin,Size of shrunk classpath snapshot,41.5,41.5,42,42,42,42,KB
:feature:metric:compileDebugKotlin,Size of classpath snapshot,5.9,5.9,6,6,6,6,MB
:feature:metric:compileDebugKotlin,Save shrunk current classpath snapshot,3.04,2.71,3,3,7,5,ms
:feature:metric:compileDebugKotlin,Clear output,2.5,1.5,3,2,3,2,ms
:feature:metric:compileDebugKotlin,Clear outputs on rebuild,2.0,3.0,2,3,2,5,ms
:feature:metric:compileDebugKotlin,Store build info,2.0,4.0,2,4,2,4,ms
:feature:network:compileDebugKotlin,Task action before worker execution,23.66,20.04,20,19,28,32,ms
:feature:network:compileDebugKotlin,Incremental compilation in daemon,4699.56,4826.72,4822,4814,5525,5850,ms
:feature:network:compileDebugKotlin,Total Gradle task time,4978.32,5121.42,5073,5073,5876,6127,ms
:feature:network:compileDebugKotlin,Remove duplicate classes,7.14,7.46,7,7,13,13,ms
:feature:network:compileDebugKotlin,Run compilation,4729.92,4863.94,4848,4845,5552,5881,ms
:feature:network:compileDebugKotlin,Compiler code analysis,1603.7,1687.46,1603,1620,2067,2073,ms
:feature:network:compileDebugKotlin,Start gradle worker,2.78,2.58,3,2,5,4,ms
:feature:network:compileDebugKotlin,Clear jar cache,2.91,8.19,2,3,6,7,ms
:feature:network:compileDebugKotlin,Compiler code generation,1109.72,1186.9,1067,1120,1666,1680,ms
:feature:network:compileDebugKotlin,Compiler initialization time,85.74,82.06,77,81,109,107,ms
:feature:network:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,40.86,40.82,42,40,62,62,ms
:feature:network:compileDebugKotlin,Compiler translation to IR,1245.9,1272.04,1152,1176,1713,1824,ms
:feature:network:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,62.94,66.02,63,66,92,93,ms
:feature:network:compileDebugKotlin,Spent time before task action,70.52,72.2,67,69,97,97,ms
:feature:network:compileDebugKotlin,Run compilation in Gradle worker,4751.7,4893.04,4869,4873,5580,5901,ms
:feature:network:compileDebugKotlin,Load current classpath snapshot,15.14,17.78,14,18,26,27,ms
:feature:network:compileDebugKotlin,Sources compilation round,4454.28,4588.1,4523,4578,5266,5380,ms
:feature:network:compileDebugKotlin,Save shrunk current classpath snapshot,5.37,5.31,5,5,10,8,ms
:feature:network:compileDebugKotlin,Connect to Kotlin daemon,16.46,17.66,16,17,27,21,ms
:feature:network:compileDebugKotlin,Compiler IR lowering,614.7,644.68,575,580,1042,1079,ms
:feature:network:compileDebugKotlin,Update caches,16.38,16.06,15,16,25,24,ms
:feature:network:compileDebugKotlin,Compiler backend,494.54,541.64,498,503,622,757,ms
:feature:network:compileDebugKotlin,Calculate output size,3.1,3.02,1,2,7,7,ms
:feature:network:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:network:compileDebugKotlin,Analysis lines per second,245,228,234,231,342,272,
:feature:network:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:network:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:network:compileDebugKotlin,Number of classpath entries,106,106,106,106,106,106,
:feature:network:compileDebugKotlin,Number of lines analyzed,375,375,375,375,375,375,
:feature:network:compileDebugKotlin,Code generation lines per second,359,342,351,334,486,496,
:feature:network:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,100,99,99,99,105,103,
:feature:network:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,6,7,7,7,7,
:feature:network:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:network:compileDebugKotlin,Total size of the cache directory,571.5,571.5,572,572,572,572,KB
:feature:network:compileDebugKotlin,Size of shrunk classpath snapshot,40.7,40.7,41,41,41,41,KB
:feature:network:compileDebugKotlin,Size of classpath snapshot,5.9,5.9,6,6,6,6,MB
:feature:network:compileDebugKotlin,Clear output,1.5,,2,,2,,ms
:feature:notification:compileDebugKotlin,Task action before worker execution,16.82,17.62,16,17,25,26,ms
:feature:notification:compileDebugKotlin,Incremental compilation in daemon,3536.22,3460.0,3510,3406,4128,3904,ms
:feature:notification:compileDebugKotlin,Total Gradle task time,3775.24,3712.44,3788,3624,4348,4183,ms
:feature:notification:compileDebugKotlin,Remove duplicate classes,5.94,5.44,6,5,9,9,ms
:feature:notification:compileDebugKotlin,Run compilation,3578.3,3491.82,3561,3434,4153,3937,ms
:feature:notification:compileDebugKotlin,Compiler code analysis,1199.94,1195.56,1201,1186,1474,1397,ms
:feature:notification:compileDebugKotlin,Start gradle worker,2.22,2.48,2,2,4,5,ms
:feature:notification:compileDebugKotlin,Compiler code generation,841.2,828.18,849,820,1067,1009,ms
:feature:notification:compileDebugKotlin,Compiler initialization time,80.1,80.94,83,82,102,116,ms
:feature:notification:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,36.76,37.18,39,36,52,51,ms
:feature:notification:compileDebugKotlin,Compiler translation to IR,914.42,860.36,936,853,1150,1068,ms
:feature:notification:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,46.82,47.16,48,46,66,63,ms
:feature:notification:compileDebugKotlin,Spent time before task action,49.34,62.74,51,56,69,92,ms
:feature:notification:compileDebugKotlin,Run compilation in Gradle worker,3595.88,3509.3,3584,3451,4169,3959,ms
:feature:notification:compileDebugKotlin,Load current classpath snapshot,6.38,6.42,6,6,9,10,ms
:feature:notification:compileDebugKotlin,Sources compilation round,3336.72,3264.36,3332,3244,3870,3708,ms
:feature:notification:compileDebugKotlin,Clear outputs on rebuild,4.0,2.0,4,2,4,2,ms
:feature:notification:compileDebugKotlin,Store build info,2.8,4.0,2,4,6,6,ms
:feature:notification:compileDebugKotlin,Connect to Kotlin daemon,12.86,13.16,13,12,18,20,ms
:feature:notification:compileDebugKotlin,Compiler IR lowering,474.5,452.6,487,445,615,572,ms
:feature:notification:compileDebugKotlin,Update caches,13.94,13.38,13,13,21,20,ms
:feature:notification:compileDebugKotlin,Compiler backend,366.28,375.08,375,345,474,524,ms
:feature:notification:compileDebugKotlin,Calculate output size,3.12,2.8,3,1,7,7,ms
:feature:notification:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:notification:compileDebugKotlin,Analysis lines per second,321,318,312,316,435,380,
:feature:notification:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:notification:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:notification:compileDebugKotlin,Number of classpath entries,108,108,108,108,108,108,
:feature:notification:compileDebugKotlin,Number of lines analyzed,375,375,375,375,375,375,
:feature:notification:compileDebugKotlin,Code generation lines per second,464,469,441,457,643,598,
:feature:notification:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,107,107,107,107,107,107,
:feature:notification:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:notification:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:notification:compileDebugKotlin,Total size of the cache directory,575.4,575.4,575,575,575,575,KB
:feature:notification:compileDebugKotlin,Size of shrunk classpath snapshot,40.7,40.7,41,41,41,41,KB
:feature:notification:compileDebugKotlin,Size of classpath snapshot,6.0,6.0,6,6,6,6,MB
:feature:notification:compileDebugKotlin,Clear jar cache,2.95,2.1,3,2,5,4,ms
:feature:notification:compileDebugKotlin,Save shrunk current classpath snapshot,3.63,2.94,3,3,10,5,ms
:feature:notification:compileDebugKotlin,Clear output,1.0,3.0,1,3,1,3,ms
:feature:report:compileDebugKotlin,Task action before worker execution,24.08,34.64,21,23,34,44,ms
:feature:report:compileDebugKotlin,Incremental compilation in daemon,3518.86,3517.3,3461,3473,4052,4001,ms
:feature:report:compileDebugKotlin,Total Gradle task time,3807.62,3829.32,3788,3793,4413,4346,ms
:feature:report:compileDebugKotlin,Remove duplicate classes,6.06,6.24,5,5,10,11,ms
:feature:report:compileDebugKotlin,Run compilation,3545.76,3553.06,3505,3533,4075,4026,ms
:feature:report:compileDebugKotlin,Compiler code analysis,1175.58,1205.12,1145,1180,1405,1562,ms
:feature:report:compileDebugKotlin,Start gradle worker,2.78,2.88,2,2,7,6,ms
:feature:report:compileDebugKotlin,Clear jar cache,2.57,2.74,2,2,4,6,ms
:feature:report:compileDebugKotlin,Compiler code generation,796.64,812.62,771,815,1095,1040,ms
:feature:report:compileDebugKotlin,Compiler initialization time,69.62,71.6,67,69,109,97,ms
:feature:report:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,41.02,36.6,39,36,58,53,ms
:feature:report:compileDebugKotlin,Compiler translation to IR,945.54,890.8,894,860,1192,1202,ms
:feature:report:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,50.66,46.98,49,46,70,67,ms
:feature:report:compileDebugKotlin,Spent time before task action,69.76,80.06,60,67,94,111,ms
:feature:report:compileDebugKotlin,Run compilation in Gradle worker,3572.06,3573.06,3527,3552,4104,4054,ms
:feature:report:compileDebugKotlin,Load current classpath snapshot,6.94,7.02,6,6,11,12,ms
:feature:report:compileDebugKotlin,Sources compilation round,3320.9,3321.52,3290,3295,3826,3762,ms
:feature:report:compileDebugKotlin,Connect to Kotlin daemon,20.84,14.54,14,14,23,22,ms
:feature:report:compileDebugKotlin,Compiler IR lowering,437.36,443.98,411,442,658,562,ms
:feature:report:compileDebugKotlin,Update caches,11.96,12.7,11,12,18,19,ms
:feature:report:compileDebugKotlin,Compiler backend,358.68,368.06,346,361,428,465,ms
:feature:report:compileDebugKotlin,Calculate output size,2.9,2.86,2,3,6,6,ms
:feature:report:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:report:compileDebugKotlin,Analysis lines per second,354,351,360,349,413,428,
:feature:report:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:report:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:report:compileDebugKotlin,Number of classpath entries,108,108,108,108,108,108,
:feature:report:compileDebugKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:report:compileDebugKotlin,Code generation lines per second,544,525,534,505,706,641,
:feature:report:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,107,107,107,107,107,107,
:feature:report:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:report:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:report:compileDebugKotlin,Total size of the cache directory,569.2,569.2,569,569,569,569,KB
:feature:report:compileDebugKotlin,Size of shrunk classpath snapshot,43.4,43.4,43,43,43,43,KB
:feature:report:compileDebugKotlin,Size of classpath snapshot,6.0,6.0,6,6,6,6,MB
:feature:report:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.82,3,3,7,5,ms
:feature:report:compileDebugKotlin,Clear output,1.0,4.0,1,4,1,4,ms
:feature:report:compileDebugKotlin,Store build info,1.0,1.0,1,1,1,1,ms
:feature:search:compileDebugKotlin,Task action before worker execution,22.88,24.34,23,25,32,35,ms
:feature:search:compileDebugKotlin,Incremental compilation in daemon,3390.16,3359.4,3422,3337,3815,3940,ms
:feature:search:compileDebugKotlin,Total Gradle task time,3680.74,3643.42,3755,3594,4106,4248,ms
:feature:search:compileDebugKotlin,Remove duplicate classes,5.68,5.66,5,6,10,9,ms
:feature:search:compileDebugKotlin,Run compilation,3427.82,3386.8,3501,3358,3839,3965,ms
:feature:search:compileDebugKotlin,Compiler code analysis,1127.54,1169.36,1099,1144,1335,1541,ms
:feature:search:compileDebugKotlin,Start gradle worker,3.08,3.3,2,3,7,8,ms
:feature:search:compileDebugKotlin,Clear jar cache,2.23,2.32,2,2,4,5,ms
:feature:search:compileDebugKotlin,Compiler code generation,750.56,753.46,748,749,988,906,ms
:feature:search:compileDebugKotlin,Compiler initialization time,57.24,59.62,53,58,92,80,ms
:feature:search:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,36.0,34.4,35,34,52,53,ms
:feature:search:compileDebugKotlin,Compiler translation to IR,925.24,862.96,909,827,1194,1219,ms
:feature:search:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,45.4,44.28,43,45,63,64,ms
:feature:search:compileDebugKotlin,Spent time before task action,68.32,81.26,64,71,93,103,ms
:feature:search:compileDebugKotlin,Run compilation in Gradle worker,3448.26,3407.76,3529,3377,3860,3988,ms
:feature:search:compileDebugKotlin,Load current classpath snapshot,6.56,6.5,5,6,12,10,ms
:feature:search:compileDebugKotlin,Sources compilation round,3196.74,3166.8,3219,3142,3605,3767,ms
:feature:search:compileDebugKotlin,Connect to Kotlin daemon,15.7,16.2,16,16,25,24,ms
:feature:search:compileDebugKotlin,Compiler IR lowering,408.1,416.68,398,410,527,540,ms
:feature:search:compileDebugKotlin,Update caches,11.56,12.22,12,11,17,18,ms
:feature:search:compileDebugKotlin,Compiler backend,341.88,336.36,323,339,436,415,ms
:feature:search:compileDebugKotlin,Calculate output size,2.9,2.94,3,2,6,7,ms
:feature:search:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:search:compileDebugKotlin,Analysis lines per second,363,355,366,352,437,441,
:feature:search:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:search:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:search:compileDebugKotlin,Number of classpath entries,101,101,101,101,101,101,
:feature:search:compileDebugKotlin,Number of lines analyzed,403,403,403,403,403,403,
:feature:search:compileDebugKotlin,Code generation lines per second,563,554,539,537,745,716,
:feature:search:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,100,100,100,100,100,100,
:feature:search:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:search:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:search:compileDebugKotlin,Total size of the cache directory,567.9,567.9,568,568,568,568,KB
:feature:search:compileDebugKotlin,Size of shrunk classpath snapshot,42.3,42.3,42,42,42,42,KB
:feature:search:compileDebugKotlin,Size of classpath snapshot,5.6,5.6,6,6,6,6,MB
:feature:search:compileDebugKotlin,Save shrunk current classpath snapshot,2.4,3.22,3,3,3,5,ms
:feature:search:compileDebugKotlin,Clear output,2.0,3.0,2,3,2,3,ms
:feature:search:compileDebugKotlin,Store build info,2.33,3.0,3,3,3,5,ms
:feature:session:compileDebugKotlin,Task action before worker execution,26.2,20.84,22,21,30,29,ms
:feature:session:compileDebugKotlin,Incremental compilation in daemon,3277.7,3132.14,3171,3041,3933,3912,ms
:feature:session:compileDebugKotlin,Total Gradle task time,3561.16,3401.46,3452,3289,4226,4223,ms
:feature:session:compileDebugKotlin,Remove duplicate classes,5.56,15.08,5,4,9,9,ms
:feature:session:compileDebugKotlin,Run compilation,3313.28,3154.72,3195,3068,3971,3936,ms
:feature:session:compileDebugKotlin,Compiler code analysis,1054.08,965.72,992,906,1356,1155,ms
:feature:session:compileDebugKotlin,Start gradle worker,3.1,2.58,3,2,5,6,ms
:feature:session:compileDebugKotlin,Compiler code generation,683.98,720.06,664,686,878,1069,ms
:feature:session:compileDebugKotlin,Compiler initialization time,54.66,58.3,53,49,76,90,ms
:feature:session:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,55.32,33.34,34,35,52,51,ms
:feature:session:compileDebugKotlin,Compiler translation to IR,964.0,914.42,868,800,1446,1446,ms
:feature:session:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,64.92,52.74,43,44,67,62,ms
:feature:session:compileDebugKotlin,Spent time before task action,66.94,71.16,66,64,85,95,ms
:feature:session:compileDebugKotlin,Run compilation in Gradle worker,3342.54,3178.4,3214,3092,3996,3963,ms
:feature:session:compileDebugKotlin,Load current classpath snapshot,6.76,16.36,6,6,10,11,ms
:feature:session:compileDebugKotlin,Sources compilation round,3082.22,2939.36,2968,2819,3750,3752,ms
:feature:session:compileDebugKotlin,Connect to Kotlin daemon,24.1,17.98,13,14,21,22,ms
:feature:session:compileDebugKotlin,Compiler IR lowering,382.54,410.62,385,387,518,543,ms
:feature:session:compileDebugKotlin,Update caches,10.0,8.62,10,9,14,14,ms
:feature:session:compileDebugKotlin,Compiler backend,300.92,308.94,276,279,381,415,ms
:feature:session:compileDebugKotlin,Calculate output size,2.9,2.38,3,2,6,5,ms
:feature:session:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:session:compileDebugKotlin,Analysis lines per second,372,401,377,413,471,509,
:feature:session:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:session:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:feature:session:compileDebugKotlin,Number of classpath entries,103,103,103,103,103,103,
:feature:session:compileDebugKotlin,Number of lines analyzed,375,375,375,375,375,375,
:feature:session:compileDebugKotlin,Code generation lines per second,575,571,564,546,739,802,
:feature:session:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,102,102,102,102,102,102,
:feature:session:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:session:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:session:compileDebugKotlin,Total size of the cache directory,571.5,571.5,572,572,572,572,KB
:feature:session:compileDebugKotlin,Size of shrunk classpath snapshot,40.7,40.7,41,41,41,41,KB
:feature:session:compileDebugKotlin,Size of classpath snapshot,5.7,5.7,6,6,6,6,MB
:feature:session:compileDebugKotlin,Clear jar cache,2.59,2.71,2,2,5,5,ms
:feature:session:compileDebugKotlin,Save shrunk current classpath snapshot,2.83,3.18,3,3,4,5,ms
:feature:session:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:feature:setting:compileDebugKotlin,Task action before worker execution,26.26,27.92,26,23,35,36,ms
:feature:setting:compileDebugKotlin,Incremental compilation in daemon,3223.34,3168.6,3211,3166,3821,3724,ms
