Category,Metric,varianta_gradle_9_2_0 Mean,variantb_gradle_9_1_0 Mean,varianta_gradle_9_2_0 P50,variantb_gradle_9_1_0 P50,varianta_gradle_9_2_0 P90,variantb_gradle_9_1_0 P90,Unit
Task Path,:repository:user-login:compileDebugKotlin,1495,1490,1421,1397,1987,1905,ms
Task Path,:repository:video-contact:compileDebugKotlin,1522,1400,1433,1329,2043,1811,ms
Task Path,:model:alarm-login:kspDebugKotlin,2819,2836,2770,2763,3332,3402,ms
Task Path,:repository:gallery-contact:kspDebugKotlin,2755,2752,2715,2767,3210,3322,ms
Task Path,:repository:contact-login:kspDebugKotlin,2928,2924,3013,2866,3388,3464,ms
Task Path,:model:alarm-login:compileDebugKotlin,1476,1600,1433,1528,1787,2138,ms
Task Path,:repository:notification-login:kspDebugKotlin,2700,2708,2661,2604,3105,3478,ms
Task Path,:repository:gallery-contact:compileDebugKotlin,1482,1471,1453,1421,1804,1747,ms
Task Path,:repository:contact-login:compileDebugKotlin,1599,1487,1576,1437,1886,1888,ms
Task Path,:repository:notification-login:compileDebugKotlin,1510,1524,1468,1441,1804,1898,ms
Task Path,:repository:checkout-login:kspDebugKotlin,2533,2521,2489,2490,3025,3079,ms
Task Path,:repository:checkout-login:compileDebugKotlin,1533,1517,1419,1390,1949,2200,ms
Task Path,:model:analytics-login:kspDebugKotlin,2587,2590,2484,2476,3262,3435,ms
Task Path,:repository:message-login:kspDebugKotlin,2848,2882,2701,2757,3426,3593,ms
Task Path,:repository:search-login:kspDebugKotlin,2681,2776,2591,2608,3336,3559,ms
Task Path,:model:analytics-login:compileDebugKotlin,1368,1451,1337,1380,1661,1811,ms
Task Path,:repository:search-login:compileDebugKotlin,1335,1373,1276,1354,1723,1755,ms
Task Path,:repository:message-login:compileDebugKotlin,1550,1485,1474,1416,1950,1810,ms
Task Path,:model:document-login:kspDebugKotlin,2591,2581,2499,2521,3151,3059,ms
Task Path,:model:document-login:compileDebugKotlin,1445,1421,1327,1355,2129,1731,ms
Task Path,:model:calendar-login:kspDebugKotlin,2413,2442,2295,2421,3076,2908,ms
Task Path,:model:contact-identity:kspDebugKotlin,2598,2688,2529,2619,3158,3183,ms
Task Path,:model:article-login:kspDebugKotlin,2822,2879,2710,2764,3537,3633,ms
Task Path,:model:calendar-login:compileDebugKotlin,1330,1425,1279,1347,1576,1966,ms
Task Path,:model:contact-identity:compileDebugKotlin,1410,1386,1339,1374,1991,1662,ms
Task Path,:model:article-login:compileDebugKotlin,1550,1574,1454,1559,2078,1917,ms
Task Path,:repository:post-login:kspDebugKotlin,2461,2516,2354,2452,3121,3067,ms
Task Path,:model:list-login:kspDebugKotlin,2145,2186,2114,2150,2551,2670,ms
Task Path,:repository:post-login:compileDebugKotlin,1327,1383,1303,1371,1650,1894,ms
Task Path,:model:list-login:compileDebugKotlin,1356,1367,1283,1316,1711,1927,ms
Task Path,:model:log-login:kspDebugKotlin,2232,2307,2220,2313,2588,2802,ms
Task Path,:model:login-identity:kspDebugKotlin,2292,2420,2252,2338,2679,3137,ms
Task Path,:model:file-login:kspDebugKotlin,2335,2383,2256,2256,2832,3008,ms
Task Path,:model:event-login:kspDebugKotlin,2569,2592,2523,2463,3207,3355,ms
Task Path,:model:forecast-login:kspDebugKotlin,2460,2452,2412,2337,2956,2973,ms
Task Path,:model:gallery-login:kspDebugKotlin,2742,2734,2648,2637,3206,3232,ms
Task Path,:model:file-login:compileDebugKotlin,1494,1527,1441,1443,1754,1991,ms
Task Path,:model:event-login:compileDebugKotlin,1561,1636,1505,1558,1885,2025,ms
Task Path,:model:forecast-login:compileDebugKotlin,1423,1442,1428,1412,1684,1803,ms
Task Path,:model:gallery-login:compileDebugKotlin,1425,1355,1417,1246,1869,1830,ms
Task Path,:model:login-identity:compileDebugKotlin,1295,1358,1212,1271,1743,1770,ms
Task Path,:model:log-login:compileDebugKotlin,1347,1353,1322,1298,1756,1743,ms
Task Path,:model:map-login:kspDebugKotlin,2432,2458,2390,2345,2932,3211,ms
Task Path,:model:media-login:kspDebugKotlin,2309,2225,2293,2158,2816,2621,ms
Task Path,:model:media-login:compileDebugKotlin,1243,1234,1190,1157,1498,1621,ms
Task Path,:model:map-login:compileDebugKotlin,1366,1381,1300,1332,1726,1733,ms
Task Path,:model:news-login:kspDebugKotlin,2426,2301,2390,2263,3031,2704,ms
Task Path,:model:note-login:kspDebugKotlin,2466,2325,2531,2245,3076,2786,ms
Task Path,:model:news-login:compileDebugKotlin,1367,1321,1322,1288,1777,1687,ms
Task Path,:model:note-login:compileDebugKotlin,1346,1320,1294,1282,1782,1598,ms
Task Path,:model:photo-login:kspDebugKotlin,2285,2254,2286,2215,2818,2650,ms
Task Path,:model:podcast-login:kspDebugKotlin,2272,2286,2150,2283,2835,2719,ms
Task Path,:model:photo-login:compileDebugKotlin,1274,1277,1220,1216,1755,1648,ms
Task Path,:model:podcast-login:compileDebugKotlin,1368,1315,1304,1225,1708,1795,ms
Task Path,:model:report-login:kspDebugKotlin,2400,2402,2321,2352,2910,3048,ms
Task Path,:model:push-identity:kspDebugKotlin,2471,2483,2382,2497,3063,2889,ms
Task Path,:model:push-identity:compileDebugKotlin,1357,1358,1304,1257,1729,1925,ms
Task Path,:model:report-login:compileDebugKotlin,1303,1315,1228,1239,1762,1656,ms
Task Path,:model:status-login:kspDebugKotlin,2536,2583,2516,2420,3152,3351,ms
Task Path,:model:task-login:kspDebugKotlin,2300,2330,2285,2248,2704,2770,ms
Task Path,:model:status-login:compileDebugKotlin,1323,1341,1298,1266,1628,1664,ms
Task Path,:model:task-login:compileDebugKotlin,1267,1215,1192,1139,1612,1564,ms
Task Path,:model:timer-login:kspDebugKotlin,2343,2326,2323,2302,2807,2803,ms
Task Path,:model:todo-login:kspDebugKotlin,2332,2330,2264,2278,2780,2754,ms
Task Path,:model:timer-login:compileDebugKotlin,1314,1417,1265,1396,1618,1886,ms
Task Path,:model:todo-login:compileDebugKotlin,1342,1434,1321,1357,1781,1844,ms
Task Path,:model:video-login:kspDebugKotlin,2449,2465,2384,2417,3069,3013,ms
Task Path,:model:weather-login:kspDebugKotlin,2475,2552,2418,2523,2963,2944,ms
Task Path,:model:video-login:compileDebugKotlin,1420,1466,1384,1354,1671,1943,ms
Task Path,:model:weather-login:compileDebugKotlin,1369,1433,1327,1385,1686,1757,ms
Task Path,:model:audio-login:kspDebugKotlin,2605,2698,2545,2724,3081,3227,ms
Task Path,:model:metric-login:kspDebugKotlin,2584,2658,2563,2582,3117,3179,ms
Task Path,:model:audio-login:compileDebugKotlin,1451,1399,1439,1364,1675,1670,ms
Task Path,:model:metric-login:compileDebugKotlin,1466,1440,1432,1378,1799,1760,ms
Task Path,:entity:calendar-identity:kspDebugKotlin,3050,2990,2947,2923,3591,3426,ms
Task Path,:model:playlist-login:kspDebugKotlin,2641,2612,2611,2589,3150,3019,ms
Task Path,:entity:calendar-identity:compileDebugKotlin,1528,1509,1506,1421,1871,1937,ms
Task Path,:model:playlist-login:compileDebugKotlin,1482,1436,1427,1412,1863,1834,ms
Task Path,:entity:identity-identity:kspDebugKotlin,2587,2528,2537,2591,3247,2991,ms
Task Path,:entity:alarm-identity:kspDebugKotlin,2591,2511,2545,2471,3199,3055,ms
Task Path,:entity:identity-identity:compileDebugKotlin,1338,1459,1330,1377,1647,2021,ms
Task Path,:entity:alarm-identity:compileDebugKotlin,1374,1374,1270,1298,2025,1945,ms
Task Path,:entity:comment-identity:kspDebugKotlin,2488,2488,2435,2438,3039,3063,ms
Task Path,:entity:analytics-identity:kspDebugKotlin,2435,2431,2352,2303,2942,2978,ms
Task Path,:entity:comment-identity:compileDebugKotlin,1305,1307,1260,1272,1639,1606,ms
Task Path,:entity:analytics-identity:compileDebugKotlin,1218,1206,1135,1191,1675,1520,ms
Task Path,:entity:cart-identity:kspDebugKotlin,2438,2340,2330,2336,3228,2773,ms
Task Path,:entity:event-identity:kspDebugKotlin,2403,2408,2328,2408,2783,2793,ms
Task Path,:entity:cart-identity:compileDebugKotlin,1278,1306,1222,1239,1593,1715,ms
Task Path,:entity:event-identity:compileDebugKotlin,1320,1270,1217,1223,1787,1686,ms
Task Path,:data:audio-identity:kspDebugKotlin,2369,2254,2283,2285,2909,2701,ms
Task Path,:entity:feed-identity:kspDebugKotlin,2606,2546,2493,2442,3090,3095,ms
Task Path,:data:audio-identity:compileDebugKotlin,1189,1213,1165,1173,1448,1433,ms
Task Path,:entity:feed-identity:compileDebugKotlin,1344,1296,1234,1259,2045,1658,ms
Task Path,:entity:file-identity:kspDebugKotlin,2641,2474,2554,2437,3216,2913,ms
Task Path,:entity:group-identity:kspDebugKotlin,2686,2580,2634,2479,3277,3224,ms
Task Path,:entity:file-identity:compileDebugKotlin,1329,1338,1265,1253,1735,1731,ms
Task Path,:entity:group-identity:compileDebugKotlin,1317,1420,1301,1320,1550,1861,ms
Task Path,:entity:location-identity:kspDebugKotlin,2689,2736,2611,2636,3184,3263,ms
Task Path,:entity:message-identity:kspDebugKotlin,2443,2510,2380,2469,2992,3044,ms
Task Path,:entity:message-identity:compileDebugKotlin,1184,1174,1113,1147,1554,1515,ms
Task Path,:entity:location-identity:compileDebugKotlin,1352,1394,1256,1314,1791,1893,ms
Task Path,:entity:network-identity:kspDebugKotlin,2243,2353,2154,2283,2852,2875,ms
Task Path,:entity:notification-identity:kspDebugKotlin,2228,2271,2135,2213,2850,2824,ms
Task Path,:entity:network-identity:compileDebugKotlin,1224,1156,1136,1094,1715,1445,ms
Task Path,:entity:notification-identity:compileDebugKotlin,1258,1203,1198,1165,1700,1436,ms
Task Path,:entity:post-identity:kspDebugKotlin,2264,2227,2208,2187,2728,2589,ms
Task Path,:entity:profile-identity:kspDebugKotlin,2259,2206,2222,2160,2791,2599,ms
Task Path,:entity:post-identity:compileDebugKotlin,1227,1220,1132,1160,1705,1679,ms
Task Path,:entity:profile-identity:compileDebugKotlin,1175,1231,1107,1147,1522,1670,ms
Task Path,:entity:report-identity:kspDebugKotlin,2260,2309,2140,2191,2780,2967,ms
Task Path,:entity:search-identity:kspDebugKotlin,2320,2262,2184,2152,2843,2798,ms
Task Path,:entity:report-identity:compileDebugKotlin,1262,1238,1204,1170,1660,1501,ms
Task Path,:entity:search-identity:compileDebugKotlin,1260,1268,1203,1165,1502,1703,ms
Task Path,:entity:session-identity:kspDebugKotlin,2475,2318,2383,2253,3007,2755,ms
Task Path,:entity:setting-identity:kspDebugKotlin,2469,2388,2451,2294,3019,2900,ms
Task Path,:entity:session-identity:compileDebugKotlin,1266,1252,1202,1162,1723,1629,ms
Task Path,:entity:setting-identity:compileDebugKotlin,1275,1210,1193,1137,1751,1548,ms
Task Path,:entity:share-identity:kspDebugKotlin,2442,2358,2334,2230,3096,2878,ms
Task Path,:entity:status-identity:kspDebugKotlin,2349,2377,2360,2243,2895,3057,ms
Task Path,:entity:status-identity:compileDebugKotlin,1234,1303,1200,1226,1469,1683,ms
Task Path,:entity:share-identity:compileDebugKotlin,1232,1307,1212,1191,1440,2105,ms
Task Path,:entity:sync-identity:kspDebugKotlin,2321,2452,2279,2345,2764,3300,ms
Task Path,:entity:timer-identity:kspDebugKotlin,2350,2372,2314,2212,2961,3064,ms
Task Path,:entity:timer-identity:compileDebugKotlin,1311,1305,1217,1234,1729,1622,ms
Task Path,:entity:sync-identity:compileDebugKotlin,1324,1253,1258,1203,1730,1541,ms
Task Path,:entity:user-identity:kspDebugKotlin,2482,2462,2426,2329,3043,2979,ms
Task Path,:entity:account-identity:kspDebugKotlin,2719,2769,2626,2747,3371,3300,ms
Task Path,:entity:user-identity:compileDebugKotlin,1288,1361,1216,1292,1663,1744,ms
Task Path,:entity:account-identity:compileDebugKotlin,1390,1396,1319,1301,1873,1923,ms
Task Path,:entity:checkout-identity:kspDebugKotlin,2700,2768,2681,2710,3267,3342,ms
Task Path,:entity:log-identity:kspDebugKotlin,2638,2741,2532,2694,3109,3203,ms
Task Path,:data:cart-checkout:kspDebugKotlin,2675,2638,2558,2567,3374,3087,ms
Task Path,:entity:checkout-identity:compileDebugKotlin,1376,1390,1293,1345,1795,1795,ms
Task Path,:entity:log-identity:compileDebugKotlin,1370,1335,1269,1271,1830,1730,ms
Task Path,:entity:metric-identity:kspDebugKotlin,2548,2372,2473,2359,3171,2892,ms
Task Path,:data:cart-checkout:compileDebugKotlin,1350,1235,1277,1203,1766,1499,ms
Task Path,:entity:metric-identity:compileDebugKotlin,1234,1256,1224,1170,1507,1761,ms
Task Path,:entity:task-identity:kspDebugKotlin,2373,2228,2344,2212,2919,2630,ms
Task Path,:entity:task-identity:compileDebugKotlin,1176,1239,1121,1143,1454,1569,ms
Task Path,:data:identity-checkout:kspDebugKotlin,2506,2459,2368,2373,3105,2999,ms
Task Path,:data:gallery-identity:kspDebugKotlin,2224,2340,2140,2263,2758,2899,ms
Task Path,:data:list-identity:kspDebugKotlin,2364,2319,2266,2269,2937,2915,ms
Task Path,:data:checkout-checkout:kspDebugKotlin,2203,2280,2149,2183,2771,2739,ms
Task Path,:data:contact-checkout:kspDebugKotlin,2213,2275,2147,2160,2781,2920,ms
Task Path,:data:document-identity:kspDebugKotlin,2293,2379,2159,2287,2921,2901,ms
Task Path,:data:feed-checkout:kspDebugKotlin,2398,2445,2225,2340,2894,2941,ms
Task Path,:data:checkout-checkout:compileDebugKotlin,1326,1347,1237,1229,1743,1851,ms
Task Path,:data:contact-checkout:compileDebugKotlin,1290,1316,1218,1213,1645,1855,ms
Task Path,:data:document-identity:compileDebugKotlin,1212,1218,1172,1139,1483,1708,ms
Task Path,:data:feed-checkout:compileDebugKotlin,1083,1122,1037,1058,1350,1326,ms
Task Path,:data:gallery-identity:compileDebugKotlin,1096,1113,1050,1045,1422,1359,ms
Task Path,:data:identity-checkout:compileDebugKotlin,1113,1213,1084,1108,1271,1664,ms
Task Path,:data:list-identity:compileDebugKotlin,1301,1274,1220,1235,1797,1607,ms
Task Path,:data:login-checkout:kspDebugKotlin,2230,2434,2174,2406,2802,3077,ms
Task Path,:data:login-checkout:compileDebugKotlin,1163,1166,1139,1123,1479,1435,ms
Task Path,:data:map-identity:kspDebugKotlin,2276,2293,2168,2177,2919,2917,ms
Task Path,:data:media-identity:kspDebugKotlin,2374,2314,2253,2175,2939,2906,ms
Task Path,:data:network-checkout:kspDebugKotlin,2496,2564,2434,2381,2962,3429,ms
Task Path,:data:map-identity:compileDebugKotlin,1385,1375,1319,1267,1846,1825,ms
Task Path,:data:media-identity:compileDebugKotlin,1270,1317,1212,1217,1630,1764,ms
Task Path,:data:network-checkout:compileDebugKotlin,1275,1207,1156,1108,1843,1656,ms
Task Path,:data:news-identity:kspDebugKotlin,2571,2569,2520,2452,3085,3193,ms
Task Path,:data:news-identity:compileDebugKotlin,1334,1307,1278,1210,1780,1734,ms
Task Path,:data:note-identity:kspDebugKotlin,2249,2298,2193,2201,2769,2918,ms
Task Path,:data:photo-identity:kspDebugKotlin,2575,2698,2549,2599,3063,3479,ms
Task Path,:data:playlist-identity:kspDebugKotlin,2647,2834,2536,2677,3222,3727,ms
Task Path,:data:note-identity:compileDebugKotlin,1320,1344,1234,1263,1667,1760,ms
Task Path,:data:podcast-identity:kspDebugKotlin,2345,2503,2328,2376,2974,3182,ms
Task Path,:data:photo-identity:compileDebugKotlin,1384,1455,1337,1378,1823,1831,ms
Task Path,:data:playlist-identity:compileDebugKotlin,1264,1318,1200,1208,1592,1825,ms
Task Path,:data:podcast-identity:compileDebugKotlin,1158,1165,1144,1106,1387,1426,ms
Task Path,:data:post-checkout:kspDebugKotlin,2257,2317,2176,2209,2821,2963,ms
Task Path,:data:post-checkout:compileDebugKotlin,1276,1249,1253,1159,1537,1730,ms
Task Path,:data:push-checkout:kspDebugKotlin,2376,2403,2394,2357,2778,2872,ms
Task Path,:data:profile-checkout:kspDebugKotlin,2531,2525,2482,2398,3034,3072,ms
Task Path,:data:todo-identity:kspDebugKotlin,2405,2303,2355,2230,2969,2799,ms
Task Path,:data:push-checkout:compileDebugKotlin,1175,1124,1073,1101,1643,1300,ms
Task Path,:data:profile-checkout:compileDebugKotlin,1305,1286,1195,1242,1788,1580,ms
Task Path,:data:todo-identity:compileDebugKotlin,1240,1209,1242,1195,1513,1462,ms
Task Path,:data:video-identity:kspDebugKotlin,2331,2219,2309,2172,2865,2720,ms
Task Path,:data:video-identity:compileDebugKotlin,1299,1326,1292,1278,1563,1690,ms
Task Path,:data:weather-identity:kspDebugKotlin,2583,2368,2491,2322,3133,2668,ms
Task Path,:data:article-identity:kspDebugKotlin,2496,2374,2448,2263,3014,2769,ms
Task Path,:data:weather-identity:compileDebugKotlin,1258,1244,1277,1197,1524,1712,ms
Task Path,:data:comment-checkout:kspDebugKotlin,2490,2411,2452,2310,3043,2944,ms
Task Path,:data:forecast-identity:kspDebugKotlin,2437,2362,2346,2248,2867,2869,ms
Task Path,:data:article-identity:compileDebugKotlin,1283,1318,1228,1213,1742,1859,ms
Task Path,:data:comment-checkout:compileDebugKotlin,1276,1269,1229,1151,1674,1798,ms
Task Path,:data:forecast-identity:compileDebugKotlin,1186,1262,1164,1178,1461,1956,ms
Task Path,:api:account-checkout:kspDebugKotlin,2486,2476,2416,2379,3066,3054,ms
Task Path,:data:location-checkout:kspDebugKotlin,2350,2479,2256,2338,2849,3023,ms
Task Path,:api:account-checkout:compileDebugKotlin,1235,1246,1168,1226,1791,1503,ms
Task Path,:data:location-checkout:compileDebugKotlin,1399,1395,1307,1326,1991,1896,ms
Task Path,:data:user-checkout:kspDebugKotlin,2592,2631,2522,2537,3188,3228,ms
Task Path,:data:search-checkout:kspDebugKotlin,2772,2859,2657,2739,3378,3651,ms
Task Path,:data:user-checkout:compileDebugKotlin,1254,1230,1174,1228,1524,1500,ms
Task Path,:data:search-checkout:compileDebugKotlin,1351,1379,1289,1351,1623,1685,ms
Task Path,:api:calendar-checkout:kspDebugKotlin,2149,2196,2035,2104,2791,2842,ms
Task Path,:api:event-checkout:kspDebugKotlin,2195,2228,2047,2166,3023,2788,ms
Task Path,:api:calendar-checkout:compileDebugKotlin,1194,1170,1088,1113,1667,1543,ms
Task Path,:api:alarm-checkout:kspDebugKotlin,2315,2351,2212,2285,2798,2665,ms
Task Path,:api:analytics-checkout:kspDebugKotlin,2252,2296,2140,2260,2803,2720,ms
Task Path,:api:article-checkout:kspDebugKotlin,2277,2341,2181,2282,2797,2779,ms
Task Path,:api:alarm-checkout:compileDebugKotlin,1295,1269,1235,1234,1744,1572,ms
Task Path,:api:article-checkout:compileDebugKotlin,1158,1133,1091,1113,1443,1323,ms
Task Path,:api:analytics-checkout:compileDebugKotlin,1254,1231,1232,1184,1557,1591,ms
Task Path,:api:document-checkout:kspDebugKotlin,2061,2036,1988,1981,2719,2659,ms
Task Path,:api:event-checkout:compileDebugKotlin,1176,1234,1131,1151,1492,1730,ms
Task Path,:api:document-checkout:compileDebugKotlin,1059,1128,1025,1043,1342,1727,ms
Task Path,:api:file-checkout:kspDebugKotlin,2189,2203,2117,2164,2722,2688,ms
Task Path,:api:forecast-checkout:kspDebugKotlin,2354,2395,2295,2300,2793,2906,ms
Task Path,:api:file-checkout:compileDebugKotlin,1201,1311,1160,1200,1448,1799,ms
Task Path,:api:forecast-checkout:compileDebugKotlin,1196,1257,1110,1204,1756,1768,ms
Task Path,:api:group-checkout:kspDebugKotlin,2378,2305,2228,2171,3147,2720,ms
Task Path,:api:list-checkout:kspDebugKotlin,2180,2187,2089,2038,2695,2769,ms
Task Path,:api:group-checkout:compileDebugKotlin,1123,1160,1067,1106,1580,1615,ms
Task Path,:api:list-checkout:compileDebugKotlin,1133,1095,1074,1053,1373,1352,ms
Task Path,:api:log-checkout:kspDebugKotlin,2217,2132,2076,2063,2622,2555,ms
Task Path,:api:map-checkout:kspDebugKotlin,2202,2182,2129,2068,2714,2602,ms
Task Path,:api:log-checkout:compileDebugKotlin,1167,1223,1145,1135,1350,1684,ms
Task Path,:api:map-checkout:compileDebugKotlin,1161,1222,1112,1132,1350,1676,ms
Task Path,:api:message-checkout:kspDebugKotlin,2193,2269,2132,2144,2684,2891,ms
Task Path,:api:metric-checkout:kspDebugKotlin,2209,2290,2174,2233,2893,2803,ms
Task Path,:api:message-checkout:compileDebugKotlin,1177,1166,1109,1109,1651,1493,ms
Task Path,:api:metric-checkout:compileDebugKotlin,1205,1168,1105,1115,1545,1477,ms
Task Path,:api:news-checkout:kspDebugKotlin,2231,2134,2147,2132,2788,2678,ms
Task Path,:api:note-checkout:kspDebugKotlin,2258,2191,2214,2113,2715,2858,ms
Task Path,:api:news-checkout:compileDebugKotlin,1241,1258,1144,1177,1622,1717,ms
Task Path,:api:note-checkout:compileDebugKotlin,1173,1284,1111,1205,1471,1689,ms
Task Path,:api:notification-checkout:kspDebugKotlin,2282,2351,2187,2169,2748,2874,ms
Task Path,:api:podcast-checkout:kspDebugKotlin,2242,2370,2178,2373,2713,2806,ms
Task Path,:api:notification-checkout:compileDebugKotlin,1186,1234,1129,1174,1541,1674,ms
Task Path,:api:podcast-checkout:compileDebugKotlin,1166,1160,1107,1126,1468,1477,ms
Task Path,:api:report-checkout:kspDebugKotlin,2345,2412,2258,2371,2895,3033,ms
Task Path,:api:session-checkout:kspDebugKotlin,2262,2253,2143,2107,2871,2846,ms
Task Path,:api:report-checkout:compileDebugKotlin,1230,1197,1130,1124,1723,1584,ms
Task Path,:api:session-checkout:compileDebugKotlin,1169,1143,1110,1099,1636,1343,ms
Task Path,:api:setting-checkout:kspDebugKotlin,2496,2504,2375,2434,2971,2969,ms
Task Path,:api:share-checkout:kspDebugKotlin,2447,2401,2276,2325,3080,3102,ms
Task Path,:api:setting-checkout:compileDebugKotlin,1303,1262,1153,1175,1877,1670,ms
Task Path,:api:share-checkout:compileDebugKotlin,1202,1229,1185,1145,1434,1575,ms
Task Path,:api:sync-checkout:kspDebugKotlin,2107,2293,2046,2159,2657,2966,ms
Task Path,:api:status-checkout:kspDebugKotlin,2220,2267,2118,2246,2785,2847,ms
Task Path,:api:sync-checkout:compileDebugKotlin,1163,1122,1104,1081,1689,1400,ms
Task Path,:api:status-checkout:compileDebugKotlin,1198,1180,1142,1114,1509,1441,ms
Task Path,:api:task-checkout:kspDebugKotlin,2271,2354,2171,2223,2746,2980,ms
Task Path,:api:timer-checkout:kspDebugKotlin,2357,2314,2307,2315,2745,2725,ms
Task Path,:api:task-checkout:compileDebugKotlin,1169,1168,1087,1131,1618,1475,ms
Task Path,:api:timer-checkout:compileDebugKotlin,1273,1275,1173,1178,1945,1812,ms
Task Path,:api:todo-checkout:kspDebugKotlin,2479,2334,2433,2225,2844,3057,ms
Task Path,:api:video-checkout:kspDebugKotlin,2530,2478,2438,2324,3020,3248,ms
Task Path,:api:todo-checkout:compileDebugKotlin,1230,1300,1179,1226,1548,1794,ms
Task Path,:api:video-checkout:compileDebugKotlin,1247,1211,1191,1159,1544,1576,ms
Task Path,:api:weather-checkout:kspDebugKotlin,2177,2107,2100,2031,2652,2775,ms
Task Path,:app:app:mergeDebugResources,3495,3617,3480,3555,3940,4122,ms
Task Path,:app:app:processDebugResources,2135,2107,2097,2050,2386,2384,ms
Task Path,:presentation:feed-cart:kspDebugKotlin,2346,2289,2250,2217,2772,2726,ms
Task Path,:presentation:group-cart:kspDebugKotlin,2423,2383,2266,2281,2942,2867,ms
Task Path,:presentation:network-cart:kspDebugKotlin,2462,2365,2443,2309,2903,2745,ms
Task Path,:presentation:feed-cart:compileDebugKotlin,1208,1133,1151,1089,1558,1333,ms
Task Path,:presentation:group-cart:compileDebugKotlin,1419,1279,1310,1210,2002,1758,ms
Task Path,:presentation:analytics-cart:kspDebugKotlin,2777,2596,2655,2445,3465,3063,ms
Task Path,:presentation:network-cart:compileDebugKotlin,1384,1250,1240,1178,2048,1574,ms
Task Path,:presentation:audio-checkout:kspDebugKotlin,2475,2437,2425,2282,2989,2966,ms
Task Path,:presentation:analytics-cart:compileDebugKotlin,1273,1299,1200,1203,1733,1927,ms
Task Path,:presentation:cart-cart:kspDebugKotlin,2423,2329,2378,2243,2857,2938,ms
Task Path,:presentation:audio-checkout:compileDebugKotlin,1206,1171,1103,1068,1655,1795,ms
Task Path,:presentation:cart-cart:compileDebugKotlin,1237,1252,1167,1165,1549,1743,ms
Task Path,:ui:alarm-cart:kspDebugKotlin,2554,2512,2496,2344,3003,3173,ms
Task Path,:presentation:comment-cart:kspDebugKotlin,2430,2344,2357,2239,2963,2829,ms
Task Path,:ui:alarm-cart:compileDebugKotlin,1198,1134,1142,1100,1715,1352,ms
Task Path,:presentation:location-cart:kspDebugKotlin,2181,2187,2113,2124,2680,2752,ms
Task Path,:presentation:comment-cart:compileDebugKotlin,1120,1060,1025,966,1591,1305,ms
Task Path,:presentation:log-cart:kspDebugKotlin,2267,2268,2095,2151,2935,2971,ms
Task Path,:presentation:location-cart:compileDebugKotlin,1246,1208,1116,1120,1811,1681,ms
Task Path,:presentation:message-cart:kspDebugKotlin,2283,2274,2155,2193,2784,2716,ms
Task Path,:presentation:log-cart:compileDebugKotlin,1179,1175,1112,1097,1446,1452,ms
Task Path,:presentation:message-cart:compileDebugKotlin,1203,1202,1103,1098,1717,1486,ms
Task Path,:presentation:photo-checkout:kspDebugKotlin,2334,2404,2225,2277,2840,2888,ms
Task Path,:presentation:post-cart:kspDebugKotlin,2433,2453,2317,2335,3167,2985,ms
Task Path,:presentation:photo-checkout:compileDebugKotlin,1148,1114,1083,1069,1596,1411,ms
Task Path,:presentation:search-cart:kspDebugKotlin,2282,2267,2153,2200,2848,2794,ms
Task Path,:presentation:post-cart:compileDebugKotlin,1194,1271,1157,1200,1422,1593,ms
Task Path,:presentation:setting-cart:kspDebugKotlin,2307,2313,2175,2220,2835,2797,ms
Task Path,:presentation:search-cart:compileDebugKotlin,1216,1295,1148,1186,1699,1732,ms
Task Path,:presentation:setting-cart:compileDebugKotlin,1226,1241,1139,1161,1605,1746,ms
Task Path,:presentation:share-cart:kspDebugKotlin,2425,2539,2267,2497,2958,3009,ms
Task Path,:presentation:sync-cart:kspDebugKotlin,2666,2713,2658,2726,3342,3289,ms
Task Path,:presentation:share-cart:compileDebugKotlin,1300,1336,1191,1277,1907,1759,ms
Task Path,:presentation:login-cart:kspDebugKotlin,2612,2699,2588,2690,3179,3368,ms
Task Path,:presentation:sync-cart:compileDebugKotlin,1223,1257,1193,1198,1466,1473,ms
Task Path,:presentation:notification-cart:kspDebugKotlin,2585,2600,2541,2552,3049,3063,ms
Task Path,:presentation:login-cart:compileDebugKotlin,1255,1292,1156,1235,1730,1722,ms
Task Path,:presentation:notification-cart:compileDebugKotlin,1258,1251,1115,1176,1696,1757,ms
Task Path,:presentation:playlist-checkout:kspDebugKotlin,2432,2522,2340,2413,2956,3206,ms
Task Path,:ui:article-cart:kspDebugKotlin,2297,2339,2225,2149,2797,2951,ms
Task Path,:presentation:playlist-checkout:compileDebugKotlin,1196,1237,1107,1184,1586,1774,ms
Task Path,:ui:article-cart:compileDebugKotlin,1138,1149,1069,1082,1449,1407,ms
Task Path,:presentation:user-cart:kspDebugKotlin,2499,2466,2367,2393,2978,2937,ms
Task Path,:presentation:checkout-cart:kspDebugKotlin,2334,2323,2274,2222,2985,2912,ms
Task Path,:presentation:user-cart:compileDebugKotlin,1376,1281,1240,1212,1931,1732,ms
Task Path,:presentation:checkout-cart:compileDebugKotlin,1183,1158,1085,1061,1568,1561,ms
Task Path,:presentation:gallery-checkout:kspDebugKotlin,2396,2317,2267,2240,2954,2780,ms
Task Path,:presentation:identity-cart:kspDebugKotlin,2380,2238,2269,2220,2970,2797,ms
Task Path,:presentation:gallery-checkout:compileDebugKotlin,1166,1114,1099,1063,1522,1461,ms
