Category,Metric,varianta_k2_kotlin_2.2.0 Mean,variantb_k2_increase_memory_gradle Mean,varianta_k2_kotlin_2.2.0 P50,variantb_k2_increase_memory_gradle P50,varianta_k2_kotlin_2.2.0 P90,variantb_k2_increase_memory_gradle P90,Unit
:layer_2:module_2_117:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,180,180,180,180,180,180,
:layer_2:module_2_117:compileDebugKotlin,Total size of the cache directory,575.9,575.9,576,576,576,576,KB
:layer_2:module_2_117:compileDebugKotlin,Analysis lines per second,1029,964,988,960,1273,1255,
:layer_2:module_2_117:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_117:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_117:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_117:compileDebugKotlin,Number of classpath entries,181,181,181,181,181,181,
:layer_2:module_2_117:compileDebugKotlin,Size of classpath snapshot,12.1,12.1,12,12,12,12,MB
:layer_2:module_2_117:compileDebugKotlin,Size of shrunk classpath snapshot,37.0,37.0,37,37,37,37,KB
:layer_2:module_2_117:compileDebugKotlin,Number of lines analyzed,459,459,459,459,459,459,
:layer_2:module_2_117:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_117:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,2.57,2,3,2,4,ms
:layer_2:module_2_118:compileDebugKotlin,Sources compilation round,1941.46,2021.98,1863,1981,2335,2393,ms
:layer_2:module_2_118:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,43.52,50.06,36,39,65,73,ms
:layer_2:module_2_118:compileDebugKotlin,Compiler initialization time,52.02,52.58,42,45,74,70,ms
:layer_2:module_2_118:compileDebugKotlin,Update caches,4.82,4.86,4,4,8,8,ms
:layer_2:module_2_118:compileDebugKotlin,Incremental compilation in daemon,2065.12,2151.08,1991,2099,2475,2506,ms
:layer_2:module_2_118:compileDebugKotlin,Compiler code generation,508.74,515.62,477,447,754,942,ms
:layer_2:module_2_118:compileDebugKotlin,Compiler translation to IR,742.92,830.16,722,797,919,1223,ms
:layer_2:module_2_118:compileDebugKotlin,Remove duplicate classes,6.58,13.8,5,4,10,12,ms
:layer_2:module_2_118:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,34.1,33.72,27,29,50,49,ms
:layer_2:module_2_118:compileDebugKotlin,Load current classpath snapshot,7.18,14.22,6,5,12,13,ms
:layer_2:module_2_118:compileDebugKotlin,Compiler IR lowering,326.32,323.46,300,257,423,437,ms
:layer_2:module_2_118:compileDebugKotlin,Spent time before task action,76.98,79.98,66,64,103,132,ms
:layer_2:module_2_118:compileDebugKotlin,Task action before worker execution,19.7,20.76,20,23,29,33,ms
:layer_2:module_2_118:compileDebugKotlin,Start gradle worker,1.91,2.16,1,2,4,4,ms
:layer_2:module_2_118:compileDebugKotlin,Run compilation in Gradle worker,2111.02,2196.96,2069,2132,2523,2537,ms
:layer_2:module_2_118:compileDebugKotlin,Compiler backend,182.0,191.64,145,150,247,237,ms
:layer_2:module_2_118:compileDebugKotlin,Run compilation,2090.78,2176.88,2057,2117,2500,2521,ms
:layer_2:module_2_118:compileDebugKotlin,Connect to Kotlin daemon,17.44,13.88,9,9,19,23,ms
:layer_2:module_2_118:compileDebugKotlin,Compiler code analysis,460.24,448.14,421,437,642,574,ms
:layer_2:module_2_118:compileDebugKotlin,Total Gradle task time,2261.28,2350.56,2237,2285,2666,2702,ms
:layer_2:module_2_118:compileDebugKotlin,Calculate output size,1.82,1.98,1,1,4,5,ms
:layer_2:module_2_118:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_118:compileDebugKotlin,Code generation lines per second,1023,1055,986,1053,1380,1466,
:layer_2:module_2_118:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,142,142,142,142,142,142,
:layer_2:module_2_118:compileDebugKotlin,Total size of the cache directory,577.0,577.0,577,577,577,577,KB
:layer_2:module_2_118:compileDebugKotlin,Analysis lines per second,1078,1094,1119,1077,1356,1412,
:layer_2:module_2_118:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_118:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_118:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_118:compileDebugKotlin,Number of classpath entries,143,143,143,143,143,143,
:layer_2:module_2_118:compileDebugKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:layer_2:module_2_118:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_2:module_2_118:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_2:module_2_118:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_118:compileDebugKotlin,Clear jar cache,1.68,1.77,1,1,3,4,ms
:layer_2:module_2_118:compileDebugKotlin,Save shrunk current classpath snapshot,3.17,2.33,3,3,7,3,ms
:layer_2:module_2_118:compileDebugKotlin,Clear output,2.0,2.0,2,2,3,2,ms
:layer_2:module_2_119:compileDebugKotlin,Sources compilation round,1871.42,1926.0,1897,1827,2336,2402,ms
:layer_2:module_2_119:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.74,42.8,32,33,58,66,ms
:layer_2:module_2_119:compileDebugKotlin,Compiler initialization time,46.3,46.0,42,44,65,68,ms
:layer_2:module_2_119:compileDebugKotlin,Update caches,6.48,4.26,4,4,7,7,ms
:layer_2:module_2_119:compileDebugKotlin,Incremental compilation in daemon,1988.94,2041.02,1997,1944,2420,2508,ms
:layer_2:module_2_119:compileDebugKotlin,Compiler code generation,415.46,465.62,401,448,530,580,ms
:layer_2:module_2_119:compileDebugKotlin,Compiler translation to IR,802.72,827.02,756,755,1219,1272,ms
:layer_2:module_2_119:compileDebugKotlin,Remove duplicate classes,6.04,6.2,5,5,11,10,ms
:layer_2:module_2_119:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,30.46,34.18,25,26,46,53,ms
:layer_2:module_2_119:compileDebugKotlin,Load current classpath snapshot,6.34,6.7,5,5,11,11,ms
:layer_2:module_2_119:compileDebugKotlin,Compiler IR lowering,274.62,309.02,256,273,411,416,ms
:layer_2:module_2_119:compileDebugKotlin,Spent time before task action,71.08,66.34,67,67,97,96,ms
:layer_2:module_2_119:compileDebugKotlin,Task action before worker execution,18.34,20.72,17,20,28,29,ms
:layer_2:module_2_119:compileDebugKotlin,Run compilation in Gradle worker,2025.9,2090.52,2012,1993,2447,2592,ms
:layer_2:module_2_119:compileDebugKotlin,Compiler backend,140.26,156.08,127,137,194,256,ms
:layer_2:module_2_119:compileDebugKotlin,Run compilation,2009.9,2062.0,2005,1973,2434,2521,ms
:layer_2:module_2_119:compileDebugKotlin,Connect to Kotlin daemon,13.38,15.04,8,8,16,15,ms
:layer_2:module_2_119:compileDebugKotlin,Compiler code analysis,430.7,427.46,406,410,601,544,ms
:layer_2:module_2_119:compileDebugKotlin,Total Gradle task time,2162.2,2221.78,2123,2120,2792,2765,ms
:layer_2:module_2_119:compileDebugKotlin,Calculate output size,1.34,1.62,1,1,3,4,ms
:layer_2:module_2_119:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_119:compileDebugKotlin,Code generation lines per second,1216,1118,1196,1069,1668,1495,
:layer_2:module_2_119:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,157,157,157,157,157,157,
:layer_2:module_2_119:compileDebugKotlin,Total size of the cache directory,577.8,577.8,578,578,578,578,KB
:layer_2:module_2_119:compileDebugKotlin,Analysis lines per second,1190,1195,1181,1168,1538,1511,
:layer_2:module_2_119:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_119:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_119:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_119:compileDebugKotlin,Number of classpath entries,158,158,158,158,158,158,
:layer_2:module_2_119:compileDebugKotlin,Size of classpath snapshot,10.3,10.3,10,10,10,10,MB
:layer_2:module_2_119:compileDebugKotlin,Size of shrunk classpath snapshot,31.3,31.3,31,31,31,31,KB
:layer_2:module_2_119:compileDebugKotlin,Number of lines analyzed,480,480,480,480,480,480,
:layer_2:module_2_119:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_119:compileDebugKotlin,Start gradle worker,2.27,1.98,1,1,5,5,ms
:layer_2:module_2_119:compileDebugKotlin,Clear jar cache,1.67,1.56,1,1,4,4,ms
:layer_2:module_2_119:compileDebugKotlin,Clear outputs on rebuild,1.5,1.0,2,1,2,1,ms
:layer_2:module_2_119:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.67,3,3,3,3,ms
:layer_2:module_2_120:compileDebugKotlin,Sources compilation round,1736.68,1780.44,1671,1714,2254,2359,ms
:layer_2:module_2_120:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,52.58,52.8,48,44,72,82,ms
:layer_2:module_2_120:compileDebugKotlin,Compiler initialization time,47.14,50.54,46,45,73,83,ms
:layer_2:module_2_120:compileDebugKotlin,Update caches,5.4,9.28,6,5,8,9,ms
:layer_2:module_2_120:compileDebugKotlin,Incremental compilation in daemon,1870.38,1916.7,1788,1854,2382,2461,ms
:layer_2:module_2_120:compileDebugKotlin,Compiler code generation,396.38,377.12,357,362,545,498,ms
:layer_2:module_2_120:compileDebugKotlin,Compiler translation to IR,689.06,674.98,647,620,932,908,ms
:layer_2:module_2_120:compileDebugKotlin,Remove duplicate classes,9.0,7.62,7,6,14,13,ms
:layer_2:module_2_120:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,40.84,42.3,37,34,57,65,ms
:layer_2:module_2_120:compileDebugKotlin,Load current classpath snapshot,9.38,8.04,8,7,14,13,ms
:layer_2:module_2_120:compileDebugKotlin,Compiler IR lowering,235.44,232.98,216,212,341,331,ms
:layer_2:module_2_120:compileDebugKotlin,Clear jar cache,2.42,2.09,2,2,5,4,ms
:layer_2:module_2_120:compileDebugKotlin,Spent time before task action,66.5,64.44,61,65,115,95,ms
:layer_2:module_2_120:compileDebugKotlin,Task action before worker execution,16.78,18.9,14,17,27,29,ms
:layer_2:module_2_120:compileDebugKotlin,Start gradle worker,1.78,1.67,1,1,4,3,ms
:layer_2:module_2_120:compileDebugKotlin,Run compilation in Gradle worker,1910.5,1953.3,1843,1899,2415,2483,ms
:layer_2:module_2_120:compileDebugKotlin,Compiler backend,160.44,143.6,134,133,209,202,ms
:layer_2:module_2_120:compileDebugKotlin,Run compilation,1889.74,1938.08,1813,1887,2407,2475,ms
:layer_2:module_2_120:compileDebugKotlin,Connect to Kotlin daemon,18.06,12.62,7,7,15,13,ms
:layer_2:module_2_120:compileDebugKotlin,Compiler code analysis,433.8,493.6,424,468,549,721,ms
:layer_2:module_2_120:compileDebugKotlin,Total Gradle task time,2040.0,2083.1,1980,2010,2621,2646,ms
:layer_2:module_2_120:compileDebugKotlin,Calculate output size,1.7,2.04,1,1,4,4,ms
:layer_2:module_2_120:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_120:compileDebugKotlin,Code generation lines per second,1513,1567,1554,1534,1980,2024,
:layer_2:module_2_120:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,179,179,179,179,179,179,
:layer_2:module_2_120:compileDebugKotlin,Total size of the cache directory,589.8,589.8,590,590,590,590,KB
:layer_2:module_2_120:compileDebugKotlin,Analysis lines per second,1340,1201,1308,1186,1835,1624,
:layer_2:module_2_120:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_120:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_120:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_120:compileDebugKotlin,Number of classpath entries,180,180,180,180,180,180,
:layer_2:module_2_120:compileDebugKotlin,Size of classpath snapshot,12.0,12.0,12,12,12,12,MB
:layer_2:module_2_120:compileDebugKotlin,Size of shrunk classpath snapshot,48.8,48.8,49,49,49,49,KB
:layer_2:module_2_120:compileDebugKotlin,Number of lines analyzed,555,555,555,555,555,555,
:layer_2:module_2_120:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_120:compileDebugKotlin,Save shrunk current classpath snapshot,3.75,3.5,3,4,7,4,ms
:layer_2:module_2_120:compileDebugKotlin,Clear outputs on rebuild,3.0,3.0,3,3,3,3,ms
:layer_2:module_2_121:compileDebugKotlin,Sources compilation round,1925.34,1931.34,1853,1887,2395,2316,ms
:layer_2:module_2_121:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,52.44,54.78,47,47,71,77,ms
:layer_2:module_2_121:compileDebugKotlin,Compiler initialization time,58.24,58.18,54,52,82,89,ms
:layer_2:module_2_121:compileDebugKotlin,Update caches,5.24,5.02,5,5,8,8,ms
:layer_2:module_2_121:compileDebugKotlin,Incremental compilation in daemon,2060.52,2080.76,2026,2037,2499,2536,ms
:layer_2:module_2_121:compileDebugKotlin,Compiler code generation,445.58,436.06,408,409,650,600,ms
:layer_2:module_2_121:compileDebugKotlin,Compiler translation to IR,791.02,850.04,758,798,1051,1202,ms
:layer_2:module_2_121:compileDebugKotlin,Remove duplicate classes,7.34,6.88,7,6,13,11,ms
:layer_2:module_2_121:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,42.54,43.84,34,36,56,61,ms
:layer_2:module_2_121:compileDebugKotlin,Load current classpath snapshot,7.72,7.6,7,6,13,13,ms
:layer_2:module_2_121:compileDebugKotlin,Compiler IR lowering,272.88,275.66,246,241,407,399,ms
:layer_2:module_2_121:compileDebugKotlin,Clear jar cache,1.92,1.95,1,1,4,4,ms
:layer_2:module_2_121:compileDebugKotlin,Spent time before task action,67.58,67.74,63,58,96,94,ms
:layer_2:module_2_121:compileDebugKotlin,Task action before worker execution,17.6,18.84,14,14,28,26,ms
:layer_2:module_2_121:compileDebugKotlin,Start gradle worker,1.78,1.87,1,1,4,4,ms
:layer_2:module_2_121:compileDebugKotlin,Run compilation in Gradle worker,2091.86,2111.84,2051,2060,2520,2555,ms
:layer_2:module_2_121:compileDebugKotlin,Compiler backend,172.26,159.92,139,147,263,224,ms
:layer_2:module_2_121:compileDebugKotlin,Run compilation,2078.52,2098.44,2041,2047,2510,2548,ms
:layer_2:module_2_121:compileDebugKotlin,Connect to Kotlin daemon,9.7,9.38,7,8,15,14,ms
:layer_2:module_2_121:compileDebugKotlin,Compiler code analysis,440.6,424.62,409,413,600,564,ms
:layer_2:module_2_121:compileDebugKotlin,Total Gradle task time,2225.68,2248.14,2172,2170,2668,2686,ms
:layer_2:module_2_121:compileDebugKotlin,Calculate output size,1.69,1.8,1,1,4,4,ms
:layer_2:module_2_121:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_121:compileDebugKotlin,Code generation lines per second,1150,1160,1160,1160,1523,1556,
:layer_2:module_2_121:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,159,159,159,159,159,159,
:layer_2:module_2_121:compileDebugKotlin,Total size of the cache directory,577.3,577.3,577,577,577,577,KB
:layer_2:module_2_121:compileDebugKotlin,Analysis lines per second,1127,1164,1160,1147,1396,1495,
:layer_2:module_2_121:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_121:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_121:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_121:compileDebugKotlin,Number of classpath entries,160,160,160,160,160,160,
:layer_2:module_2_121:compileDebugKotlin,Size of classpath snapshot,10.4,10.4,10,10,10,10,MB
:layer_2:module_2_121:compileDebugKotlin,Size of shrunk classpath snapshot,24.5,24.5,25,25,25,25,KB
:layer_2:module_2_121:compileDebugKotlin,Number of lines analyzed,474,474,474,474,474,474,
:layer_2:module_2_121:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_121:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.0,3,2,3,3,ms
:layer_2:module_2_121:compileDebugKotlin,Store build info,6.0,,6,,6,,ms
:layer_2:module_2_122:compileDebugKotlin,Sources compilation round,1986.22,1932.08,1931,1887,2444,2401,ms
:layer_2:module_2_122:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,42.92,44.86,37,36,66,71,ms
:layer_2:module_2_122:compileDebugKotlin,Compiler initialization time,49.96,46.12,44,42,75,67,ms
:layer_2:module_2_122:compileDebugKotlin,Update caches,4.96,5.0,5,4,8,7,ms
:layer_2:module_2_122:compileDebugKotlin,Incremental compilation in daemon,2115.36,2059.26,2063,2020,2566,2539,ms
:layer_2:module_2_122:compileDebugKotlin,Compiler code generation,504.72,449.1,473,426,750,621,ms
:layer_2:module_2_122:compileDebugKotlin,Compiler translation to IR,817.42,795.0,773,741,1091,1184,ms
:layer_2:module_2_122:compileDebugKotlin,Remove duplicate classes,6.5,6.7,6,6,11,11,ms
:layer_2:module_2_122:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,34.04,33.54,28,28,50,52,ms
:layer_2:module_2_122:compileDebugKotlin,Load current classpath snapshot,6.94,7.06,6,6,12,11,ms
:layer_2:module_2_122:compileDebugKotlin,Compiler IR lowering,301.24,290.1,297,258,411,404,ms
:layer_2:module_2_122:compileDebugKotlin,Spent time before task action,64.28,67.88,60,65,83,95,ms
:layer_2:module_2_122:compileDebugKotlin,Task action before worker execution,17.74,17.74,17,16,26,28,ms
:layer_2:module_2_122:compileDebugKotlin,Start gradle worker,1.83,6.07,1,2,4,6,ms
:layer_2:module_2_122:compileDebugKotlin,Run compilation in Gradle worker,2149.54,2096.16,2130,2048,2604,2563,ms
:layer_2:module_2_122:compileDebugKotlin,Compiler backend,203.06,158.5,178,143,264,238,ms
:layer_2:module_2_122:compileDebugKotlin,Run compilation,2132.58,2080.08,2083,2039,2588,2553,ms
:layer_2:module_2_122:compileDebugKotlin,Connect to Kotlin daemon,13.44,12.94,8,8,17,14,ms
:layer_2:module_2_122:compileDebugKotlin,Compiler code analysis,435.68,460.82,416,419,593,692,ms
:layer_2:module_2_122:compileDebugKotlin,Total Gradle task time,2282.88,2236.14,2240,2203,2758,2754,ms
:layer_2:module_2_122:compileDebugKotlin,Calculate output size,1.82,1.82,1,1,4,4,ms
:layer_2:module_2_122:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_122:compileDebugKotlin,Code generation lines per second,1012,1103,996,1105,1427,1392,
:layer_2:module_2_122:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,143,143,143,143,143,143,
:layer_2:module_2_122:compileDebugKotlin,Total size of the cache directory,577.0,577.0,577,577,577,577,KB
:layer_2:module_2_122:compileDebugKotlin,Analysis lines per second,1131,1085,1131,1124,1458,1401,
:layer_2:module_2_122:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_122:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_122:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_122:compileDebugKotlin,Number of classpath entries,144,144,144,144,144,144,
:layer_2:module_2_122:compileDebugKotlin,Size of classpath snapshot,9.1,9.1,9,9,9,9,MB
:layer_2:module_2_122:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_2:module_2_122:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_2:module_2_122:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_122:compileDebugKotlin,Clear jar cache,1.9,1.83,1,1,4,4,ms
:layer_2:module_2_122:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,3.25,3,3,4,6,ms
:layer_2:module_2_122:compileDebugKotlin,Clear output,2.67,1.0,2,1,4,1,ms
:layer_2:module_2_123:compileDebugKotlin,Sources compilation round,1781.88,1817.6,1763,1733,2077,2278,ms
:layer_2:module_2_123:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,46.2,44.38,39,36,70,70,ms
:layer_2:module_2_123:compileDebugKotlin,Compiler initialization time,47.42,55.38,43,46,64,76,ms
:layer_2:module_2_123:compileDebugKotlin,Update caches,4.66,5.04,4,4,8,7,ms
:layer_2:module_2_123:compileDebugKotlin,Incremental compilation in daemon,1901.16,1937.72,1887,1854,2213,2421,ms
:layer_2:module_2_123:compileDebugKotlin,Compiler code generation,405.42,420.46,384,393,539,598,ms
:layer_2:module_2_123:compileDebugKotlin,Compiler translation to IR,716.9,711.34,709,670,903,882,ms
:layer_2:module_2_123:compileDebugKotlin,Remove duplicate classes,6.9,6.46,5,5,12,11,ms
:layer_2:module_2_123:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,37.18,35.4,30,28,59,57,ms
:layer_2:module_2_123:compileDebugKotlin,Load current classpath snapshot,7.2,6.9,5,6,13,11,ms
:layer_2:module_2_123:compileDebugKotlin,Compiler IR lowering,249.46,268.84,221,243,382,378,ms
:layer_2:module_2_123:compileDebugKotlin,Spent time before task action,76.28,64.58,68,67,95,96,ms
:layer_2:module_2_123:compileDebugKotlin,Task action before worker execution,19.08,21.02,21,20,25,26,ms
:layer_2:module_2_123:compileDebugKotlin,Start gradle worker,2.18,1.92,1,1,5,4,ms
:layer_2:module_2_123:compileDebugKotlin,Run compilation in Gradle worker,1929.08,1970.46,1915,1905,2240,2446,ms
:layer_2:module_2_123:compileDebugKotlin,Compiler backend,155.4,151.12,129,138,198,200,ms
:layer_2:module_2_123:compileDebugKotlin,Run compilation,1917.68,1954.32,1903,1887,2232,2435,ms
:layer_2:module_2_123:compileDebugKotlin,Connect to Kotlin daemon,8.92,13.26,8,9,15,14,ms
:layer_2:module_2_123:compileDebugKotlin,Compiler code analysis,431.16,460.92,399,425,573,660,ms
:layer_2:module_2_123:compileDebugKotlin,Total Gradle task time,2075.64,2099.24,2066,2024,2400,2612,ms
:layer_2:module_2_123:compileDebugKotlin,Calculate output size,1.62,1.52,1,1,4,4,ms
:layer_2:module_2_123:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_123:compileDebugKotlin,Code generation lines per second,1201,1157,1190,1162,1567,1500,
:layer_2:module_2_123:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,179,179,179,179,179,179,
:layer_2:module_2_123:compileDebugKotlin,Total size of the cache directory,575.7,575.7,576,576,576,576,KB
:layer_2:module_2_123:compileDebugKotlin,Analysis lines per second,1115,1074,1146,1073,1398,1443,
:layer_2:module_2_123:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_123:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_123:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_123:compileDebugKotlin,Number of classpath entries,180,180,180,180,180,180,
:layer_2:module_2_123:compileDebugKotlin,Size of classpath snapshot,12.0,12.0,12,12,12,12,MB
:layer_2:module_2_123:compileDebugKotlin,Size of shrunk classpath snapshot,35.9,35.9,36,36,36,36,KB
:layer_2:module_2_123:compileDebugKotlin,Number of lines analyzed,457,457,457,457,457,457,
:layer_2:module_2_123:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_123:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,1.0,2,1,3,1,ms
:layer_2:module_2_123:compileDebugKotlin,Clear jar cache,1.38,2.0,1,2,4,3,ms
:layer_2:module_2_123:compileDebugKotlin,Store build info,2.0,,2,,2,,ms
:layer_2:module_2_123:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:layer_2:module_2_123:compileDebugKotlin,Clear outputs on rebuild,2.0,1.0,2,1,2,1,ms
:layer_2:module_2_124:compileDebugKotlin,Sources compilation round,1701.28,1747.34,1685,1793,2177,1997,ms
:layer_2:module_2_124:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,48.64,49.94,38,35,75,68,ms
:layer_2:module_2_124:compileDebugKotlin,Compiler initialization time,50.58,62.32,45,53,84,86,ms
:layer_2:module_2_124:compileDebugKotlin,Update caches,5.22,4.84,5,4,9,10,ms
:layer_2:module_2_124:compileDebugKotlin,Incremental compilation in daemon,1824.36,1882.98,1816,1892,2310,2193,ms
:layer_2:module_2_124:compileDebugKotlin,Compiler code generation,433.22,406.9,397,369,611,580,ms
:layer_2:module_2_124:compileDebugKotlin,Compiler translation to IR,652.66,670.84,623,651,837,806,ms
:layer_2:module_2_124:compileDebugKotlin,Remove duplicate classes,6.52,11.66,5,5,11,11,ms
:layer_2:module_2_124:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,39.32,34.74,29,28,59,52,ms
:layer_2:module_2_124:compileDebugKotlin,Load current classpath snapshot,6.92,11.86,6,5,11,11,ms
:layer_2:module_2_124:compileDebugKotlin,Compiler IR lowering,259.7,259.0,230,221,388,388,ms
:layer_2:module_2_124:compileDebugKotlin,Spent time before task action,59.0,65.7,56,67,93,96,ms
:layer_2:module_2_124:compileDebugKotlin,Task action before worker execution,15.58,27.94,13,21,26,36,ms
:layer_2:module_2_124:compileDebugKotlin,Start gradle worker,1.46,1.94,1,1,2,4,ms
:layer_2:module_2_124:compileDebugKotlin,Run compilation in Gradle worker,1861.78,1913.92,1883,1920,2333,2236,ms
:layer_2:module_2_124:compileDebugKotlin,Compiler backend,173.18,147.26,142,129,239,217,ms
:layer_2:module_2_124:compileDebugKotlin,Run compilation,1839.7,1897.66,1831,1911,2325,2219,ms
:layer_2:module_2_124:compileDebugKotlin,Connect to Kotlin daemon,18.78,12.32,6,9,16,20,ms
:layer_2:module_2_124:compileDebugKotlin,Compiler code analysis,411.36,438.7,394,410,545,638,ms
:layer_2:module_2_124:compileDebugKotlin,Total Gradle task time,1982.72,2057.28,1985,2062,2427,2406,ms
:layer_2:module_2_124:compileDebugKotlin,Calculate output size,1.46,1.64,1,1,3,4,ms
:layer_2:module_2_124:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_124:compileDebugKotlin,Code generation lines per second,1338,1398,1348,1449,1729,1772,
:layer_2:module_2_124:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,170,170,170,170,170,170,
:layer_2:module_2_124:compileDebugKotlin,Total size of the cache directory,594.5,594.5,595,595,595,595,KB
:layer_2:module_2_124:compileDebugKotlin,Analysis lines per second,1358,1286,1360,1305,1730,1681,
:layer_2:module_2_124:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_124:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_124:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_124:compileDebugKotlin,Number of classpath entries,171,171,171,171,171,171,
:layer_2:module_2_124:compileDebugKotlin,Size of classpath snapshot,11.3,11.3,11,11,11,11,MB
