Category,Metric,varianta_k2_kotlin_2.2.0 Mean,variantb_k2_increase_memory_gradle Mean,varianta_k2_kotlin_2.2.0 P50,variantb_k2_increase_memory_gradle P50,varianta_k2_kotlin_2.2.0 P90,variantb_k2_increase_memory_gradle P90,Unit
:layer_2:module_2_124:compileDebugKotlin,Size of shrunk classpath snapshot,39.0,39.0,39,39,39,39,KB
:layer_2:module_2_124:compileDebugKotlin,Number of lines analyzed,536,536,536,536,536,536,
:layer_2:module_2_124:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_124:compileDebugKotlin,Clear jar cache,1.55,2.5,1,2,3,4,ms
:layer_2:module_2_124:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,3.0,3,3,3,3,ms
:layer_2:module_2_124:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_2:module_2_125:compileDebugKotlin,Sources compilation round,1933.96,1913.22,1911,1897,2334,2300,ms
:layer_2:module_2_125:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,51.32,61.5,48,55,70,77,ms
:layer_2:module_2_125:compileDebugKotlin,Compiler initialization time,44.62,49.9,41,44,68,74,ms
:layer_2:module_2_125:compileDebugKotlin,Update caches,4.84,4.86,5,4,8,7,ms
:layer_2:module_2_125:compileDebugKotlin,Incremental compilation in daemon,2068.52,2061.26,2024,2028,2442,2408,ms
:layer_2:module_2_125:compileDebugKotlin,Compiler code generation,452.74,436.1,423,432,617,599,ms
:layer_2:module_2_125:compileDebugKotlin,Compiler translation to IR,764.0,745.86,714,709,942,896,ms
:layer_2:module_2_125:compileDebugKotlin,Remove duplicate classes,7.02,7.92,5,7,12,12,ms
:layer_2:module_2_125:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,41.54,50.74,38,42,59,63,ms
:layer_2:module_2_125:compileDebugKotlin,Load current classpath snapshot,7.44,8.36,6,8,13,13,ms
:layer_2:module_2_125:compileDebugKotlin,Compiler IR lowering,286.68,269.66,256,260,390,377,ms
:layer_2:module_2_125:compileDebugKotlin,Clear jar cache,2.0,1.42,2,1,4,3,ms
:layer_2:module_2_125:compileDebugKotlin,Spent time before task action,59.58,75.42,58,66,88,101,ms
:layer_2:module_2_125:compileDebugKotlin,Task action before worker execution,27.84,18.08,16,18,31,27,ms
:layer_2:module_2_125:compileDebugKotlin,Start gradle worker,1.84,2.28,1,1,4,5,ms
:layer_2:module_2_125:compileDebugKotlin,Run compilation in Gradle worker,2096.34,2098.78,2048,2059,2474,2438,ms
:layer_2:module_2_125:compileDebugKotlin,Compiler backend,165.5,165.82,144,150,289,248,ms
:layer_2:module_2_125:compileDebugKotlin,Run compilation,2083.76,2081.8,2037,2042,2455,2421,ms
:layer_2:module_2_125:compileDebugKotlin,Connect to Kotlin daemon,9.62,14.46,8,8,17,16,ms
:layer_2:module_2_125:compileDebugKotlin,Compiler code analysis,472.18,482.18,465,467,627,606,ms
:layer_2:module_2_125:compileDebugKotlin,Total Gradle task time,2238.74,2243.58,2167,2208,2643,2587,ms
:layer_2:module_2_125:compileDebugKotlin,Calculate output size,2.02,1.46,1,1,4,3,ms
:layer_2:module_2_125:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_125:compileDebugKotlin,Code generation lines per second,1166,1194,1170,1147,1541,1552,
:layer_2:module_2_125:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,182,182,182,182,182,182,
:layer_2:module_2_125:compileDebugKotlin,Total size of the cache directory,592.9,592.9,593,593,593,593,KB
:layer_2:module_2_125:compileDebugKotlin,Analysis lines per second,1088,1063,1066,1062,1375,1329,
:layer_2:module_2_125:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_125:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_125:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_125:compileDebugKotlin,Number of classpath entries,183,183,183,183,183,183,
:layer_2:module_2_125:compileDebugKotlin,Size of classpath snapshot,12.3,12.3,12,12,12,12,MB
:layer_2:module_2_125:compileDebugKotlin,Size of shrunk classpath snapshot,42.5,42.5,43,43,43,43,KB
:layer_2:module_2_125:compileDebugKotlin,Number of lines analyzed,496,496,496,496,496,496,
:layer_2:module_2_125:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_125:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,2.5,2,3,3,3,ms
:layer_2:module_2_125:compileDebugKotlin,Clear output,231.0,,231,,231,,ms
:layer_2:module_2_126:compileDebugKotlin,Sources compilation round,1837.92,1861.1,1806,1828,2142,2202,ms
:layer_2:module_2_126:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,64.64,61.82,60,52,136,101,ms
:layer_2:module_2_126:compileDebugKotlin,Compiler initialization time,48.7,55.9,48,43,68,85,ms
:layer_2:module_2_126:compileDebugKotlin,Update caches,5.02,5.1,5,5,7,7,ms
:layer_2:module_2_126:compileDebugKotlin,Incremental compilation in daemon,2006.42,2005.62,1946,1973,2346,2329,ms
:layer_2:module_2_126:compileDebugKotlin,Compiler code generation,418.76,419.74,381,388,535,537,ms
:layer_2:module_2_126:compileDebugKotlin,Compiler translation to IR,748.44,743.76,727,719,950,875,ms
:layer_2:module_2_126:compileDebugKotlin,Remove duplicate classes,14.72,13.48,9,8,14,13,ms
:layer_2:module_2_126:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,47.24,45.12,42,37,63,70,ms
:layer_2:module_2_126:compileDebugKotlin,Load current classpath snapshot,14.94,14.1,9,9,15,14,ms
:layer_2:module_2_126:compileDebugKotlin,Compiler IR lowering,254.06,250.86,230,230,359,361,ms
:layer_2:module_2_126:compileDebugKotlin,Clear jar cache,1.8,1.96,1,1,4,4,ms
:layer_2:module_2_126:compileDebugKotlin,Spent time before task action,64.46,71.54,57,66,89,109,ms
:layer_2:module_2_126:compileDebugKotlin,Task action before worker execution,17.88,18.34,13,15,26,28,ms
:layer_2:module_2_126:compileDebugKotlin,Start gradle worker,4.08,2.14,1,1,3,5,ms
:layer_2:module_2_126:compileDebugKotlin,Run compilation in Gradle worker,2039.58,2038.6,1973,2020,2475,2363,ms
:layer_2:module_2_126:compileDebugKotlin,Compiler backend,164.2,168.28,150,156,239,243,ms
:layer_2:module_2_126:compileDebugKotlin,Run compilation,2024.36,2025.6,1961,1988,2460,2346,ms
:layer_2:module_2_126:compileDebugKotlin,Connect to Kotlin daemon,11.92,9.46,8,8,18,14,ms
:layer_2:module_2_126:compileDebugKotlin,Compiler code analysis,438.62,444.8,412,428,637,574,ms
:layer_2:module_2_126:compileDebugKotlin,Total Gradle task time,2171.6,2182.68,2094,2152,2637,2498,ms
:layer_2:module_2_126:compileDebugKotlin,Calculate output size,1.64,1.56,1,1,4,4,ms
:layer_2:module_2_126:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_126:compileDebugKotlin,Code generation lines per second,1166,1140,1202,1182,1471,1467,
:layer_2:module_2_126:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,174,174,174,174,174,174,
:layer_2:module_2_126:compileDebugKotlin,Total size of the cache directory,575.9,575.9,576,576,576,576,KB
:layer_2:module_2_126:compileDebugKotlin,Analysis lines per second,1094,1070,1113,1072,1395,1311,
:layer_2:module_2_126:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_126:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_126:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_126:compileDebugKotlin,Number of classpath entries,175,175,175,175,175,175,
:layer_2:module_2_126:compileDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:layer_2:module_2_126:compileDebugKotlin,Size of shrunk classpath snapshot,38.9,38.9,39,39,39,39,KB
:layer_2:module_2_126:compileDebugKotlin,Number of lines analyzed,459,459,459,459,459,459,
:layer_2:module_2_126:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_126:compileDebugKotlin,Clear output,1.0,3.0,1,3,1,3,ms
:layer_2:module_2_126:compileDebugKotlin,Save shrunk current classpath snapshot,3.2,3.67,3,2,6,7,ms
:layer_2:module_2_127:compileDebugKotlin,Sources compilation round,1818.34,1814.12,1858,1781,2164,2303,ms
:layer_2:module_2_127:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,41.58,46.06,33,38,62,70,ms
:layer_2:module_2_127:compileDebugKotlin,Compiler initialization time,44.84,40.84,38,38,59,66,ms
:layer_2:module_2_127:compileDebugKotlin,Update caches,5.18,5.12,5,5,8,8,ms
:layer_2:module_2_127:compileDebugKotlin,Incremental compilation in daemon,1947.0,1945.98,1970,1930,2289,2472,ms
:layer_2:module_2_127:compileDebugKotlin,Compiler code generation,437.46,428.0,409,399,612,617,ms
:layer_2:module_2_127:compileDebugKotlin,Compiler translation to IR,719.42,753.28,720,722,857,952,ms
:layer_2:module_2_127:compileDebugKotlin,Remove duplicate classes,5.88,6.72,6,6,10,11,ms
:layer_2:module_2_127:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,33.08,36.48,24,29,51,57,ms
:layer_2:module_2_127:compileDebugKotlin,Load current classpath snapshot,6.52,7.08,6,7,10,12,ms
:layer_2:module_2_127:compileDebugKotlin,Compiler IR lowering,280.38,265.52,265,249,401,393,ms
:layer_2:module_2_127:compileDebugKotlin,Spent time before task action,64.52,63.3,59,57,93,94,ms
:layer_2:module_2_127:compileDebugKotlin,Task action before worker execution,16.9,17.62,16,15,27,32,ms
:layer_2:module_2_127:compileDebugKotlin,Start gradle worker,2.33,1.63,2,1,5,3,ms
:layer_2:module_2_127:compileDebugKotlin,Run compilation in Gradle worker,1993.98,1981.76,2001,1956,2341,2491,ms
:layer_2:module_2_127:compileDebugKotlin,Compiler backend,156.6,161.98,132,145,273,251,ms
:layer_2:module_2_127:compileDebugKotlin,Run compilation,1968.6,1967.86,1986,1942,2324,2482,ms
:layer_2:module_2_127:compileDebugKotlin,Connect to Kotlin daemon,22.76,11.58,10,10,20,17,ms
:layer_2:module_2_127:compileDebugKotlin,Compiler code analysis,429.38,413.24,391,405,615,578,ms
:layer_2:module_2_127:compileDebugKotlin,Total Gradle task time,2126.6,2110.32,2142,2085,2480,2600,ms
:layer_2:module_2_127:compileDebugKotlin,Calculate output size,1.42,1.86,1,1,4,4,ms
:layer_2:module_2_127:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_127:compileDebugKotlin,Code generation lines per second,1140,1175,1150,1179,1531,1562,
:layer_2:module_2_127:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,141,141,141,141,141,141,
:layer_2:module_2_127:compileDebugKotlin,Total size of the cache directory,577.0,577.0,577,577,577,577,KB
:layer_2:module_2_127:compileDebugKotlin,Analysis lines per second,1168,1194,1203,1163,1468,1581,
:layer_2:module_2_127:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_127:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_127:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_127:compileDebugKotlin,Number of classpath entries,142,142,142,142,142,142,
:layer_2:module_2_127:compileDebugKotlin,Size of classpath snapshot,9.0,9.0,9,9,9,9,MB
:layer_2:module_2_127:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_2:module_2_127:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_2:module_2_127:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_127:compileDebugKotlin,Clear jar cache,1.53,1.75,1,2,3,3,ms
:layer_2:module_2_127:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:layer_2:module_2_128:compileDebugKotlin,Sources compilation round,1655.6,1852.14,1639,1799,2094,2364,ms
:layer_2:module_2_128:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,41.26,50.16,35,44,68,76,ms
:layer_2:module_2_128:compileDebugKotlin,Compiler initialization time,50.88,54.32,47,47,81,91,ms
:layer_2:module_2_128:compileDebugKotlin,Update caches,4.34,5.26,4,5,7,8,ms
:layer_2:module_2_128:compileDebugKotlin,Incremental compilation in daemon,1771.48,1990.32,1777,1917,2266,2608,ms
:layer_2:module_2_128:compileDebugKotlin,Compiler code generation,389.8,467.84,361,420,531,663,ms
:layer_2:module_2_128:compileDebugKotlin,Compiler translation to IR,651.56,723.3,646,701,849,947,ms
:layer_2:module_2_128:compileDebugKotlin,Remove duplicate classes,5.92,8.04,5,6,10,13,ms
:layer_2:module_2_128:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,33.0,38.84,26,32,59,60,ms
:layer_2:module_2_128:compileDebugKotlin,Load current classpath snapshot,6.24,8.64,5,7,11,13,ms
:layer_2:module_2_128:compileDebugKotlin,Compiler IR lowering,233.9,284.78,223,241,339,411,ms
:layer_2:module_2_128:compileDebugKotlin,Spent time before task action,54.5,66.8,51,63,79,106,ms
:layer_2:module_2_128:compileDebugKotlin,Task action before worker execution,16.66,17.04,14,14,26,27,ms
:layer_2:module_2_128:compileDebugKotlin,Start gradle worker,1.61,1.47,1,1,3,3,ms
:layer_2:module_2_128:compileDebugKotlin,Run compilation in Gradle worker,1805.7,2025.78,1823,1939,2290,2642,ms
:layer_2:module_2_128:compileDebugKotlin,Compiler backend,155.4,182.62,133,154,263,266,ms
:layer_2:module_2_128:compileDebugKotlin,Run compilation,1790.36,2011.42,1810,1929,2275,2631,ms
:layer_2:module_2_128:compileDebugKotlin,Connect to Kotlin daemon,12.56,8.3,7,8,16,14,ms
:layer_2:module_2_128:compileDebugKotlin,Compiler code analysis,412.34,438.56,393,418,571,592,ms
:layer_2:module_2_128:compileDebugKotlin,Total Gradle task time,1934.1,2159.08,1921,2086,2394,2759,ms
:layer_2:module_2_128:compileDebugKotlin,Calculate output size,2.16,2.06,1,1,5,4,ms
:layer_2:module_2_128:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_128:compileDebugKotlin,Code generation lines per second,1483,1291,1505,1291,1990,1876,
:layer_2:module_2_128:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,172,172,172,172,172,172,
:layer_2:module_2_128:compileDebugKotlin,Total size of the cache directory,594.9,594.9,595,595,595,595,KB
:layer_2:module_2_128:compileDebugKotlin,Analysis lines per second,1379,1304,1380,1297,1780,1726,
:layer_2:module_2_128:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_128:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_128:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_128:compileDebugKotlin,Number of classpath entries,173,173,173,173,173,173,
:layer_2:module_2_128:compileDebugKotlin,Size of classpath snapshot,11.5,11.5,12,12,12,12,MB
:layer_2:module_2_128:compileDebugKotlin,Size of shrunk classpath snapshot,43.1,43.1,43,43,43,43,KB
:layer_2:module_2_128:compileDebugKotlin,Number of lines analyzed,543,543,543,543,543,543,
:layer_2:module_2_128:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_128:compileDebugKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:layer_2:module_2_128:compileDebugKotlin,Clear jar cache,1.56,8.71,1,2,3,6,ms
:layer_2:module_2_128:compileDebugKotlin,Store build info,4.0,,4,,4,,ms
:layer_2:module_2_128:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,3.0,2,3,2,3,ms
:layer_2:module_2_128:compileDebugKotlin,Clear output,1.0,1.0,1,1,1,1,ms
:layer_2:module_2_129:compileDebugKotlin,Sources compilation round,1878.74,1963.02,1866,1934,2240,2419,ms
:layer_2:module_2_129:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,44.7,50.02,38,44,75,77,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler initialization time,56.04,60.5,53,55,82,92,ms
:layer_2:module_2_129:compileDebugKotlin,Update caches,4.3,6.8,3,5,7,8,ms
:layer_2:module_2_129:compileDebugKotlin,Incremental compilation in daemon,1998.3,2100.68,1995,2096,2359,2564,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler code generation,466.74,508.8,469,492,605,703,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler translation to IR,717.46,746.2,691,707,913,1034,ms
:layer_2:module_2_129:compileDebugKotlin,Remove duplicate classes,6.4,7.38,5,6,12,11,ms
:layer_2:module_2_129:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,35.44,39.84,29,36,61,60,ms
:layer_2:module_2_129:compileDebugKotlin,Load current classpath snapshot,6.68,7.84,5,6,12,12,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler IR lowering,272.46,301.46,250,271,394,437,ms
:layer_2:module_2_129:compileDebugKotlin,Clear jar cache,1.95,1.86,1,1,3,4,ms
:layer_2:module_2_129:compileDebugKotlin,Spent time before task action,59.32,70.72,60,66,85,98,ms
:layer_2:module_2_129:compileDebugKotlin,Task action before worker execution,20.84,21.74,14,17,28,32,ms
:layer_2:module_2_129:compileDebugKotlin,Start gradle worker,1.76,2.12,1,1,4,4,ms
:layer_2:module_2_129:compileDebugKotlin,Run compilation in Gradle worker,2033.52,2132.3,2019,2126,2435,2616,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler backend,193.68,206.9,169,168,315,360,ms
:layer_2:module_2_129:compileDebugKotlin,Run compilation,2021.7,2116.44,2006,2111,2425,2584,ms
:layer_2:module_2_129:compileDebugKotlin,Connect to Kotlin daemon,8.06,12.04,8,9,13,15,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler code analysis,447.38,460.94,439,448,579,635,ms
:layer_2:module_2_129:compileDebugKotlin,Total Gradle task time,2164.54,2285.04,2163,2287,2566,2812,ms
:layer_2:module_2_129:compileDebugKotlin,Calculate output size,1.49,2.24,1,1,3,6,ms
:layer_2:module_2_129:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_129:compileDebugKotlin,Code generation lines per second,1037,969,974,927,1389,1335,
:layer_2:module_2_129:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,178,178,178,178,178,178,
:layer_2:module_2_129:compileDebugKotlin,Total size of the cache directory,575.7,575.7,576,576,576,576,KB
:layer_2:module_2_129:compileDebugKotlin,Analysis lines per second,1056,1052,1040,1019,1326,1494,
:layer_2:module_2_129:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_129:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_129:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_129:compileDebugKotlin,Number of classpath entries,179,179,179,179,179,179,
:layer_2:module_2_129:compileDebugKotlin,Size of classpath snapshot,12.0,12.0,12,12,12,12,MB
:layer_2:module_2_129:compileDebugKotlin,Size of shrunk classpath snapshot,34.0,34.0,34,34,34,34,KB
:layer_2:module_2_129:compileDebugKotlin,Number of lines analyzed,457,457,457,457,457,457,
:layer_2:module_2_129:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_129:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,2.2,2,2,3,3,ms
