Category,Metric,varianta_kotlin_2.2.0 Mean,variantb_k2_kotlin_2.2.0 Mean,varianta_kotlin_2.2.0 P50,variantb_k2_kotlin_2.2.0 P50,varianta_kotlin_2.2.0 P90,variantb_k2_kotlin_2.2.0 P90,Unit
:layer_2:module_2_128:compileDebugKotlin,Compiler IR lowering,240.72,271.54,230,234,333,428,ms
:layer_2:module_2_128:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,172,172,172,172,172,172,
:layer_2:module_2_128:compileDebugKotlin,Total size of the cache directory,594.9,594.9,595,595,595,595,KB
:layer_2:module_2_128:compileDebugKotlin,Size of classpath snapshot,11.5,11.5,12,12,12,12,MB
:layer_2:module_2_128:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_128:compileDebugKotlin,Code generation lines per second,1399,1367,1439,1420,1826,1810,
:layer_2:module_2_128:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_128:compileDebugKotlin,Analysis lines per second,1492,1346,1533,1307,1819,1880,
:layer_2:module_2_128:compileDebugKotlin,Number of lines analyzed,543,543,543,543,543,543,
:layer_2:module_2_128:compileDebugKotlin,Size of shrunk classpath snapshot,43.1,43.1,43,43,43,43,KB
:layer_2:module_2_128:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_128:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_128:compileDebugKotlin,Number of classpath entries,173,173,173,173,173,173,
:layer_2:module_2_128:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_128:compileDebugKotlin,Clear jar cache,1.95,2.04,1,2,4,4,ms
:layer_2:module_2_128:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,2.0,1,2,1,3,ms
:layer_2:module_2_128:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler initialization time,60.88,51.52,54,47,92,73,ms
:layer_2:module_2_129:compileDebugKotlin,Total Gradle task time,2049.36,2180.52,2037,2113,2366,2681,ms
:layer_2:module_2_129:compileDebugKotlin,Task action before worker execution,13.1,16.68,11,13,23,27,ms
:layer_2:module_2_129:compileDebugKotlin,Run compilation in Gradle worker,1953.04,2044.76,1933,1964,2251,2520,ms
:layer_2:module_2_129:compileDebugKotlin,Start gradle worker,1.29,1.84,1,1,2,4,ms
:layer_2:module_2_129:compileDebugKotlin,Connect to Kotlin daemon,9.98,8.38,5,8,13,14,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler code generation,459.84,458.84,419,459,627,596,ms
:layer_2:module_2_129:compileDebugKotlin,Update caches,4.52,4.5,4,4,7,7,ms
:layer_2:module_2_129:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,48.0,52.94,37,42,70,78,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler translation to IR,733.02,757.24,702,713,971,1009,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler code analysis,396.64,436.5,376,421,490,532,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler backend,170.92,174.5,153,157,258,231,ms
:layer_2:module_2_129:compileDebugKotlin,Load current classpath snapshot,7.5,8.12,6,6,12,13,ms
:layer_2:module_2_129:compileDebugKotlin,Calculate output size,1.84,1.96,1,1,4,4,ms
:layer_2:module_2_129:compileDebugKotlin,Clear jar cache,1.61,1.68,1,1,3,3,ms
:layer_2:module_2_129:compileDebugKotlin,Sources compilation round,1806.42,1877.34,1762,1815,2114,2344,ms
:layer_2:module_2_129:compileDebugKotlin,Spent time before task action,33.32,67.5,28,57,56,106,ms
:layer_2:module_2_129:compileDebugKotlin,Run compilation,1939.44,2033.16,1915,1955,2239,2506,ms
:layer_2:module_2_129:compileDebugKotlin,Incremental compilation in daemon,1922.28,2012.1,1879,1943,2221,2490,ms
:layer_2:module_2_129:compileDebugKotlin,Remove duplicate classes,7.24,7.66,6,5,11,13,ms
:layer_2:module_2_129:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,37.9,42.42,28,35,56,59,ms
:layer_2:module_2_129:compileDebugKotlin,Compiler IR lowering,288.44,283.86,271,273,422,385,ms
:layer_2:module_2_129:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,178,178,178,178,178,178,
:layer_2:module_2_129:compileDebugKotlin,Total size of the cache directory,575.7,575.7,576,576,576,576,KB
:layer_2:module_2_129:compileDebugKotlin,Size of classpath snapshot,12.0,12.0,12,12,12,12,MB
:layer_2:module_2_129:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_129:compileDebugKotlin,Code generation lines per second,1050,1038,1089,996,1358,1341,
:layer_2:module_2_129:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_129:compileDebugKotlin,Analysis lines per second,1175,1090,1213,1085,1362,1365,
:layer_2:module_2_129:compileDebugKotlin,Number of lines analyzed,457,457,457,457,457,457,
:layer_2:module_2_129:compileDebugKotlin,Size of shrunk classpath snapshot,34.0,34.0,34,34,34,34,KB
:layer_2:module_2_129:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_129:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_129:compileDebugKotlin,Number of classpath entries,179,179,179,179,179,179,
:layer_2:module_2_129:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_129:compileDebugKotlin,Save shrunk current classpath snapshot,2.86,2.5,3,3,4,3,ms
:layer_2:module_2_130:compileDebugKotlin,Compiler initialization time,56.0,50.96,50,42,91,75,ms
:layer_2:module_2_130:compileDebugKotlin,Total Gradle task time,2100.86,2080.58,2050,2015,2370,2419,ms
:layer_2:module_2_130:compileDebugKotlin,Task action before worker execution,13.74,18.24,12,18,24,27,ms
:layer_2:module_2_130:compileDebugKotlin,Run compilation in Gradle worker,2003.9,1945.0,1948,1900,2284,2277,ms
:layer_2:module_2_130:compileDebugKotlin,Start gradle worker,3.56,2.62,1,2,4,6,ms
:layer_2:module_2_130:compileDebugKotlin,Connect to Kotlin daemon,8.8,9.4,7,7,13,14,ms
:layer_2:module_2_130:compileDebugKotlin,Compiler code generation,457.68,389.28,426,371,601,495,ms
:layer_2:module_2_130:compileDebugKotlin,Update caches,4.9,4.64,4,4,9,7,ms
:layer_2:module_2_130:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,42.94,55.92,35,43,64,78,ms
:layer_2:module_2_130:compileDebugKotlin,Compiler translation to IR,763.56,705.32,736,702,908,847,ms
:layer_2:module_2_130:compileDebugKotlin,Compiler code analysis,431.7,454.94,400,437,550,626,ms
:layer_2:module_2_130:compileDebugKotlin,Compiler backend,176.5,148.98,153,134,197,212,ms
:layer_2:module_2_130:compileDebugKotlin,Load current classpath snapshot,7.26,7.6,6,6,11,14,ms
:layer_2:module_2_130:compileDebugKotlin,Sources compilation round,1867.96,1788.96,1815,1759,2137,2096,ms
:layer_2:module_2_130:compileDebugKotlin,Spent time before task action,40.54,72.38,39,71,66,106,ms
:layer_2:module_2_130:compileDebugKotlin,Run compilation,1992.24,1932.68,1920,1887,2274,2245,ms
:layer_2:module_2_130:compileDebugKotlin,Incremental compilation in daemon,1980.36,1919.36,1906,1874,2259,2225,ms
:layer_2:module_2_130:compileDebugKotlin,Remove duplicate classes,7.02,7.1,6,6,11,12,ms
:layer_2:module_2_130:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,33.24,46.22,27,33,50,62,ms
:layer_2:module_2_130:compileDebugKotlin,Compiler IR lowering,280.72,239.8,266,225,372,313,ms
:layer_2:module_2_130:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,180,180,180,180,180,180,
:layer_2:module_2_130:compileDebugKotlin,Total size of the cache directory,592.8,592.8,593,593,593,593,KB
:layer_2:module_2_130:compileDebugKotlin,Size of classpath snapshot,12.1,12.1,12,12,12,12,MB
:layer_2:module_2_130:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_130:compileDebugKotlin,Code generation lines per second,1194,1319,1159,1331,1603,1646,
:layer_2:module_2_130:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_130:compileDebugKotlin,Analysis lines per second,1203,1133,1234,1129,1550,1422,
:layer_2:module_2_130:compileDebugKotlin,Number of lines analyzed,494,494,494,494,494,494,
:layer_2:module_2_130:compileDebugKotlin,Size of shrunk classpath snapshot,40.4,40.4,40,40,40,40,KB
:layer_2:module_2_130:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_130:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_130:compileDebugKotlin,Number of classpath entries,181,181,181,181,181,181,
:layer_2:module_2_130:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_130:compileDebugKotlin,Calculate output size,1.57,1.71,1,1,4,4,ms
:layer_2:module_2_130:compileDebugKotlin,Clear jar cache,1.7,2.11,1,2,3,4,ms
:layer_2:module_2_130:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.67,3,2,6,5,ms
:layer_2:module_2_130:compileDebugKotlin,Store build info,1.0,,1,,1,,ms
:layer_2:module_2_131:compileDebugKotlin,Compiler initialization time,50.02,50.18,47,44,78,69,ms
:layer_2:module_2_131:compileDebugKotlin,Total Gradle task time,2112.1,2120.02,2057,2129,2603,2448,ms
:layer_2:module_2_131:compileDebugKotlin,Task action before worker execution,13.38,18.48,11,19,22,28,ms
:layer_2:module_2_131:compileDebugKotlin,Run compilation in Gradle worker,2016.2,1992.84,1964,1995,2523,2318,ms
:layer_2:module_2_131:compileDebugKotlin,Start gradle worker,1.42,2.06,1,1,3,4,ms
:layer_2:module_2_131:compileDebugKotlin,Connect to Kotlin daemon,17.84,18.6,7,7,14,18,ms
:layer_2:module_2_131:compileDebugKotlin,Compiler code generation,517.9,428.74,459,409,699,616,ms
:layer_2:module_2_131:compileDebugKotlin,Update caches,4.42,6.66,3,3,8,7,ms
:layer_2:module_2_131:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.86,47.34,34,38,60,75,ms
:layer_2:module_2_131:compileDebugKotlin,Compiler translation to IR,727.12,715.92,708,710,850,852,ms
:layer_2:module_2_131:compileDebugKotlin,Compiler code analysis,421.46,446.84,391,422,567,571,ms
:layer_2:module_2_131:compileDebugKotlin,Compiler backend,198.48,157.88,152,149,331,219,ms
:layer_2:module_2_131:compileDebugKotlin,Load current classpath snapshot,6.78,7.04,6,6,11,11,ms
:layer_2:module_2_131:compileDebugKotlin,Calculate output size,1.71,1.6,1,1,4,4,ms
:layer_2:module_2_131:compileDebugKotlin,Clear jar cache,1.67,1.59,1,1,4,3,ms
:layer_2:module_2_131:compileDebugKotlin,Sources compilation round,1872.62,1819.02,1834,1808,2197,2145,ms
:layer_2:module_2_131:compileDebugKotlin,Spent time before task action,38.42,65.22,36,66,59,98,ms
:layer_2:module_2_131:compileDebugKotlin,Run compilation,1995.24,1971.62,1956,1968,2316,2311,ms
:layer_2:module_2_131:compileDebugKotlin,Incremental compilation in daemon,1980.4,1947.82,1936,1961,2304,2228,ms
:layer_2:module_2_131:compileDebugKotlin,Remove duplicate classes,6.42,6.8,5,5,11,11,ms
:layer_2:module_2_131:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,30.02,38.2,26,29,48,58,ms
:layer_2:module_2_131:compileDebugKotlin,Compiler IR lowering,318.86,270.3,270,243,468,424,ms
:layer_2:module_2_131:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,173,173,173,173,173,173,
:layer_2:module_2_131:compileDebugKotlin,Total size of the cache directory,578.5,578.5,579,579,579,579,KB
:layer_2:module_2_131:compileDebugKotlin,Size of classpath snapshot,11.6,11.6,12,12,12,12,MB
:layer_2:module_2_131:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_131:compileDebugKotlin,Code generation lines per second,1041,1203,1063,1193,1429,1593,
:layer_2:module_2_131:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_131:compileDebugKotlin,Analysis lines per second,1236,1150,1248,1156,1650,1477,
:layer_2:module_2_131:compileDebugKotlin,Number of lines analyzed,488,488,488,488,488,488,
:layer_2:module_2_131:compileDebugKotlin,Size of shrunk classpath snapshot,36.3,36.3,36,36,36,36,KB
:layer_2:module_2_131:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_131:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_131:compileDebugKotlin,Number of classpath entries,174,174,174,174,174,174,
:layer_2:module_2_131:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_131:compileDebugKotlin,Save shrunk current classpath snapshot,1.67,3.0,2,3,2,3,ms
:layer_2:module_2_131:compileDebugKotlin,Clear output,1.0,3.5,1,4,1,5,ms
:layer_2:module_2_132:compileDebugKotlin,Compiler initialization time,49.62,57.48,41,46,72,96,ms
:layer_2:module_2_132:compileDebugKotlin,Total Gradle task time,1822.98,1967.78,1788,1966,2183,2402,ms
:layer_2:module_2_132:compileDebugKotlin,Task action before worker execution,12.48,15.98,12,13,21,25,ms
:layer_2:module_2_132:compileDebugKotlin,Run compilation in Gradle worker,1733.12,1841.12,1707,1823,2060,2219,ms
:layer_2:module_2_132:compileDebugKotlin,Start gradle worker,1.71,1.45,1,1,4,3,ms
:layer_2:module_2_132:compileDebugKotlin,Connect to Kotlin daemon,7.88,9.46,6,8,12,13,ms
:layer_2:module_2_132:compileDebugKotlin,Compiler code generation,402.98,379.58,368,341,543,561,ms
:layer_2:module_2_132:compileDebugKotlin,Update caches,3.98,4.48,3,3,7,9,ms
:layer_2:module_2_132:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,39.52,45.58,32,37,65,64,ms
:layer_2:module_2_132:compileDebugKotlin,Save shrunk current classpath snapshot,3.45,2.2,4,2,6,3,ms
:layer_2:module_2_132:compileDebugKotlin,Compiler translation to IR,669.8,670.96,641,650,875,905,ms
:layer_2:module_2_132:compileDebugKotlin,Compiler code analysis,352.02,419.82,332,392,444,631,ms
:layer_2:module_2_132:compileDebugKotlin,Compiler backend,150.04,141.46,124,127,219,203,ms
:layer_2:module_2_132:compileDebugKotlin,Load current classpath snapshot,6.52,6.68,5,6,11,11,ms
:layer_2:module_2_132:compileDebugKotlin,Calculate output size,2.14,1.82,1,1,4,4,ms
:layer_2:module_2_132:compileDebugKotlin,Clear jar cache,2.52,2.21,2,2,6,4,ms
:layer_2:module_2_132:compileDebugKotlin,Sources compilation round,1594.84,1678.58,1580,1689,1919,2054,ms
:layer_2:module_2_132:compileDebugKotlin,Spent time before task action,32.82,55.72,28,56,54,80,ms
:layer_2:module_2_132:compileDebugKotlin,Run compilation,1720.56,1828.12,1700,1813,2048,2199,ms
:layer_2:module_2_132:compileDebugKotlin,Incremental compilation in daemon,1705.92,1806.48,1692,1800,2034,2184,ms
:layer_2:module_2_132:compileDebugKotlin,Remove duplicate classes,5.88,6.1,5,5,11,10,ms
:layer_2:module_2_132:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,30.42,36.56,23,27,54,50,ms
:layer_2:module_2_132:compileDebugKotlin,Compiler IR lowering,252.46,237.5,216,218,365,344,ms
:layer_2:module_2_132:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,151,151,151,151,151,151,
:layer_2:module_2_132:compileDebugKotlin,Total size of the cache directory,569.3,569.3,569,569,569,569,KB
:layer_2:module_2_132:compileDebugKotlin,Size of classpath snapshot,9.8,9.8,10,10,10,10,MB
:layer_2:module_2_132:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_132:compileDebugKotlin,Code generation lines per second,1356,1422,1378,1487,1828,1858,
:layer_2:module_2_132:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_132:compileDebugKotlin,Analysis lines per second,1489,1305,1525,1291,1789,1758,
:layer_2:module_2_132:compileDebugKotlin,Number of lines analyzed,507,507,507,507,507,507,
:layer_2:module_2_132:compileDebugKotlin,Size of shrunk classpath snapshot,32.7,32.7,33,33,33,33,KB
:layer_2:module_2_132:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_132:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_132:compileDebugKotlin,Number of classpath entries,152,152,152,152,152,152,
:layer_2:module_2_132:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_132:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:layer_2:module_2_132:compileDebugKotlin,Store build info,3.0,,3,,3,,ms
:layer_2:module_2_133:compileDebugKotlin,Compiler initialization time,65.66,51.36,56,49,92,68,ms
:layer_2:module_2_133:compileDebugKotlin,Total Gradle task time,2188.68,2233.72,2147,2212,2710,2814,ms
:layer_2:module_2_133:compileDebugKotlin,Task action before worker execution,14.32,16.4,12,14,24,25,ms
:layer_2:module_2_133:compileDebugKotlin,Run compilation in Gradle worker,2085.3,2100.6,2059,2083,2576,2659,ms
:layer_2:module_2_133:compileDebugKotlin,Start gradle worker,1.96,1.88,1,1,4,4,ms
:layer_2:module_2_133:compileDebugKotlin,Connect to Kotlin daemon,10.82,12.7,7,10,17,14,ms
:layer_2:module_2_133:compileDebugKotlin,Compiler code generation,498.02,517.52,458,459,689,777,ms
:layer_2:module_2_133:compileDebugKotlin,Update caches,5.16,5.14,4,5,9,8,ms
:layer_2:module_2_133:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,63.52,57.26,45,49,78,80,ms
:layer_2:module_2_133:compileDebugKotlin,Compiler translation to IR,732.98,725.88,737,729,865,847,ms
:layer_2:module_2_133:compileDebugKotlin,Compiler code analysis,421.4,449.08,391,416,516,663,ms
:layer_2:module_2_133:compileDebugKotlin,Compiler backend,201.8,215.64,169,182,272,290,ms
:layer_2:module_2_133:compileDebugKotlin,Load current classpath snapshot,22.22,7.84,9,7,16,13,ms
:layer_2:module_2_133:compileDebugKotlin,Calculate output size,2.06,1.82,1,1,4,4,ms
:layer_2:module_2_133:compileDebugKotlin,Sources compilation round,1900.38,1927.22,1880,1935,2346,2394,ms
:layer_2:module_2_133:compileDebugKotlin,Spent time before task action,38.62,61.46,34,50,62,91,ms
:layer_2:module_2_133:compileDebugKotlin,Run compilation,2070.76,2084.06,2043,2064,2555,2578,ms
:layer_2:module_2_133:compileDebugKotlin,Incremental compilation in daemon,2052.06,2064.1,2029,2050,2534,2561,ms
:layer_2:module_2_133:compileDebugKotlin,Remove duplicate classes,21.92,7.36,9,6,16,12,ms
:layer_2:module_2_133:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,38.96,46.74,33,40,60,65,ms
:layer_2:module_2_133:compileDebugKotlin,Compiler IR lowering,295.6,301.34,255,278,490,443,ms
:layer_2:module_2_133:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,187,187,187,187,187,187,
:layer_2:module_2_133:compileDebugKotlin,Total size of the cache directory,579.0,579.0,579,579,579,579,KB
:layer_2:module_2_133:compileDebugKotlin,Size of classpath snapshot,12.7,12.7,13,13,13,13,MB
:layer_2:module_2_133:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_133:compileDebugKotlin,Code generation lines per second,1065,1040,1077,1076,1376,1388,
:layer_2:module_2_133:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_133:compileDebugKotlin,Analysis lines per second,1252,1176,1264,1188,1578,1553,
:layer_2:module_2_133:compileDebugKotlin,Number of lines analyzed,494,494,494,494,494,494,
:layer_2:module_2_133:compileDebugKotlin,Size of shrunk classpath snapshot,43.2,43.2,43,43,43,43,KB
:layer_2:module_2_133:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_133:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_133:compileDebugKotlin,Number of classpath entries,188,188,188,188,188,188,
:layer_2:module_2_133:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_133:compileDebugKotlin,Clear jar cache,1.91,2.19,1,2,4,5,ms
:layer_2:module_2_133:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,3.0,3,3,4,5,ms
:layer_2:module_2_134:compileDebugKotlin,Compiler initialization time,72.98,55.16,66,54,111,80,ms
:layer_2:module_2_134:compileDebugKotlin,Total Gradle task time,2249.82,2389.42,2194,2404,2820,2809,ms
:layer_2:module_2_134:compileDebugKotlin,Task action before worker execution,18.6,25.58,17,21,33,41,ms
:layer_2:module_2_134:compileDebugKotlin,Run compilation in Gradle worker,2140.32,2239.46,2082,2283,2717,2624,ms
:layer_2:module_2_134:compileDebugKotlin,Start gradle worker,1.88,2.54,1,2,4,5,ms
:layer_2:module_2_134:compileDebugKotlin,Connect to Kotlin daemon,11.68,30.26,10,14,17,110,ms
:layer_2:module_2_134:compileDebugKotlin,Compiler code generation,515.32,514.68,438,483,924,705,ms
:layer_2:module_2_134:compileDebugKotlin,Update caches,4.8,4.64,4,4,9,7,ms
:layer_2:module_2_134:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,54.36,54.3,44,47,80,80,ms
:layer_2:module_2_134:compileDebugKotlin,Compiler translation to IR,781.36,790.22,745,743,982,1032,ms
:layer_2:module_2_134:compileDebugKotlin,Compiler code analysis,448.44,479.38,406,465,553,665,ms
:layer_2:module_2_134:compileDebugKotlin,Compiler backend,211.14,201.62,160,167,308,269,ms
:layer_2:module_2_134:compileDebugKotlin,Load current classpath snapshot,8.26,7.9,8,6,12,12,ms
:layer_2:module_2_134:compileDebugKotlin,Calculate output size,1.14,1.6,1,1,1,4,ms
:layer_2:module_2_134:compileDebugKotlin,Clear jar cache,2.17,1.9,2,1,6,4,ms
:layer_2:module_2_134:compileDebugKotlin,Sources compilation round,1983.32,2037.62,1897,2024,2577,2436,ms
:layer_2:module_2_134:compileDebugKotlin,Spent time before task action,46.16,73.42,43,67,66,115,ms
:layer_2:module_2_134:compileDebugKotlin,Run compilation,2123.38,2204.76,2065,2205,2705,2565,ms
:layer_2:module_2_134:compileDebugKotlin,Incremental compilation in daemon,2105.56,2180.68,2047,2189,2679,2550,ms
:layer_2:module_2_134:compileDebugKotlin,Remove duplicate classes,7.86,7.52,8,6,11,12,ms
:layer_2:module_2_134:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,43.7,43.9,34,36,64,70,ms
:layer_2:module_2_134:compileDebugKotlin,Compiler IR lowering,303.7,312.6,259,301,405,471,ms
:layer_2:module_2_134:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,180,180,180,180,180,180,
:layer_2:module_2_134:compileDebugKotlin,Total size of the cache directory,578.6,578.6,579,579,579,579,KB
:layer_2:module_2_134:compileDebugKotlin,Size of classpath snapshot,12.1,12.1,12,12,12,12,MB
:layer_2:module_2_134:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_134:compileDebugKotlin,Code generation lines per second,1069,1017,1117,1014,1422,1384,
:layer_2:module_2_134:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_134:compileDebugKotlin,Analysis lines per second,1178,1070,1205,1051,1478,1376,
:layer_2:module_2_134:compileDebugKotlin,Number of lines analyzed,490,490,490,490,490,490,
:layer_2:module_2_134:compileDebugKotlin,Size of shrunk classpath snapshot,40.6,40.6,41,41,41,41,KB
:layer_2:module_2_134:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_2:module_2_134:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_2:module_2_134:compileDebugKotlin,Number of classpath entries,181,181,181,181,181,181,
:layer_2:module_2_134:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:layer_2:module_2_134:compileDebugKotlin,Save shrunk current classpath snapshot,2.25,3.4,3,2,3,7,ms
:layer_2:module_2_135:compileDebugKotlin,Compiler initialization time,69.0,58.22,60,55,95,91,ms
:layer_2:module_2_135:compileDebugKotlin,Total Gradle task time,2125.58,2204.84,2073,2206,2545,2692,ms
:layer_2:module_2_135:compileDebugKotlin,Task action before worker execution,16.16,27.12,14,27,27,39,ms
:layer_2:module_2_135:compileDebugKotlin,Run compilation in Gradle worker,2025.38,2042.34,1982,2035,2453,2491,ms
:layer_2:module_2_135:compileDebugKotlin,Start gradle worker,2.0,5.24,2,4,3,9,ms
:layer_2:module_2_135:compileDebugKotlin,Connect to Kotlin daemon,11.02,24.08,8,16,16,32,ms
:layer_2:module_2_135:compileDebugKotlin,Compiler code generation,411.7,399.1,389,403,576,524,ms
:layer_2:module_2_135:compileDebugKotlin,Update caches,4.12,8.08,3,5,7,10,ms
:layer_2:module_2_135:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,38.28,45.72,33,37,61,65,ms
:layer_2:module_2_135:compileDebugKotlin,Compiler translation to IR,783.76,685.5,735,663,1137,834,ms
:layer_2:module_2_135:compileDebugKotlin,Compiler code analysis,440.26,497.9,414,448,547,706,ms
:layer_2:module_2_135:compileDebugKotlin,Compiler backend,143.54,142.04,135,136,195,202,ms
:layer_2:module_2_135:compileDebugKotlin,Load current classpath snapshot,6.42,7.48,5,7,11,12,ms
:layer_2:module_2_135:compileDebugKotlin,Calculate output size,1.7,1.71,1,1,4,4,ms
:layer_2:module_2_135:compileDebugKotlin,Sources compilation round,1869.02,1829.5,1822,1804,2271,2251,ms
:layer_2:module_2_135:compileDebugKotlin,Spent time before task action,41.58,81.58,37,76,62,108,ms
:layer_2:module_2_135:compileDebugKotlin,Run compilation,2009.04,2013.02,1971,2001,2441,2471,ms
:layer_2:module_2_135:compileDebugKotlin,Incremental compilation in daemon,1986.06,1975.0,1939,1964,2427,2403,ms
:layer_2:module_2_135:compileDebugKotlin,Remove duplicate classes,6.16,7.14,5,6,11,11,ms
:layer_2:module_2_135:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,29.68,35.7,25,27,48,52,ms
:layer_2:module_2_135:compileDebugKotlin,Compiler IR lowering,267.72,256.56,245,256,373,350,ms
:layer_2:module_2_135:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,167,167,167,167,167,167,
:layer_2:module_2_135:compileDebugKotlin,Total size of the cache directory,568.5,568.5,569,569,569,569,KB
:layer_2:module_2_135:compileDebugKotlin,Size of classpath snapshot,11.1,11.1,11,11,11,11,MB
:layer_2:module_2_135:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_2:module_2_135:compileDebugKotlin,Code generation lines per second,1250,1278,1247,1205,1751,1764,
:layer_2:module_2_135:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_2:module_2_135:compileDebugKotlin,Analysis lines per second,1174,1035,1172,1084,1457,1356,
:layer_2:module_2_135:compileDebugKotlin,Number of lines analyzed,486,486,486,486,486,486,
:layer_2:module_2_135:compileDebugKotlin,Size of shrunk classpath snapshot,34.6,34.6,35,35,35,35,KB
:layer_2:module_2_135:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
