Category,Metric,varianta_gradle_9_2_0 Mean,variantb_gradle_9_2_1 Mean,varianta_gradle_9_2_0 P50,variantb_gradle_9_2_1 P50,varianta_gradle_9_2_0 P90,variantb_gradle_9_2_1 P90,Unit
Task Path,:domain:file-contact:kspDebugKotlin,2965,2861,2947,2813,3543,3268,ms
Task Path,:domain:forecast-contact:kspDebugKotlin,2916,2839,2942,2854,3396,3335,ms
Task Path,:domain:file-contact:compileDebugKotlin,1675,1626,1582,1666,1950,1881,ms
Task Path,:domain:forecast-contact:compileDebugKotlin,1617,1658,1554,1639,2055,2043,ms
Task Path,:domain:group-contact:kspDebugKotlin,2994,2961,2937,2962,3718,3471,ms
Task Path,:domain:list-contact:kspDebugKotlin,2875,2903,2842,2872,3599,3354,ms
Task Path,:domain:list-contact:compileDebugKotlin,1582,1612,1515,1561,2039,2199,ms
Task Path,:domain:group-contact:compileDebugKotlin,1654,1734,1590,1630,2128,2259,ms
Task Path,:domain:location-contact:kspDebugKotlin,2633,2791,2634,2678,3055,3630,ms
Task Path,:domain:log-contact:kspDebugKotlin,2742,2899,2736,2836,3212,3406,ms
Task Path,:domain:location-contact:compileDebugKotlin,1538,1492,1417,1385,1937,1996,ms
Task Path,:domain:map-contact:compileDebugKotlin,1623,1636,1516,1544,2127,2136,ms
Task Path,:domain:log-contact:compileDebugKotlin,1663,1636,1636,1568,2171,2123,ms
Task Path,:domain:message-contact:kspDebugKotlin,2730,2820,2781,2720,3149,3293,ms
Task Path,:domain:message-contact:compileDebugKotlin,1590,1578,1537,1523,2002,1916,ms
Task Path,:domain:metric-contact:kspDebugKotlin,2770,2834,2670,2893,3497,3348,ms
Task Path,:domain:network-contact:kspDebugKotlin,2702,2672,2602,2664,3438,3057,ms
Task Path,:domain:news-contact:kspDebugKotlin,2656,2692,2473,2586,3399,3269,ms
Task Path,:domain:metric-contact:compileDebugKotlin,1549,1548,1492,1537,2002,1794,ms
Task Path,:domain:network-contact:compileDebugKotlin,1556,1605,1510,1494,1903,2306,ms
Task Path,:domain:note-contact:kspDebugKotlin,2859,2960,2755,2803,3371,3900,ms
Task Path,:domain:news-contact:compileDebugKotlin,1506,1504,1445,1483,1819,1846,ms
Task Path,:domain:note-contact:compileDebugKotlin,1582,1609,1546,1562,1968,2053,ms
Task Path,:domain:notification-contact:kspDebugKotlin,2924,2874,2889,2804,3375,3585,ms
Task Path,:domain:report-contact:kspDebugKotlin,2669,2681,2721,2697,3037,3053,ms
Task Path,:domain:search-contact:kspDebugKotlin,2727,2742,2641,2669,3338,3218,ms
Task Path,:domain:session-contact:kspDebugKotlin,2642,2698,2560,2616,3119,3207,ms
Task Path,:domain:search-contact:compileDebugKotlin,1496,1566,1514,1549,1780,1906,ms
Task Path,:domain:notification-contact:compileDebugKotlin,1629,1741,1547,1632,2140,2214,ms
Task Path,:domain:report-contact:compileDebugKotlin,1522,1564,1480,1513,1865,2007,ms
Task Path,:domain:session-contact:compileDebugKotlin,1524,1594,1467,1457,1985,2116,ms
Task Path,:domain:setting-contact:kspDebugKotlin,2616,2767,2609,2723,3084,3218,ms
Task Path,:domain:share-contact:kspDebugKotlin,2648,2731,2652,2709,3204,3217,ms
Task Path,:domain:status-contact:kspDebugKotlin,2631,2718,2561,2683,3068,3252,ms
Task Path,:domain:sync-contact:kspDebugKotlin,2797,2892,2689,2807,3533,3381,ms
Task Path,:domain:setting-contact:compileDebugKotlin,1435,1534,1385,1452,1835,2108,ms
Task Path,:domain:share-contact:compileDebugKotlin,1412,1471,1379,1390,1797,1870,ms
Task Path,:domain:status-contact:compileDebugKotlin,1465,1424,1372,1427,1989,1734,ms
Task Path,:domain:sync-contact:compileDebugKotlin,1531,1490,1486,1387,1928,1947,ms
Task Path,:domain:task-contact:kspDebugKotlin,2705,2644,2645,2534,3154,3150,ms
Task Path,:domain:timer-contact:kspDebugKotlin,2661,2584,2728,2541,3266,3120,ms
Task Path,:domain:todo-contact:kspDebugKotlin,2686,2659,2669,2563,3144,3146,ms
Task Path,:domain:weather-contact:kspDebugKotlin,2971,2944,2999,2817,3611,3711,ms
Task Path,:domain:task-contact:compileDebugKotlin,1558,1452,1483,1392,1941,1878,ms
Task Path,:domain:timer-contact:compileDebugKotlin,1561,1510,1465,1476,1936,1782,ms
Task Path,:domain:todo-contact:compileDebugKotlin,1608,1577,1539,1494,1988,1996,ms
Task Path,:domain:weather-contact:compileDebugKotlin,1547,1518,1498,1494,1869,1796,ms
Task Path,:repository:account-login:kspDebugKotlin,2575,2590,2446,2562,3218,3163,ms
Task Path,:repository:article-contact:kspDebugKotlin,2679,2668,2591,2695,3176,3105,ms
Task Path,:repository:audio-contact:kspDebugKotlin,2620,2679,2475,2779,3175,3085,ms
Task Path,:repository:cart-login:kspDebugKotlin,2943,2948,2884,2982,3464,3421,ms
Task Path,:repository:account-login:compileDebugKotlin,1446,1429,1390,1407,1795,1788,ms
Task Path,:repository:article-contact:compileDebugKotlin,1566,1594,1489,1520,2100,1979,ms
Task Path,:repository:audio-contact:compileDebugKotlin,1504,1590,1442,1498,2051,2330,ms
Task Path,:repository:cart-login:compileDebugKotlin,1527,1664,1472,1623,1925,2263,ms
Task Path,:repository:comment-login:kspDebugKotlin,2745,2765,2794,2750,3239,3257,ms
Task Path,:repository:feed-login:kspDebugKotlin,2531,2536,2454,2570,3070,3026,ms
Task Path,:repository:group-login:kspDebugKotlin,2377,2621,2347,2567,2737,3117,ms
Task Path,:repository:identity-login:kspDebugKotlin,2472,2518,2486,2400,2893,3096,ms
Task Path,:repository:comment-login:compileDebugKotlin,1460,1465,1368,1338,2083,1952,ms
Task Path,:repository:feed-login:compileDebugKotlin,1377,1420,1319,1328,1762,1804,ms
Task Path,:repository:group-login:compileDebugKotlin,1341,1340,1311,1275,1588,1795,ms
Task Path,:repository:identity-login:compileDebugKotlin,1381,1438,1379,1366,1604,1836,ms
Task Path,:repository:location-login:kspDebugKotlin,2508,2525,2493,2384,2915,3082,ms
Task Path,:repository:login-login:kspDebugKotlin,2458,2494,2440,2403,2802,2948,ms
Task Path,:repository:media-contact:kspDebugKotlin,2752,2676,2723,2663,3148,3201,ms
Task Path,:repository:network-login:kspDebugKotlin,2760,2698,2670,2654,3258,3189,ms
Task Path,:repository:location-login:compileDebugKotlin,1387,1449,1299,1389,1777,1824,ms
Task Path,:repository:login-login:compileDebugKotlin,1455,1444,1458,1444,1888,1795,ms
Task Path,:repository:media-contact:compileDebugKotlin,1546,1506,1486,1472,1913,2041,ms
Task Path,:repository:network-login:compileDebugKotlin,1530,1506,1448,1476,1930,1796,ms
Task Path,:repository:photo-contact:kspDebugKotlin,2631,2568,2600,2577,3073,3034,ms
Task Path,:repository:playlist-contact:kspDebugKotlin,2592,2497,2546,2442,3020,2928,ms
Task Path,:repository:photo-contact:compileDebugKotlin,1405,1396,1362,1370,1796,1596,ms
Task Path,:repository:podcast-contact:kspDebugKotlin,2657,2521,2553,2489,3199,3065,ms
Task Path,:repository:profile-login:kspDebugKotlin,2578,2431,2413,2408,3274,2804,ms
Task Path,:repository:playlist-contact:compileDebugKotlin,1338,1328,1266,1283,1738,1639,ms
Task Path,:repository:podcast-contact:compileDebugKotlin,1374,1367,1341,1287,1858,1735,ms
Task Path,:repository:profile-login:compileDebugKotlin,1439,1369,1344,1305,1865,1796,ms
Task Path,:repository:push-login:kspDebugKotlin,2570,2481,2517,2432,3344,2854,ms
Task Path,:repository:push-login:compileDebugKotlin,1461,1427,1405,1343,1886,1834,ms
Task Path,:repository:setting-login:kspDebugKotlin,2596,2580,2424,2579,3269,3097,ms
Task Path,:repository:session-login:kspDebugKotlin,2919,2741,2815,2652,3888,3272,ms
Task Path,:repository:share-login:kspDebugKotlin,2487,2585,2335,2535,3051,3064,ms
Task Path,:repository:setting-login:compileDebugKotlin,1394,1395,1300,1348,1763,1794,ms
Task Path,:repository:session-login:compileDebugKotlin,1562,1469,1537,1421,1966,1785,ms
Task Path,:repository:share-login:compileDebugKotlin,1335,1417,1319,1338,1558,1858,ms
Task Path,:repository:sync-login:kspDebugKotlin,2535,2607,2500,2519,2918,3194,ms
Task Path,:repository:sync-login:compileDebugKotlin,1404,1456,1350,1401,1676,1802,ms
Task Path,:repository:user-login:kspDebugKotlin,2411,2618,2407,2530,2978,3301,ms
Task Path,:repository:video-contact:kspDebugKotlin,2471,2603,2398,2454,2922,3124,ms
Task Path,:repository:contact-login:kspDebugKotlin,2881,2960,2869,2946,3316,3545,ms
Task Path,:repository:user-login:compileDebugKotlin,1515,1473,1440,1437,2046,1792,ms
Task Path,:repository:video-contact:compileDebugKotlin,1489,1452,1412,1414,1885,1884,ms
Task Path,:repository:gallery-contact:kspDebugKotlin,2839,2752,2724,2748,3738,3246,ms
Task Path,:repository:contact-login:compileDebugKotlin,1521,1515,1484,1499,1950,1812,ms
Task Path,:repository:gallery-contact:compileDebugKotlin,1572,1547,1543,1567,1906,1955,ms
Task Path,:model:alarm-login:kspDebugKotlin,2868,2907,2779,2801,3535,3531,ms
Task Path,:repository:notification-login:kspDebugKotlin,2726,2695,2588,2625,3281,3145,ms
Task Path,:repository:checkout-login:kspDebugKotlin,2723,2646,2709,2604,3112,3086,ms
Task Path,:model:alarm-login:compileDebugKotlin,1537,1502,1493,1479,1948,1912,ms
Task Path,:repository:notification-login:compileDebugKotlin,1593,1564,1548,1525,1992,1921,ms
Task Path,:repository:checkout-login:compileDebugKotlin,1540,1405,1465,1386,1999,1820,ms
Task Path,:repository:message-login:kspDebugKotlin,2895,2754,2789,2699,3594,3207,ms
Task Path,:repository:search-login:kspDebugKotlin,2749,2595,2831,2594,3273,3030,ms
Task Path,:repository:message-login:compileDebugKotlin,1566,1422,1522,1404,1878,1655,ms
Task Path,:model:analytics-login:kspDebugKotlin,2743,2580,2686,2625,3369,2904,ms
Task Path,:repository:search-login:compileDebugKotlin,1450,1379,1427,1317,1824,1717,ms
Task Path,:model:document-login:kspDebugKotlin,2641,2554,2547,2489,3412,3077,ms
Task Path,:model:analytics-login:compileDebugKotlin,1466,1357,1402,1345,2004,1627,ms
Task Path,:model:calendar-login:kspDebugKotlin,2557,2454,2541,2388,3137,3137,ms
Task Path,:model:document-login:compileDebugKotlin,1452,1492,1403,1387,1986,1905,ms
Task Path,:model:calendar-login:compileDebugKotlin,1337,1409,1240,1323,1868,1792,ms
Task Path,:model:article-login:kspDebugKotlin,2850,2831,2848,2759,3458,3330,ms
Task Path,:model:contact-identity:kspDebugKotlin,2669,2669,2583,2702,3314,3152,ms
Task Path,:model:article-login:compileDebugKotlin,1467,1552,1431,1483,1703,1943,ms
Task Path,:model:contact-identity:compileDebugKotlin,1366,1360,1391,1342,1559,1773,ms
Task Path,:repository:post-login:kspDebugKotlin,2400,2437,2390,2362,2904,3001,ms
Task Path,:model:list-login:kspDebugKotlin,2181,2313,2135,2221,2520,3055,ms
Task Path,:repository:post-login:compileDebugKotlin,1357,1478,1287,1445,1810,1957,ms
Task Path,:model:list-login:compileDebugKotlin,1274,1299,1229,1233,1595,1673,ms
Task Path,:model:log-login:kspDebugKotlin,2325,2197,2268,2123,2730,2994,ms
Task Path,:model:login-identity:kspDebugKotlin,2416,2297,2415,2198,2871,2889,ms
Task Path,:model:file-login:kspDebugKotlin,2477,2522,2463,2392,2916,3155,ms
Task Path,:model:forecast-login:kspDebugKotlin,2504,2536,2420,2462,3045,3053,ms
Task Path,:model:event-login:kspDebugKotlin,2678,2712,2614,2700,3260,3600,ms
Task Path,:model:gallery-login:kspDebugKotlin,2737,2731,2677,2637,3219,3272,ms
Task Path,:model:file-login:compileDebugKotlin,1393,1418,1376,1331,1651,1737,ms
Task Path,:model:forecast-login:compileDebugKotlin,1385,1355,1386,1324,1654,1809,ms
Task Path,:model:event-login:compileDebugKotlin,1497,1498,1431,1442,1882,1921,ms
Task Path,:model:gallery-login:compileDebugKotlin,1368,1407,1341,1272,1810,1927,ms
Task Path,:model:log-login:compileDebugKotlin,1307,1340,1250,1274,1643,1828,ms
Task Path,:model:login-identity:compileDebugKotlin,1335,1385,1279,1277,1628,2007,ms
Task Path,:model:map-login:kspDebugKotlin,2468,2532,2299,2395,3022,3199,ms
Task Path,:model:media-login:kspDebugKotlin,2301,2367,2231,2307,2878,3053,ms
Task Path,:model:media-login:compileDebugKotlin,1293,1244,1237,1188,1660,1657,ms
Task Path,:model:map-login:compileDebugKotlin,1368,1342,1342,1301,1597,1657,ms
Task Path,:model:news-login:kspDebugKotlin,2281,2280,2265,2326,2872,2839,ms
Task Path,:model:note-login:kspDebugKotlin,2367,2423,2261,2295,2946,3289,ms
Task Path,:model:news-login:compileDebugKotlin,1338,1329,1307,1270,1794,1813,ms
Task Path,:model:note-login:compileDebugKotlin,1361,1360,1309,1309,1726,1679,ms
Task Path,:model:photo-login:kspDebugKotlin,2330,2348,2216,2273,2912,3036,ms
Task Path,:model:podcast-login:kspDebugKotlin,2363,2309,2251,2320,3100,2982,ms
Task Path,:model:podcast-login:compileDebugKotlin,1277,1413,1204,1322,1623,1809,ms
Task Path,:model:photo-login:compileDebugKotlin,1293,1295,1208,1241,1875,1590,ms
Task Path,:model:push-identity:kspDebugKotlin,2541,2525,2435,2445,3126,3175,ms
Task Path,:model:report-login:kspDebugKotlin,2396,2434,2358,2411,2849,2933,ms
Task Path,:model:push-identity:compileDebugKotlin,1363,1339,1308,1275,1713,1685,ms
Task Path,:model:report-login:compileDebugKotlin,1375,1288,1262,1309,1877,1481,ms
Task Path,:model:status-login:kspDebugKotlin,2589,2587,2436,2585,3081,2916,ms
Task Path,:model:task-login:kspDebugKotlin,2445,2332,2282,2337,3117,2757,ms
Task Path,:model:status-login:compileDebugKotlin,1297,1408,1226,1304,1748,1841,ms
Task Path,:model:task-login:compileDebugKotlin,1238,1345,1192,1219,1476,1791,ms
Task Path,:model:timer-login:kspDebugKotlin,2378,2440,2325,2330,2670,3080,ms
Task Path,:model:todo-login:kspDebugKotlin,2263,2373,2223,2284,2616,2873,ms
Task Path,:model:timer-login:compileDebugKotlin,1317,1339,1268,1303,1593,1800,ms
Task Path,:model:todo-login:compileDebugKotlin,1314,1321,1246,1314,1671,1535,ms
Task Path,:model:weather-login:kspDebugKotlin,2508,2479,2546,2392,3000,3127,ms
Task Path,:model:video-login:kspDebugKotlin,2426,2439,2338,2422,2768,2895,ms
Task Path,:model:weather-login:compileDebugKotlin,1399,1396,1346,1290,1786,1881,ms
Task Path,:model:audio-login:kspDebugKotlin,2586,2586,2561,2442,3233,3206,ms
Task Path,:model:video-login:compileDebugKotlin,1447,1462,1431,1428,1813,1965,ms
Task Path,:model:metric-login:kspDebugKotlin,2606,2612,2554,2587,3184,3191,ms
Task Path,:model:audio-login:compileDebugKotlin,1416,1352,1285,1349,1861,1638,ms
Task Path,:model:metric-login:compileDebugKotlin,1416,1412,1349,1403,1798,1593,ms
Task Path,:entity:calendar-identity:kspDebugKotlin,2999,2918,2978,2921,3732,3335,ms
Task Path,:model:playlist-login:kspDebugKotlin,2671,2627,2661,2605,3058,3125,ms
Task Path,:entity:identity-identity:kspDebugKotlin,2500,2493,2487,2347,3057,3351,ms
