Category,Metric,varianta_kotlin_2.1.21 Mean,variantb_k2_kotlin_2.1.21 Mean,varianta_kotlin_2.1.21 P50,variantb_k2_kotlin_2.1.21 P50,varianta_kotlin_2.1.21 P90,variantb_k2_kotlin_2.1.21 P90,Unit
:layer_4:module_4_196:compileDebugKotlin,Compiler IR generation,145.02,178.16,123,139,249,265,ms
:layer_4:module_4_196:compileDebugKotlin,Compiler IR translation,1321.68,1444.6,1260,1424,1656,1769,ms
:layer_4:module_4_196:compileDebugKotlin,Spent time before task action,38.7,75.44,30,74,67,116,ms
:layer_4:module_4_196:compileDebugKotlin,Sources compilation round,1458.16,1712.64,1390,1658,1845,1996,ms
:layer_4:module_4_196:compileDebugKotlin,Compiler code generation,345.46,440.94,317,403,456,606,ms
:layer_4:module_4_196:compileDebugKotlin,Task action before worker execution,13.16,21.68,11,15,23,29,ms
:layer_4:module_4_196:compileDebugKotlin,Load current classpath snapshot,10.56,13.04,8,7,16,17,ms
:layer_4:module_4_196:compileDebugKotlin,Incremental compilation in daemon,1569.04,1840.98,1512,1772,1947,2148,ms
:layer_4:module_4_196:compileDebugKotlin,Compiler IR lowering line number,564,564,564,564,564,564,
:layer_4:module_4_196:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_4:module_4_196:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_196:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_196:compileDebugKotlin,Size of classpath snapshot,20.3,20.3,20,20,20,20,MB
:layer_4:module_4_196:compileDebugKotlin,Size of shrunk classpath snapshot,48.5,48.5,49,49,49,49,KB
:layer_4:module_4_196:compileDebugKotlin,Number of lines analyzed,564,564,564,564,564,564,
:layer_4:module_4_196:compileDebugKotlin,Total size of the cache directory,602.1,602.1,602,602,602,602,KB
:layer_4:module_4_196:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_196:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_196:compileDebugKotlin,Number of lines for code generation,564,564,564,564,564,564,
:layer_4:module_4_196:compileDebugKotlin,Compiler IR translation line number,1128,1128,1128,1128,1128,1128,
:layer_4:module_4_196:compileDebugKotlin,Analysis lines per second,1513,1249,1541,1224,1871,1602,
:layer_4:module_4_196:compileDebugKotlin,Code generation lines per second,1710,1450,1782,1401,2117,1949,
:layer_4:module_4_196:compileDebugKotlin,Number of classpath entries,277,277,277,277,277,277,
:layer_4:module_4_196:compileDebugKotlin,Compiler IR generation line number,564,564,564,564,564,564,
:layer_4:module_4_196:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,276,276,276,276,276,276,
:layer_4:module_4_196:compileDebugKotlin,Clear jar cache,1.8,1.64,2,1,3,4,ms
:layer_4:module_4_196:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,2.13,2,2,3,4,ms
:layer_4:module_4_196:compileDebugKotlin,Clear output,1.0,1.0,1,1,1,1,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler IR lowering,221.28,263.3,198,231,315,404,ms
:layer_4:module_4_197:compileDebugKotlin,Run compilation,1487.62,1704.04,1467,1638,1888,2161,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler code analysis,353.9,396.48,328,342,473,535,ms
:layer_4:module_4_197:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,40.5,50.56,34,41,63,80,ms
:layer_4:module_4_197:compileDebugKotlin,Run compilation in Gradle worker,1504.82,1716.82,1471,1646,1904,2167,ms
:layer_4:module_4_197:compileDebugKotlin,Total Gradle task time,1590.22,1837.34,1565,1745,1985,2275,ms
:layer_4:module_4_197:compileDebugKotlin,Calculate output size,1.28,1.47,1,1,2,4,ms
:layer_4:module_4_197:compileDebugKotlin,Update caches,3.28,4.36,3,3,6,8,ms
:layer_4:module_4_197:compileDebugKotlin,Start gradle worker,1.53,1.64,1,1,3,4,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler initialization time,40.92,44.74,38,38,66,78,ms
:layer_4:module_4_197:compileDebugKotlin,Connect to Kotlin daemon,13.68,9.78,4,7,15,17,ms
:layer_4:module_4_197:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,39.2,49.08,33,38,62,79,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler IR generation,127.84,158.94,113,146,163,262,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler IR translation,1250.76,1414.88,1187,1337,1562,1927,ms
:layer_4:module_4_197:compileDebugKotlin,Clear jar cache,2.03,1.77,2,2,4,3,ms
:layer_4:module_4_197:compileDebugKotlin,Spent time before task action,29.6,57.2,28,47,43,86,ms
:layer_4:module_4_197:compileDebugKotlin,Sources compilation round,1376.72,1575.62,1342,1498,1734,2061,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler code generation,349.62,422.64,319,387,446,618,ms
:layer_4:module_4_197:compileDebugKotlin,Task action before worker execution,10.62,14.68,10,12,13,24,ms
:layer_4:module_4_197:compileDebugKotlin,Load current classpath snapshot,6.12,9.94,5,6,11,13,ms
:layer_4:module_4_197:compileDebugKotlin,Incremental compilation in daemon,1473.68,1691.36,1444,1628,1880,2151,ms
:layer_4:module_4_197:compileDebugKotlin,Compiler IR lowering line number,471,471,471,471,471,471,
:layer_4:module_4_197:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_4:module_4_197:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_197:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_197:compileDebugKotlin,Size of classpath snapshot,13.5,13.5,14,14,14,14,MB
:layer_4:module_4_197:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_4:module_4_197:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_4:module_4_197:compileDebugKotlin,Total size of the cache directory,583.8,583.8,584,584,584,584,KB
:layer_4:module_4_197:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_197:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_197:compileDebugKotlin,Number of lines for code generation,471,471,471,471,471,471,
:layer_4:module_4_197:compileDebugKotlin,Compiler IR translation line number,942,942,942,942,942,942,
:layer_4:module_4_197:compileDebugKotlin,Analysis lines per second,1433,1341,1438,1379,1981,1803,
:layer_4:module_4_197:compileDebugKotlin,Code generation lines per second,1407,1198,1476,1219,1761,1620,
:layer_4:module_4_197:compileDebugKotlin,Number of classpath entries,196,196,196,196,196,196,
:layer_4:module_4_197:compileDebugKotlin,Compiler IR generation line number,471,471,471,471,471,471,
:layer_4:module_4_197:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,195,195,195,195,195,195,
:layer_4:module_4_197:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.0,3,2,3,3,ms
:layer_4:module_4_197:compileDebugKotlin,Clear output,1.0,1.0,1,1,1,1,ms
:layer_4:module_4_198:compileDebugKotlin,Compiler IR lowering,208.76,255.96,185,227,268,378,ms
:layer_4:module_4_198:compileDebugKotlin,Run compilation,1564.5,1771.5,1509,1723,1917,2254,ms
:layer_4:module_4_198:compileDebugKotlin,Compiler code analysis,364.22,428.94,344,375,497,642,ms
:layer_4:module_4_198:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,87.14,60.22,47,51,74,90,ms
:layer_4:module_4_198:compileDebugKotlin,Run compilation in Gradle worker,1573.02,1783.1,1515,1730,1925,2264,ms
:layer_4:module_4_198:compileDebugKotlin,Total Gradle task time,1669.06,1914.2,1623,1845,2055,2395,ms
:layer_4:module_4_198:compileDebugKotlin,Calculate output size,1.42,1.44,1,1,3,3,ms
:layer_4:module_4_198:compileDebugKotlin,Update caches,3.36,4.44,3,3,7,8,ms
:layer_4:module_4_198:compileDebugKotlin,Start gradle worker,1.35,2.79,1,1,3,5,ms
:layer_4:module_4_198:compileDebugKotlin,Compiler initialization time,59.76,46.4,49,45,100,71,ms
:layer_4:module_4_198:compileDebugKotlin,Connect to Kotlin daemon,5.04,8.5,3,5,9,14,ms
:layer_4:module_4_198:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,85.16,57.96,45,49,71,86,ms
:layer_4:module_4_198:compileDebugKotlin,Compiler IR generation,145.82,167.26,124,138,234,307,ms
:layer_4:module_4_198:compileDebugKotlin,Compiler IR translation,1251.56,1451.98,1225,1311,1492,2149,ms
:layer_4:module_4_198:compileDebugKotlin,Spent time before task action,36.96,56.62,30,50,63,84,ms
:layer_4:module_4_198:compileDebugKotlin,Sources compilation round,1408.22,1629.04,1376,1586,1669,2119,ms
:layer_4:module_4_198:compileDebugKotlin,Compiler code generation,355.06,423.82,318,386,477,599,ms
:layer_4:module_4_198:compileDebugKotlin,Task action before worker execution,11.24,18.56,11,13,18,30,ms
:layer_4:module_4_198:compileDebugKotlin,Load current classpath snapshot,7.62,8.96,7,7,11,15,ms
:layer_4:module_4_198:compileDebugKotlin,Incremental compilation in daemon,1552.84,1756.66,1497,1711,1895,2226,ms
:layer_4:module_4_198:compileDebugKotlin,Compiler IR lowering line number,455,455,455,455,455,455,
:layer_4:module_4_198:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_4:module_4_198:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_198:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_198:compileDebugKotlin,Size of classpath snapshot,19.0,19.0,19,19,19,19,MB
:layer_4:module_4_198:compileDebugKotlin,Size of shrunk classpath snapshot,33.2,33.2,33,33,33,33,KB
:layer_4:module_4_198:compileDebugKotlin,Number of lines analyzed,455,455,455,455,455,455,
:layer_4:module_4_198:compileDebugKotlin,Total size of the cache directory,581.5,581.5,582,582,582,582,KB
:layer_4:module_4_198:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_198:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_198:compileDebugKotlin,Number of lines for code generation,455,455,455,455,455,455,
:layer_4:module_4_198:compileDebugKotlin,Compiler IR translation line number,910,910,910,910,910,910,
:layer_4:module_4_198:compileDebugKotlin,Analysis lines per second,1315,1234,1322,1213,1722,1974,
:layer_4:module_4_198:compileDebugKotlin,Code generation lines per second,1378,1160,1433,1179,1793,1485,
:layer_4:module_4_198:compileDebugKotlin,Number of classpath entries,261,261,261,261,261,261,
:layer_4:module_4_198:compileDebugKotlin,Compiler IR generation line number,455,455,455,455,455,455,
:layer_4:module_4_198:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,260,260,260,260,260,260,
:layer_4:module_4_198:compileDebugKotlin,Clear jar cache,2.11,1.46,2,1,4,3,ms
:layer_4:module_4_198:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,2.8,2,3,3,4,ms
:layer_4:module_4_198:compileDebugKotlin,Clear output,3.0,1.0,3,1,3,1,ms
:layer_4:module_4_199:compileDebugKotlin,Compiler IR lowering,230.92,273.62,203,250,329,392,ms
:layer_4:module_4_199:compileDebugKotlin,Run compilation,1664.84,1833.9,1577,1765,2024,2280,ms
:layer_4:module_4_199:compileDebugKotlin,Compiler code analysis,387.14,470.38,350,398,509,670,ms
:layer_4:module_4_199:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,51.06,68.5,45,48,80,82,ms
:layer_4:module_4_199:compileDebugKotlin,Run compilation in Gradle worker,1676.8,1843.54,1590,1774,2056,2291,ms
:layer_4:module_4_199:compileDebugKotlin,Total Gradle task time,1777.54,1988.26,1683,1899,2154,2429,ms
:layer_4:module_4_199:compileDebugKotlin,Calculate output size,1.34,1.64,1,1,3,4,ms
:layer_4:module_4_199:compileDebugKotlin,Update caches,3.48,4.02,3,3,7,8,ms
:layer_4:module_4_199:compileDebugKotlin,Start gradle worker,1.62,2.14,1,1,3,4,ms
:layer_4:module_4_199:compileDebugKotlin,Compiler initialization time,60.72,49.12,56,46,91,76,ms
:layer_4:module_4_199:compileDebugKotlin,Connect to Kotlin daemon,8.42,6.66,5,5,17,11,ms
:layer_4:module_4_199:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,49.22,66.36,44,46,76,80,ms
:layer_4:module_4_199:compileDebugKotlin,Compiler IR generation,146.28,161.48,132,146,212,238,ms
:layer_4:module_4_199:compileDebugKotlin,Compiler IR translation,1411.4,1467.94,1332,1375,1780,1878,ms
:layer_4:module_4_199:compileDebugKotlin,Clear jar cache,1.63,1.77,1,1,3,3,ms
:layer_4:module_4_199:compileDebugKotlin,Spent time before task action,39.78,74.8,36,68,57,120,ms
:layer_4:module_4_199:compileDebugKotlin,Sources compilation round,1534.54,1692.78,1431,1621,1913,2082,ms
:layer_4:module_4_199:compileDebugKotlin,Compiler code generation,377.68,435.64,339,398,523,609,ms
:layer_4:module_4_199:compileDebugKotlin,Task action before worker execution,13.74,15.7,12,13,23,24,ms
:layer_4:module_4_199:compileDebugKotlin,Load current classpath snapshot,7.92,8.04,7,7,13,14,ms
:layer_4:module_4_199:compileDebugKotlin,Incremental compilation in daemon,1648.82,1816.98,1543,1753,2011,2266,ms
:layer_4:module_4_199:compileDebugKotlin,Compiler IR lowering line number,484,484,484,484,484,484,
:layer_4:module_4_199:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_4:module_4_199:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_199:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_199:compileDebugKotlin,Size of classpath snapshot,18.2,18.2,18,18,18,18,MB
:layer_4:module_4_199:compileDebugKotlin,Size of shrunk classpath snapshot,33.9,33.9,34,34,34,34,KB
:layer_4:module_4_199:compileDebugKotlin,Number of lines analyzed,484,484,484,484,484,484,
:layer_4:module_4_199:compileDebugKotlin,Total size of the cache directory,584.9,584.9,585,585,585,585,KB
:layer_4:module_4_199:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_199:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_199:compileDebugKotlin,Number of lines for code generation,484,484,484,484,484,484,
:layer_4:module_4_199:compileDebugKotlin,Compiler IR translation line number,968,968,968,968,968,968,
:layer_4:module_4_199:compileDebugKotlin,Analysis lines per second,1326,1162,1383,1216,1662,1503,
:layer_4:module_4_199:compileDebugKotlin,Code generation lines per second,1363,1196,1427,1218,1756,1517,
:layer_4:module_4_199:compileDebugKotlin,Number of classpath entries,252,252,252,252,252,252,
:layer_4:module_4_199:compileDebugKotlin,Compiler IR generation line number,484,484,484,484,484,484,
:layer_4:module_4_199:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,251,251,251,251,251,251,
:layer_4:module_4_199:compileDebugKotlin,Clear output,2.0,,2,,2,,ms
:layer_4:module_4_199:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,3.33,3,3,3,6,ms
:layer_4:module_4_200:compileDebugKotlin,Compiler IR lowering,215.48,208.5,202,190,314,356,ms
:layer_4:module_4_200:compileDebugKotlin,Run compilation,1676.44,1686.48,1566,1610,2130,2225,ms
:layer_4:module_4_200:compileDebugKotlin,Compiler code analysis,439.32,489.64,391,467,589,671,ms
:layer_4:module_4_200:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,77.16,65.42,49,57,87,106,ms
:layer_4:module_4_200:compileDebugKotlin,Run compilation in Gradle worker,1700.02,1701.78,1612,1651,2181,2236,ms
:layer_4:module_4_200:compileDebugKotlin,Total Gradle task time,1807.68,1850.48,1722,1816,2320,2476,ms
:layer_4:module_4_200:compileDebugKotlin,Calculate output size,1.23,1.62,1,1,2,4,ms
:layer_4:module_4_200:compileDebugKotlin,Update caches,3.5,4.52,3,3,6,8,ms
:layer_4:module_4_200:compileDebugKotlin,Start gradle worker,1.67,2.21,1,1,4,6,ms
:layer_4:module_4_200:compileDebugKotlin,Compiler initialization time,64.96,47.94,58,43,103,78,ms
:layer_4:module_4_200:compileDebugKotlin,Connect to Kotlin daemon,20.2,12.7,6,7,15,20,ms
:layer_4:module_4_200:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,74.82,62.88,47,54,83,101,ms
:layer_4:module_4_200:compileDebugKotlin,Compiler IR generation,146.42,170.14,133,137,206,288,ms
:layer_4:module_4_200:compileDebugKotlin,Compiler IR translation,1317.66,1251.16,1268,1198,1735,1756,ms
:layer_4:module_4_200:compileDebugKotlin,Clear jar cache,1.97,2.0,2,1,4,5,ms
:layer_4:module_4_200:compileDebugKotlin,Spent time before task action,46.04,75.62,41,80,71,111,ms
:layer_4:module_4_200:compileDebugKotlin,Sources compilation round,1528.84,1546.86,1444,1489,2003,2035,ms
:layer_4:module_4_200:compileDebugKotlin,Compiler code generation,362.52,379.28,358,356,518,621,ms
:layer_4:module_4_200:compileDebugKotlin,Task action before worker execution,15.58,17.38,13,14,27,31,ms
:layer_4:module_4_200:compileDebugKotlin,Load current classpath snapshot,8.74,10.48,7,9,14,17,ms
:layer_4:module_4_200:compileDebugKotlin,Incremental compilation in daemon,1662.38,1673.22,1554,1597,2122,2190,ms
:layer_4:module_4_200:compileDebugKotlin,Compiler IR lowering line number,572,572,572,572,572,572,
:layer_4:module_4_200:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_4:module_4_200:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_200:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_200:compileDebugKotlin,Size of classpath snapshot,20.3,20.3,20,20,20,20,MB
:layer_4:module_4_200:compileDebugKotlin,Size of shrunk classpath snapshot,52.8,52.8,53,53,53,53,KB
:layer_4:module_4_200:compileDebugKotlin,Number of lines analyzed,572,572,572,572,572,572,
:layer_4:module_4_200:compileDebugKotlin,Total size of the cache directory,595.9,595.9,596,596,596,596,KB
:layer_4:module_4_200:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_200:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_200:compileDebugKotlin,Number of lines for code generation,572,572,572,572,572,572,
:layer_4:module_4_200:compileDebugKotlin,Compiler IR translation line number,1144,1144,1144,1144,1144,1144,
:layer_4:module_4_200:compileDebugKotlin,Analysis lines per second,1419,1287,1462,1225,1846,1845,
:layer_4:module_4_200:compileDebugKotlin,Code generation lines per second,1666,1674,1600,1609,2235,2399,
:layer_4:module_4_200:compileDebugKotlin,Number of classpath entries,277,277,277,277,277,277,
:layer_4:module_4_200:compileDebugKotlin,Compiler IR generation line number,572,572,572,572,572,572,
:layer_4:module_4_200:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,276,276,276,276,276,276,
:layer_4:module_4_200:compileDebugKotlin,Save shrunk current classpath snapshot,15.0,2.33,15,3,15,3,ms
:layer_4:module_4_200:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_4:module_4_201:compileDebugKotlin,Compiler IR lowering,236.1,245.14,191,219,380,402,ms
:layer_4:module_4_201:compileDebugKotlin,Run compilation,1624.5,1738.92,1545,1667,2081,2028,ms
:layer_4:module_4_201:compileDebugKotlin,Compiler code analysis,405.92,419.06,385,375,602,631,ms
:layer_4:module_4_201:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,74.9,78.4,48,70,107,104,ms
:layer_4:module_4_201:compileDebugKotlin,Run compilation in Gradle worker,1637.52,1749.2,1553,1673,2101,2037,ms
:layer_4:module_4_201:compileDebugKotlin,Total Gradle task time,1741.62,1891.0,1664,1805,2230,2229,ms
:layer_4:module_4_201:compileDebugKotlin,Calculate output size,1.5,1.53,1,1,4,4,ms
:layer_4:module_4_201:compileDebugKotlin,Update caches,3.36,4.56,3,4,6,9,ms
:layer_4:module_4_201:compileDebugKotlin,Start gradle worker,1.47,1.78,1,1,3,4,ms
:layer_4:module_4_201:compileDebugKotlin,Compiler initialization time,57.78,61.5,46,48,90,93,ms
:layer_4:module_4_201:compileDebugKotlin,Connect to Kotlin daemon,8.78,7.22,3,6,13,12,ms
:layer_4:module_4_201:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,72.88,75.7,46,68,106,99,ms
:layer_4:module_4_201:compileDebugKotlin,Compiler IR generation,123.84,174.52,113,131,153,311,ms
:layer_4:module_4_201:compileDebugKotlin,Compiler IR translation,1302.08,1336.74,1253,1289,1761,1794,ms
:layer_4:module_4_201:compileDebugKotlin,Clear jar cache,2.18,1.57,2,1,5,3,ms
:layer_4:module_4_201:compileDebugKotlin,Spent time before task action,41.3,64.72,34,64,64,103,ms
:layer_4:module_4_201:compileDebugKotlin,Sources compilation round,1478.68,1573.32,1422,1510,1875,1821,ms
:layer_4:module_4_201:compileDebugKotlin,Compiler code generation,360.4,420.14,313,369,582,679,ms
:layer_4:module_4_201:compileDebugKotlin,Task action before worker execution,13.54,17.0,11,13,24,25,ms
:layer_4:module_4_201:compileDebugKotlin,Load current classpath snapshot,9.96,10.38,7,9,13,16,ms
:layer_4:module_4_201:compileDebugKotlin,Incremental compilation in daemon,1611.06,1718.7,1533,1658,2053,2010,ms
:layer_4:module_4_201:compileDebugKotlin,Compiler IR lowering line number,453,453,453,453,453,453,
:layer_4:module_4_201:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_4:module_4_201:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_201:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_201:compileDebugKotlin,Size of classpath snapshot,19.0,19.0,19,19,19,19,MB
:layer_4:module_4_201:compileDebugKotlin,Size of shrunk classpath snapshot,32.1,32.1,32,32,32,32,KB
:layer_4:module_4_201:compileDebugKotlin,Number of lines analyzed,453,453,453,453,453,453,
:layer_4:module_4_201:compileDebugKotlin,Total size of the cache directory,581.3,581.3,581,581,581,581,KB
:layer_4:module_4_201:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_201:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_201:compileDebugKotlin,Number of lines for code generation,453,453,453,453,453,453,
:layer_4:module_4_201:compileDebugKotlin,Compiler IR translation line number,906,906,906,906,906,906,
:layer_4:module_4_201:compileDebugKotlin,Analysis lines per second,1209,1201,1178,1208,1761,1698,
:layer_4:module_4_201:compileDebugKotlin,Code generation lines per second,1368,1190,1449,1228,1755,1600,
:layer_4:module_4_201:compileDebugKotlin,Number of classpath entries,261,261,261,261,261,261,
:layer_4:module_4_201:compileDebugKotlin,Compiler IR generation line number,453,453,453,453,453,453,
:layer_4:module_4_201:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,260,260,260,260,260,260,
:layer_4:module_4_201:compileDebugKotlin,Save shrunk current classpath snapshot,2.67,4.0,2,4,4,5,ms
:layer_4:module_4_202:compileDebugKotlin,Compiler IR lowering,235.78,272.62,212,261,327,371,ms
:layer_4:module_4_202:compileDebugKotlin,Run compilation,1753.62,1857.96,1677,1725,2230,2274,ms
:layer_4:module_4_202:compileDebugKotlin,Compiler code analysis,405.76,452.18,375,393,544,592,ms
:layer_4:module_4_202:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,60.94,65.38,53,54,93,100,ms
:layer_4:module_4_202:compileDebugKotlin,Run compilation in Gradle worker,1761.58,1875.56,1686,1752,2264,2313,ms
:layer_4:module_4_202:compileDebugKotlin,Total Gradle task time,1855.36,2020.2,1800,1928,2351,2550,ms
:layer_4:module_4_202:compileDebugKotlin,Calculate output size,1.4,1.42,1,1,3,4,ms
:layer_4:module_4_202:compileDebugKotlin,Update caches,3.56,6.42,3,3,7,8,ms
:layer_4:module_4_202:compileDebugKotlin,Start gradle worker,1.18,1.7,1,1,2,4,ms
:layer_4:module_4_202:compileDebugKotlin,Compiler initialization time,47.66,49.5,43,46,71,88,ms
:layer_4:module_4_202:compileDebugKotlin,Connect to Kotlin daemon,4.4,14.84,3,7,8,30,ms
:layer_4:module_4_202:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,58.84,62.7,51,52,88,98,ms
:layer_4:module_4_202:compileDebugKotlin,Compiler IR generation,147.8,184.56,129,154,233,293,ms
:layer_4:module_4_202:compileDebugKotlin,Compiler IR translation,1544.44,1488.04,1346,1393,2291,2057,ms
:layer_4:module_4_202:compileDebugKotlin,Spent time before task action,33.16,66.0,32,61,44,101,ms
:layer_4:module_4_202:compileDebugKotlin,Sources compilation round,1612.9,1707.66,1521,1607,2085,2145,ms
:layer_4:module_4_202:compileDebugKotlin,Compiler code generation,384.14,457.74,347,403,514,566,ms
:layer_4:module_4_202:compileDebugKotlin,Task action before worker execution,11.96,18.3,11,13,17,26,ms
:layer_4:module_4_202:compileDebugKotlin,Load current classpath snapshot,9.38,9.7,8,8,15,17,ms
:layer_4:module_4_202:compileDebugKotlin,Incremental compilation in daemon,1743.68,1840.9,1669,1711,2205,2252,ms
:layer_4:module_4_202:compileDebugKotlin,Compiler IR lowering line number,492,492,492,492,492,492,
:layer_4:module_4_202:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_4:module_4_202:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_4:module_4_202:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_4:module_4_202:compileDebugKotlin,Size of classpath snapshot,20.5,20.5,21,21,21,21,MB
:layer_4:module_4_202:compileDebugKotlin,Size of shrunk classpath snapshot,40.8,40.8,41,41,41,41,KB
:layer_4:module_4_202:compileDebugKotlin,Number of lines analyzed,492,492,492,492,492,492,
:layer_4:module_4_202:compileDebugKotlin,Total size of the cache directory,585.6,585.6,586,586,586,586,KB
:layer_4:module_4_202:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_4:module_4_202:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_4:module_4_202:compileDebugKotlin,Number of lines for code generation,492,492,492,492,492,492,
:layer_4:module_4_202:compileDebugKotlin,Compiler IR translation line number,984,984,984,984,984,984,
:layer_4:module_4_202:compileDebugKotlin,Analysis lines per second,1289,1177,1314,1251,1706,1497,
:layer_4:module_4_202:compileDebugKotlin,Code generation lines per second,1347,1170,1418,1220,1677,1521,
:layer_4:module_4_202:compileDebugKotlin,Number of classpath entries,279,279,279,279,279,279,
:layer_4:module_4_202:compileDebugKotlin,Compiler IR generation line number,492,492,492,492,492,492,
:layer_4:module_4_202:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,278,278,278,278,278,278,
:layer_4:module_4_202:compileDebugKotlin,Clear jar cache,2.13,1.74,2,2,3,4,ms
:layer_4:module_4_202:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,2.0,1,2,1,2,ms
:layer_4:module_4_202:compileDebugKotlin,Write history file,1.0,,1,,1,,ms
:layer_4:module_4_202:compileDebugKotlin,Clear output,3.0,,3,,3,,ms
:layer_4:module_4_203:compileDebugKotlin,Compiler IR lowering,224.26,259.2,198,222,324,344,ms
:layer_4:module_4_203:compileDebugKotlin,Run compilation,1623.48,1730.52,1535,1643,2097,2162,ms
