Category,Metric,varianta_kotlin_2.1.21 Mean,variantb_k2_kotlin_2.1.21 Mean,varianta_kotlin_2.1.21 P50,variantb_k2_kotlin_2.1.21 P50,varianta_kotlin_2.1.21 P90,variantb_k2_kotlin_2.1.21 P90,Unit
:layer_0:module_0_26:compileDebugKotlin,Connect to Kotlin daemon,52.84,19.42,14,18,280,28,ms
:layer_0:module_0_26:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,50.9,52.52,47,52,68,78,ms
:layer_0:module_0_26:compileDebugKotlin,Compiler IR generation,417.16,430.96,423,432,517,544,ms
:layer_0:module_0_26:compileDebugKotlin,Compiler IR translation,2208.26,3028.96,2149,3061,2531,3528,ms
:layer_0:module_0_26:compileDebugKotlin,Spent time before task action,43.88,95.72,45,87,57,135,ms
:layer_0:module_0_26:compileDebugKotlin,Sources compilation round,3296.98,4011.58,3253,3950,3706,4585,ms
:layer_0:module_0_26:compileDebugKotlin,Compiler code generation,985.06,938.32,953,930,1262,1061,ms
:layer_0:module_0_26:compileDebugKotlin,Task action before worker execution,27.5,47.58,22,35,35,44,ms
:layer_0:module_0_26:compileDebugKotlin,Load current classpath snapshot,8.44,9.9,8,10,13,14,ms
:layer_0:module_0_26:compileDebugKotlin,Incremental compilation in daemon,3479.88,4230.52,3444,4175,3887,4842,ms
:layer_0:module_0_26:compileDebugKotlin,Compiler IR lowering line number,471,471,471,471,471,471,
:layer_0:module_0_26:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_26:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_26:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_26:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_26:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_26:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_0:module_0_26:compileDebugKotlin,Total size of the cache directory,581.9,581.9,582,582,582,582,KB
:layer_0:module_0_26:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_26:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_26:compileDebugKotlin,Number of lines for code generation,471,471,471,471,471,471,
:layer_0:module_0_26:compileDebugKotlin,Compiler IR translation line number,942,942,942,942,942,942,
:layer_0:module_0_26:compileDebugKotlin,Analysis lines per second,441,322,452,309,539,397,
:layer_0:module_0_26:compileDebugKotlin,Code generation lines per second,490,519,494,507,591,634,
:layer_0:module_0_26:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_26:compileDebugKotlin,Compiler IR generation line number,471,471,471,471,471,471,
:layer_0:module_0_26:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_26:compileDebugKotlin,Clear jar cache,1.63,2.67,1,2,3,6,ms
:layer_0:module_0_26:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_0:module_0_26:compileDebugKotlin,Clear output,2.0,2.5,2,3,2,3,ms
:layer_0:module_0_26:compileDebugKotlin,Save shrunk current classpath snapshot,3.14,3.31,3,3,6,8,ms
:layer_0:module_0_26:compileDebugKotlin,Store build info,3.0,2.0,3,2,4,2,ms
:layer_0:module_0_26:compileDebugKotlin,Write history file,4.0,2.0,3,2,6,2,ms
:layer_0:module_0_27:compileDebugKotlin,Compiler IR lowering,533.7,505.44,543,489,648,641,ms
:layer_0:module_0_27:compileDebugKotlin,Run compilation,3185.36,3972.34,3177,3831,3553,4693,ms
:layer_0:module_0_27:compileDebugKotlin,Compiler code analysis,966.5,1327.4,964,1243,1181,1649,ms
:layer_0:module_0_27:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,46.42,56.18,40,51,63,93,ms
:layer_0:module_0_27:compileDebugKotlin,Run compilation in Gradle worker,3211.6,4000.54,3194,3889,3586,4721,ms
:layer_0:module_0_27:compileDebugKotlin,Total Gradle task time,3342.04,4196.94,3317,4091,3709,4942,ms
:layer_0:module_0_27:compileDebugKotlin,Calculate output size,1.58,2.04,1,1,4,4,ms
:layer_0:module_0_27:compileDebugKotlin,Update caches,13.02,16.62,13,16,21,24,ms
:layer_0:module_0_27:compileDebugKotlin,Start gradle worker,2.7,4.0,2,4,6,8,ms
:layer_0:module_0_27:compileDebugKotlin,Compiler initialization time,59.98,59.14,63,62,89,72,ms
:layer_0:module_0_27:compileDebugKotlin,Connect to Kotlin daemon,23.18,24.22,13,20,24,28,ms
:layer_0:module_0_27:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,44.8,53.98,36,50,62,87,ms
:layer_0:module_0_27:compileDebugKotlin,Compiler IR generation,379.52,412.02,374,421,496,518,ms
:layer_0:module_0_27:compileDebugKotlin,Compiler IR translation,2123.34,2863.52,2124,2844,2560,3541,ms
:layer_0:module_0_27:compileDebugKotlin,Spent time before task action,49.44,84.26,48,84,63,103,ms
:layer_0:module_0_27:compileDebugKotlin,Sources compilation round,3008.24,3742.06,2994,3652,3412,4364,ms
:layer_0:module_0_27:compileDebugKotlin,Compiler code generation,913.7,917.96,904,917,1052,1111,ms
:layer_0:module_0_27:compileDebugKotlin,Task action before worker execution,23.68,33.2,23,33,36,44,ms
:layer_0:module_0_27:compileDebugKotlin,Load current classpath snapshot,10.9,10.18,8,10,16,17,ms
:layer_0:module_0_27:compileDebugKotlin,Incremental compilation in daemon,3162.9,3937.9,3156,3808,3527,4615,ms
:layer_0:module_0_27:compileDebugKotlin,Compiler IR lowering line number,442,442,442,442,442,442,
:layer_0:module_0_27:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_27:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_27:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_27:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_27:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,22.9,23,23,23,23,KB
:layer_0:module_0_27:compileDebugKotlin,Number of lines analyzed,442,442,442,442,442,442,
:layer_0:module_0_27:compileDebugKotlin,Total size of the cache directory,578.5,578.5,579,579,579,579,KB
:layer_0:module_0_27:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_27:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_27:compileDebugKotlin,Number of lines for code generation,442,442,442,442,442,442,
:layer_0:module_0_27:compileDebugKotlin,Compiler IR translation line number,884,884,884,884,884,884,
:layer_0:module_0_27:compileDebugKotlin,Analysis lines per second,467,342,459,355,579,418,
:layer_0:module_0_27:compileDebugKotlin,Code generation lines per second,489,494,489,482,572,621,
:layer_0:module_0_27:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_27:compileDebugKotlin,Compiler IR generation line number,442,442,442,442,442,442,
:layer_0:module_0_27:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_27:compileDebugKotlin,Clear jar cache,1.33,2.44,1,2,2,5,ms
:layer_0:module_0_27:compileDebugKotlin,Save shrunk current classpath snapshot,2.33,2.83,2,3,6,5,ms
:layer_0:module_0_27:compileDebugKotlin,Store build info,5.0,3.0,5,3,5,3,ms
:layer_0:module_0_27:compileDebugKotlin,Write history file,14.0,3.0,14,1,14,7,ms
:layer_0:module_0_27:compileDebugKotlin,Clear output,6.0,2.5,6,3,6,3,ms
:layer_0:module_0_28:compileDebugKotlin,Compiler IR lowering,463.52,497.84,446,477,584,622,ms
:layer_0:module_0_28:compileDebugKotlin,Run compilation,3183.92,4063.54,3144,3972,3587,4602,ms
:layer_0:module_0_28:compileDebugKotlin,Compiler code analysis,1061.7,1523.8,1050,1537,1305,1809,ms
:layer_0:module_0_28:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,47.74,55.08,41,53,60,73,ms
:layer_0:module_0_28:compileDebugKotlin,Run compilation in Gradle worker,3214.0,4089.7,3172,3992,3624,4622,ms
:layer_0:module_0_28:compileDebugKotlin,Total Gradle task time,3344.84,4276.32,3319,4219,3760,4825,ms
:layer_0:module_0_28:compileDebugKotlin,Calculate output size,2.46,2.26,2,1,4,4,ms
:layer_0:module_0_28:compileDebugKotlin,Update caches,10.9,14.08,10,14,18,21,ms
:layer_0:module_0_28:compileDebugKotlin,Start gradle worker,2.56,2.8,2,3,5,6,ms
:layer_0:module_0_28:compileDebugKotlin,Compiler initialization time,67.06,76.46,66,78,91,105,ms
:layer_0:module_0_28:compileDebugKotlin,Connect to Kotlin daemon,25.16,20.74,13,15,35,25,ms
:layer_0:module_0_28:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,46.08,53.18,40,51,59,71,ms
:layer_0:module_0_28:compileDebugKotlin,Compiler IR generation,332.26,359.38,336,340,398,485,ms
:layer_0:module_0_28:compileDebugKotlin,Compiler IR translation,2138.4,2694.06,2153,2674,2450,3288,ms
:layer_0:module_0_28:compileDebugKotlin,Clear jar cache,1.97,2.06,1,2,3,4,ms
:layer_0:module_0_28:compileDebugKotlin,Spent time before task action,44.74,79.62,44,75,70,121,ms
:layer_0:module_0_28:compileDebugKotlin,Sources compilation round,2999.42,3811.38,2984,3748,3229,4306,ms
:layer_0:module_0_28:compileDebugKotlin,Compiler code generation,796.34,857.7,797,843,923,1070,ms
:layer_0:module_0_28:compileDebugKotlin,Task action before worker execution,23.24,27.48,23,26,34,35,ms
:layer_0:module_0_28:compileDebugKotlin,Load current classpath snapshot,9.74,8.08,7,8,12,12,ms
:layer_0:module_0_28:compileDebugKotlin,Incremental compilation in daemon,3159.8,4026.08,3128,3942,3564,4561,ms
:layer_0:module_0_28:compileDebugKotlin,Compiler IR lowering line number,489,489,489,489,489,489,
:layer_0:module_0_28:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_28:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_28:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_28:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_28:compileDebugKotlin,Size of shrunk classpath snapshot,23.5,23.5,24,24,24,24,KB
:layer_0:module_0_28:compileDebugKotlin,Number of lines analyzed,489,489,489,489,489,489,
:layer_0:module_0_28:compileDebugKotlin,Total size of the cache directory,579.9,579.9,580,580,580,580,KB
:layer_0:module_0_28:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_28:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_28:compileDebugKotlin,Number of lines for code generation,489,489,489,489,489,489,
:layer_0:module_0_28:compileDebugKotlin,Compiler IR translation line number,978,978,978,978,978,978,
:layer_0:module_0_28:compileDebugKotlin,Analysis lines per second,470,326,466,318,586,397,
:layer_0:module_0_28:compileDebugKotlin,Code generation lines per second,625,593,613,580,758,761,
:layer_0:module_0_28:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_28:compileDebugKotlin,Compiler IR generation line number,489,489,489,489,489,489,
:layer_0:module_0_28:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_28:compileDebugKotlin,Store build info,2.5,4.17,3,4,3,6,ms
:layer_0:module_0_28:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.43,3,3,3,3,ms
:layer_0:module_0_28:compileDebugKotlin,Clear output,2.2,,2,,6,,ms
:layer_0:module_0_28:compileDebugKotlin,Write history file,4.0,2.67,4,3,5,4,ms
:layer_0:module_0_29:compileDebugKotlin,Compiler IR lowering,461.74,506.54,438,505,614,639,ms
:layer_0:module_0_29:compileDebugKotlin,Run compilation,3172.22,4112.38,3164,4057,3508,4722,ms
:layer_0:module_0_29:compileDebugKotlin,Compiler code analysis,1007.94,1535.7,982,1554,1210,1767,ms
:layer_0:module_0_29:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,44.4,64.3,43,53,61,84,ms
:layer_0:module_0_29:compileDebugKotlin,Run compilation in Gradle worker,3190.04,4137.8,3178,4078,3522,4744,ms
:layer_0:module_0_29:compileDebugKotlin,Save shrunk current classpath snapshot,2.67,3.83,3,4,3,6,ms
:layer_0:module_0_29:compileDebugKotlin,Total Gradle task time,3316.34,4341.7,3299,4312,3633,4929,ms
:layer_0:module_0_29:compileDebugKotlin,Calculate output size,1.86,2.2,1,1,4,5,ms
:layer_0:module_0_29:compileDebugKotlin,Update caches,10.6,21.12,11,15,17,24,ms
:layer_0:module_0_29:compileDebugKotlin,Start gradle worker,2.27,5.34,1,2,4,6,ms
:layer_0:module_0_29:compileDebugKotlin,Compiler initialization time,55.6,66.58,54,65,82,102,ms
:layer_0:module_0_29:compileDebugKotlin,Connect to Kotlin daemon,14.06,21.02,12,17,17,26,ms
:layer_0:module_0_29:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,42.62,62.08,40,52,59,81,ms
:layer_0:module_0_29:compileDebugKotlin,Compiler IR generation,335.82,392.98,334,389,437,505,ms
:layer_0:module_0_29:compileDebugKotlin,Compiler IR translation,2247.86,2684.16,2225,2647,2591,3284,ms
:layer_0:module_0_29:compileDebugKotlin,Spent time before task action,41.38,91.14,41,77,60,141,ms
:layer_0:module_0_29:compileDebugKotlin,Sources compilation round,2991.0,3851.92,2958,3733,3327,4387,ms
:layer_0:module_0_29:compileDebugKotlin,Compiler code generation,798.12,899.94,787,876,962,1112,ms
:layer_0:module_0_29:compileDebugKotlin,Task action before worker execution,18.82,26.18,19,26,32,39,ms
:layer_0:module_0_29:compileDebugKotlin,Load current classpath snapshot,10.02,8.84,7,8,13,16,ms
:layer_0:module_0_29:compileDebugKotlin,Incremental compilation in daemon,3145.32,4082.54,3122,4030,3489,4695,ms
:layer_0:module_0_29:compileDebugKotlin,Compiler IR lowering line number,471,471,471,471,471,471,
:layer_0:module_0_29:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_29:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_29:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_29:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_29:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_29:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
:layer_0:module_0_29:compileDebugKotlin,Total size of the cache directory,581.9,581.9,582,582,582,582,KB
:layer_0:module_0_29:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_29:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_29:compileDebugKotlin,Number of lines for code generation,471,471,471,471,471,471,
:layer_0:module_0_29:compileDebugKotlin,Compiler IR translation line number,942,942,942,942,942,942,
:layer_0:module_0_29:compileDebugKotlin,Analysis lines per second,476,310,479,303,562,370,
:layer_0:module_0_29:compileDebugKotlin,Code generation lines per second,602,539,598,538,723,669,
:layer_0:module_0_29:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_29:compileDebugKotlin,Compiler IR generation line number,471,471,471,471,471,471,
:layer_0:module_0_29:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_29:compileDebugKotlin,Clear jar cache,2.73,2.37,3,2,6,4,ms
:layer_0:module_0_29:compileDebugKotlin,Write history file,6.0,6.0,6,6,6,6,ms
:layer_0:module_0_29:compileDebugKotlin,Store build info,2.0,,2,,3,,ms
:layer_0:module_0_29:compileDebugKotlin,Clear output,3.0,2.67,3,3,3,3,ms
:layer_0:module_0_3:compileDebugKotlin,Compiler IR lowering,412.6,497.58,399,508,514,603,ms
:layer_0:module_0_3:compileDebugKotlin,Run compilation,2940.4,3873.3,2868,3871,3278,4354,ms
:layer_0:module_0_3:compileDebugKotlin,Compiler code analysis,911.14,1476.58,883,1439,1070,1722,ms
:layer_0:module_0_3:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,42.14,61.06,40,53,55,91,ms
:layer_0:module_0_3:compileDebugKotlin,Run compilation in Gradle worker,2958.58,3895.16,2892,3895,3290,4373,ms
:layer_0:module_0_3:compileDebugKotlin,Total Gradle task time,3088.26,4111.08,3036,4103,3405,4641,ms
:layer_0:module_0_3:compileDebugKotlin,Calculate output size,1.82,2.6,1,1,4,6,ms
:layer_0:module_0_3:compileDebugKotlin,Update caches,9.76,13.5,10,14,13,20,ms
:layer_0:module_0_3:compileDebugKotlin,Start gradle worker,2.42,3.34,2,3,5,7,ms
:layer_0:module_0_3:compileDebugKotlin,Compiler initialization time,60.42,63.66,61,60,87,88,ms
:layer_0:module_0_3:compileDebugKotlin,Connect to Kotlin daemon,14.54,17.06,13,17,20,27,ms
:layer_0:module_0_3:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,40.12,58.86,38,51,52,89,ms
:layer_0:module_0_3:compileDebugKotlin,Compiler IR generation,313.4,390.98,305,376,384,508,ms
:layer_0:module_0_3:compileDebugKotlin,Compiler IR translation,2127.7,2393.2,2130,2336,2361,2979,ms
:layer_0:module_0_3:compileDebugKotlin,Clear jar cache,2.13,2.38,2,2,5,5,ms
:layer_0:module_0_3:compileDebugKotlin,Spent time before task action,46.84,96.02,46,85,59,133,ms
:layer_0:module_0_3:compileDebugKotlin,Sources compilation round,2767.2,3632.5,2711,3608,3085,4076,ms
:layer_0:module_0_3:compileDebugKotlin,Compiler code generation,726.62,889.04,716,877,891,1117,ms
:layer_0:module_0_3:compileDebugKotlin,Task action before worker execution,22.94,41.64,23,29,35,44,ms
:layer_0:module_0_3:compileDebugKotlin,Load current classpath snapshot,8.3,8.02,6,8,10,12,ms
:layer_0:module_0_3:compileDebugKotlin,Incremental compilation in daemon,2917.16,3842.66,2847,3846,3223,4322,ms
:layer_0:module_0_3:compileDebugKotlin,Compiler IR lowering line number,442,442,442,442,442,442,
:layer_0:module_0_3:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_3:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_3:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_3:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_3:compileDebugKotlin,Size of shrunk classpath snapshot,22.9,22.9,23,23,23,23,KB
:layer_0:module_0_3:compileDebugKotlin,Number of lines analyzed,442,442,442,442,442,442,
:layer_0:module_0_3:compileDebugKotlin,Total size of the cache directory,572.7,572.7,573,573,573,573,KB
:layer_0:module_0_3:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_3:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_3:compileDebugKotlin,Number of lines for code generation,442,442,442,442,442,442,
:layer_0:module_0_3:compileDebugKotlin,Compiler IR translation line number,884,884,884,884,884,884,
:layer_0:module_0_3:compileDebugKotlin,Analysis lines per second,495,303,501,307,581,348,
:layer_0:module_0_3:compileDebugKotlin,Code generation lines per second,621,516,617,504,741,671,
:layer_0:module_0_3:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_3:compileDebugKotlin,Compiler IR generation line number,442,442,442,442,442,442,
:layer_0:module_0_3:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_3:compileDebugKotlin,Write history file,3.0,2.0,3,2,3,3,ms
:layer_0:module_0_3:compileDebugKotlin,Save shrunk current classpath snapshot,2.57,3.0,3,2,6,6,ms
:layer_0:module_0_3:compileDebugKotlin,Store build info,3.0,3.0,3,3,3,3,ms
:layer_0:module_0_3:compileDebugKotlin,Clear output,4.0,,4,,7,,ms
:layer_0:module_0_30:compileDebugKotlin,Compiler IR lowering,368.72,479.5,354,491,471,593,ms
:layer_0:module_0_30:compileDebugKotlin,Run compilation,2724.92,3255.96,2729,3207,3000,3789,ms
:layer_0:module_0_30:compileDebugKotlin,Compiler code analysis,942.68,1066.56,952,1043,1152,1311,ms
:layer_0:module_0_30:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,29.28,41.2,25,41,51,59,ms
:layer_0:module_0_30:compileDebugKotlin,Run compilation in Gradle worker,2741.68,3299.6,2743,3231,3028,3821,ms
:layer_0:module_0_30:compileDebugKotlin,Total Gradle task time,2846.62,3466.08,2846,3387,3103,4063,ms
:layer_0:module_0_30:compileDebugKotlin,Calculate output size,1.58,1.92,1,1,4,4,ms
:layer_0:module_0_30:compileDebugKotlin,Update caches,7.58,10.68,6,11,12,15,ms
:layer_0:module_0_30:compileDebugKotlin,Start gradle worker,2.42,3.4,2,3,4,7,ms
:layer_0:module_0_30:compileDebugKotlin,Compiler initialization time,63.62,59.84,62,55,81,73,ms
:layer_0:module_0_30:compileDebugKotlin,Connect to Kotlin daemon,13.86,39.72,10,20,17,91,ms
:layer_0:module_0_30:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,27.9,39.52,23,40,47,58,ms
:layer_0:module_0_30:compileDebugKotlin,Compiler IR generation,256.42,330.3,249,322,325,430,ms
:layer_0:module_0_30:compileDebugKotlin,Compiler IR translation,1912.12,2250.96,1943,2194,2233,2664,ms
:layer_0:module_0_30:compileDebugKotlin,Spent time before task action,46.32,88.32,45,85,61,114,ms
:layer_0:module_0_30:compileDebugKotlin,Sources compilation round,2593.44,3068.6,2615,3041,2871,3495,ms
:layer_0:module_0_30:compileDebugKotlin,Compiler code generation,625.64,810.36,601,800,774,1006,ms
:layer_0:module_0_30:compileDebugKotlin,Task action before worker execution,22.14,29.18,22,29,33,42,ms
:layer_0:module_0_30:compileDebugKotlin,Load current classpath snapshot,4.22,5.86,4,5,8,10,ms
:layer_0:module_0_30:compileDebugKotlin,Incremental compilation in daemon,2702.78,3221.86,2712,3182,2982,3764,ms
:layer_0:module_0_30:compileDebugKotlin,Compiler IR lowering line number,475,475,475,475,475,475,
:layer_0:module_0_30:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_30:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_30:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_30:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_30:compileDebugKotlin,Size of shrunk classpath snapshot,25.1,25.1,25,25,25,25,KB
:layer_0:module_0_30:compileDebugKotlin,Number of lines analyzed,475,475,475,475,475,475,
:layer_0:module_0_30:compileDebugKotlin,Total size of the cache directory,571.8,571.8,572,572,572,572,KB
:layer_0:module_0_30:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_0:module_0_30:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_0:module_0_30:compileDebugKotlin,Number of lines for code generation,475,475,475,475,475,475,
:layer_0:module_0_30:compileDebugKotlin,Compiler IR translation line number,950,950,950,950,950,950,
:layer_0:module_0_30:compileDebugKotlin,Analysis lines per second,514,460,499,455,640,582,
:layer_0:module_0_30:compileDebugKotlin,Code generation lines per second,771,600,790,593,881,773,
:layer_0:module_0_30:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:layer_0:module_0_30:compileDebugKotlin,Compiler IR generation line number,475,475,475,475,475,475,
:layer_0:module_0_30:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:layer_0:module_0_30:compileDebugKotlin,Clear output,3.0,2.5,3,3,4,3,ms
:layer_0:module_0_30:compileDebugKotlin,Clear outputs on rebuild,1.0,3.0,1,3,1,3,ms
:layer_0:module_0_30:compileDebugKotlin,Clear jar cache,2.0,2.0,2,1,2,5,ms
:layer_0:module_0_30:compileDebugKotlin,Store build info,2.0,1.6,2,1,2,3,ms
:layer_0:module_0_30:compileDebugKotlin,Save shrunk current classpath snapshot,1.8,2.5,2,3,3,3,ms
:layer_0:module_0_31:compileDebugKotlin,Compiler IR lowering,413.5,485.96,402,456,526,691,ms
:layer_0:module_0_31:compileDebugKotlin,Run compilation,3255.52,3720.14,3266,3655,3569,4211,ms
:layer_0:module_0_31:compileDebugKotlin,Compiler code analysis,1042.5,1372.54,964,1367,1445,1606,ms
:layer_0:module_0_31:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,39.96,50.84,37,48,47,64,ms
:layer_0:module_0_31:compileDebugKotlin,Run compilation in Gradle worker,3272.5,3743.4,3287,3672,3585,4241,ms
:layer_0:module_0_31:compileDebugKotlin,Save shrunk current classpath snapshot,2.25,3.17,3,3,3,5,ms
:layer_0:module_0_31:compileDebugKotlin,Total Gradle task time,3394.72,3902.96,3404,3823,3762,4495,ms
:layer_0:module_0_31:compileDebugKotlin,Calculate output size,1.84,1.86,1,1,4,4,ms
:layer_0:module_0_31:compileDebugKotlin,Update caches,12.74,12.78,10,12,16,17,ms
:layer_0:module_0_31:compileDebugKotlin,Start gradle worker,2.46,2.28,2,1,5,5,ms
:layer_0:module_0_31:compileDebugKotlin,Compiler initialization time,68.68,85.86,59,80,81,120,ms
:layer_0:module_0_31:compileDebugKotlin,Connect to Kotlin daemon,11.46,17.88,11,15,16,24,ms
:layer_0:module_0_31:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,38.38,48.76,36,45,46,61,ms
:layer_0:module_0_31:compileDebugKotlin,Compiler IR generation,331.36,377.78,311,372,448,543,ms
:layer_0:module_0_31:compileDebugKotlin,Compiler IR translation,2456.5,2341.24,2297,2380,3169,2614,ms
:layer_0:module_0_31:compileDebugKotlin,Clear jar cache,2.32,2.34,2,2,5,4,ms
:layer_0:module_0_31:compileDebugKotlin,Spent time before task action,41.94,70.0,40,64,57,82,ms
:layer_0:module_0_31:compileDebugKotlin,Sources compilation round,3090.24,3501.16,3084,3453,3397,4000,ms
:layer_0:module_0_31:compileDebugKotlin,Compiler code generation,745.32,864.3,733,822,914,1139,ms
:layer_0:module_0_31:compileDebugKotlin,Task action before worker execution,19.5,21.76,19,23,29,29,ms
:layer_0:module_0_31:compileDebugKotlin,Load current classpath snapshot,8.4,8.74,6,6,9,10,ms
:layer_0:module_0_31:compileDebugKotlin,Incremental compilation in daemon,3237.72,3691.78,3247,3637,3545,4181,ms
:layer_0:module_0_31:compileDebugKotlin,Compiler IR lowering line number,471,471,471,471,471,471,
:layer_0:module_0_31:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_0:module_0_31:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_0:module_0_31:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:layer_0:module_0_31:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_0:module_0_31:compileDebugKotlin,Size of shrunk classpath snapshot,22.7,22.7,23,23,23,23,KB
:layer_0:module_0_31:compileDebugKotlin,Number of lines analyzed,471,471,471,471,471,471,
