Category,Metric,varianta_parallel Mean,variantb_g1 Mean,varianta_parallel P50,variantb_g1 P50,varianta_parallel P90,variantb_g1 P90,Unit
:layer_3:module_3_255:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,1.67,1,2,1,2,ms
:layer_3:module_3_255:compileDebugKotlin,Store build info,2.0,,2,,2,,ms
:layer_3:module_3_256:compileDebugKotlin,Compiler initialization time,73.06,97.16,69,66,100,101,ms
:layer_3:module_3_256:compileDebugKotlin,Compiler IR generation,145.3,142.34,127,134,166,181,ms
:layer_3:module_3_256:compileDebugKotlin,Total Gradle task time,1756.72,1792.64,1637,1665,2332,2377,ms
:layer_3:module_3_256:compileDebugKotlin,Compiler IR lowering,197.38,228.3,168,190,247,289,ms
:layer_3:module_3_256:compileDebugKotlin,Compiler code generation,343.32,371.22,299,320,426,471,ms
:layer_3:module_3_256:compileDebugKotlin,Compiler IR translation,1284.22,1276.22,1152,1194,2369,1561,ms
:layer_3:module_3_256:compileDebugKotlin,Compiler code analysis,417.8,394.54,388,393,529,480,ms
:layer_3:module_3_256:compileDebugKotlin,Run compilation,1636.62,1669.26,1519,1560,2209,2262,ms
:layer_3:module_3_256:compileDebugKotlin,Incremental compilation in daemon,1619.58,1649.64,1501,1546,2180,2233,ms
:layer_3:module_3_256:compileDebugKotlin,Connect to Kotlin daemon,5.08,5.9,5,5,8,12,ms
:layer_3:module_3_256:compileDebugKotlin,Clear jar cache,1.91,2.03,1,1,3,4,ms
:layer_3:module_3_256:compileDebugKotlin,Calculate output size,1.43,14.2,1,1,4,2,ms
:layer_3:module_3_256:compileDebugKotlin,Start gradle worker,1.54,1.72,1,1,3,4,ms
:layer_3:module_3_256:compileDebugKotlin,Task action before worker execution,16.46,17.42,14,14,26,31,ms
:layer_3:module_3_256:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,66.88,69.12,62,63,74,84,ms
:layer_3:module_3_256:compileDebugKotlin,Update caches,2.34,2.9,2,2,3,5,ms
:layer_3:module_3_256:compileDebugKotlin,Load current classpath snapshot,11.06,12.46,10,11,14,20,ms
:layer_3:module_3_256:compileDebugKotlin,Spent time before task action,51.02,52.12,53,46,69,73,ms
:layer_3:module_3_256:compileDebugKotlin,Run compilation in Gradle worker,1646.24,1680.14,1526,1569,2218,2278,ms
:layer_3:module_3_256:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,69.3,71.48,64,66,77,87,ms
:layer_3:module_3_256:compileDebugKotlin,Sources compilation round,1480.14,1505.08,1381,1414,2069,2018,ms
:layer_3:module_3_256:compileDebugKotlin,Compiler IR lowering line number,558,558,558,558,558,558,
:layer_3:module_3_256:compileDebugKotlin,Number of lines analyzed,558,558,558,558,558,558,
:layer_3:module_3_256:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_256:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_256:compileDebugKotlin,Analysis lines per second,1413,1451,1438,1420,1735,1809,
:layer_3:module_3_256:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_256:compileDebugKotlin,Compiler IR generation line number,558,558,558,558,558,558,
:layer_3:module_3_256:compileDebugKotlin,Number of lines for code generation,558,558,558,558,558,558,
:layer_3:module_3_256:compileDebugKotlin,Compiler IR translation line number,1116,1116,1116,1116,1116,1116,
:layer_3:module_3_256:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_256:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,297,297,297,297,297,297,
:layer_3:module_3_256:compileDebugKotlin,Number of classpath entries,298,298,298,298,298,298,
:layer_3:module_3_256:compileDebugKotlin,Size of shrunk classpath snapshot,73.5,73.5,74,74,74,74,KB
:layer_3:module_3_256:compileDebugKotlin,Size of classpath snapshot,27.1,27.1,27,27,27,27,MB
:layer_3:module_3_256:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_256:compileDebugKotlin,Total size of the cache directory,593.2,593.2,593,593,593,593,KB
:layer_3:module_3_256:compileDebugKotlin,Code generation lines per second,1785,1654,1869,1743,2128,2013,
:layer_3:module_3_256:compileDebugKotlin,Write history file,1.67,1.5,1,2,3,2,ms
:layer_3:module_3_256:compileDebugKotlin,Store build info,1.0,,1,,1,,ms
:layer_3:module_3_256:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,3.0,1,3,1,3,ms
:layer_3:module_3_256:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_3:module_3_257:compileDebugKotlin,Compiler initialization time,55.32,52.94,53,51,79,77,ms
:layer_3:module_3_257:compileDebugKotlin,Compiler IR generation,189.66,193.84,169,172,244,244,ms
:layer_3:module_3_257:compileDebugKotlin,Total Gradle task time,1874.24,1958.22,1836,1915,2219,2521,ms
:layer_3:module_3_257:compileDebugKotlin,Compiler IR lowering,312.6,345.64,294,305,371,467,ms
:layer_3:module_3_257:compileDebugKotlin,Compiler code generation,502.82,539.98,464,500,609,650,ms
:layer_3:module_3_257:compileDebugKotlin,Compiler IR translation,1382.42,1391.42,1336,1410,1687,1719,ms
:layer_3:module_3_257:compileDebugKotlin,Compiler code analysis,383.34,398.26,363,365,476,478,ms
:layer_3:module_3_257:compileDebugKotlin,Run compilation,1766.26,1826.28,1717,1813,2129,2307,ms
:layer_3:module_3_257:compileDebugKotlin,Incremental compilation in daemon,1756.72,1815.64,1708,1801,2118,2299,ms
:layer_3:module_3_257:compileDebugKotlin,Connect to Kotlin daemon,5.98,29.3,3,4,8,12,ms
:layer_3:module_3_257:compileDebugKotlin,Start gradle worker,1.27,1.22,1,1,2,2,ms
:layer_3:module_3_257:compileDebugKotlin,Task action before worker execution,12.0,11.94,12,12,14,14,ms
:layer_3:module_3_257:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,57.42,62.3,57,58,65,74,ms
:layer_3:module_3_257:compileDebugKotlin,Update caches,3.72,6.18,4,4,4,6,ms
:layer_3:module_3_257:compileDebugKotlin,Load current classpath snapshot,9.96,10.74,10,10,11,12,ms
:layer_3:module_3_257:compileDebugKotlin,Spent time before task action,37.54,37.08,35,35,54,53,ms
:layer_3:module_3_257:compileDebugKotlin,Run compilation in Gradle worker,1775.52,1859.88,1725,1818,2138,2421,ms
:layer_3:module_3_257:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,59.3,64.22,58,60,66,75,ms
:layer_3:module_3_257:compileDebugKotlin,Sources compilation round,1636.22,1690.5,1577,1680,2002,2180,ms
:layer_3:module_3_257:compileDebugKotlin,Compiler IR lowering line number,718,718,718,718,718,718,
:layer_3:module_3_257:compileDebugKotlin,Number of lines analyzed,718,718,718,718,718,718,
:layer_3:module_3_257:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_257:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_257:compileDebugKotlin,Analysis lines per second,1975,1949,1981,1967,2560,2535,
:layer_3:module_3_257:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_257:compileDebugKotlin,Compiler IR generation line number,718,718,718,718,718,718,
:layer_3:module_3_257:compileDebugKotlin,Number of lines for code generation,718,718,718,718,718,718,
:layer_3:module_3_257:compileDebugKotlin,Compiler IR translation line number,1436,1436,1436,1436,1436,1436,
:layer_3:module_3_257:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_257:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,284,284,284,284,284,284,
:layer_3:module_3_257:compileDebugKotlin,Number of classpath entries,285,285,285,285,285,285,
:layer_3:module_3_257:compileDebugKotlin,Size of shrunk classpath snapshot,34.7,34.7,35,35,35,35,KB
:layer_3:module_3_257:compileDebugKotlin,Size of classpath snapshot,26.4,26.4,26,26,26,26,MB
:layer_3:module_3_257:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_257:compileDebugKotlin,Total size of the cache directory,678.9,678.9,679,679,679,679,KB
:layer_3:module_3_257:compileDebugKotlin,Code generation lines per second,1510,1421,1547,1436,1858,1745,
:layer_3:module_3_257:compileDebugKotlin,Calculate output size,1.43,1.0,1,1,4,1,ms
:layer_3:module_3_257:compileDebugKotlin,Clear jar cache,1.85,1.43,2,1,4,3,ms
:layer_3:module_3_257:compileDebugKotlin,Clear output,1.0,,1,,1,,ms
:layer_3:module_3_257:compileDebugKotlin,Save shrunk current classpath snapshot,2.0,3.0,2,3,2,3,ms
:layer_3:module_3_257:compileDebugKotlin,Store build info,1.0,,1,,1,,ms
:layer_3:module_3_258:compileDebugKotlin,Compiler initialization time,70.8,71.56,55,54,83,78,ms
:layer_3:module_3_258:compileDebugKotlin,Compiler IR generation,63.6,61.6,54,53,85,90,ms
:layer_3:module_3_258:compileDebugKotlin,Total Gradle task time,1210.9,1258.98,1176,1221,1558,1553,ms
:layer_3:module_3_258:compileDebugKotlin,Compiler IR lowering,105.92,117.72,90,105,170,192,ms
:layer_3:module_3_258:compileDebugKotlin,Compiler code generation,170.2,179.88,145,162,277,272,ms
:layer_3:module_3_258:compileDebugKotlin,Compiler IR translation,939.4,905.46,883,844,1110,1141,ms
:layer_3:module_3_258:compileDebugKotlin,Compiler code analysis,287.14,324.64,283,293,379,385,ms
:layer_3:module_3_258:compileDebugKotlin,Run compilation,1121.42,1165.64,1069,1129,1342,1445,ms
:layer_3:module_3_258:compileDebugKotlin,Incremental compilation in daemon,1109.34,1155.6,1060,1116,1279,1432,ms
:layer_3:module_3_258:compileDebugKotlin,Connect to Kotlin daemon,13.22,4.94,3,4,9,7,ms
:layer_3:module_3_258:compileDebugKotlin,Calculate output size,1.22,1.22,1,1,1,2,ms
:layer_3:module_3_258:compileDebugKotlin,Start gradle worker,1.23,1.26,1,1,2,2,ms
:layer_3:module_3_258:compileDebugKotlin,Task action before worker execution,9.22,9.52,9,9,13,12,ms
:layer_3:module_3_258:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,60.34,75.42,57,62,71,142,ms
:layer_3:module_3_258:compileDebugKotlin,Update caches,1.17,1.22,1,1,1,2,ms
:layer_3:module_3_258:compileDebugKotlin,Load current classpath snapshot,10.8,13.04,10,11,14,23,ms
:layer_3:module_3_258:compileDebugKotlin,Spent time before task action,30.38,33.02,29,31,43,53,ms
:layer_3:module_3_258:compileDebugKotlin,Run compilation in Gradle worker,1138.04,1174.3,1088,1140,1481,1451,ms
:layer_3:module_3_258:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,62.34,77.34,59,64,73,144,ms
:layer_3:module_3_258:compileDebugKotlin,Sources compilation round,1000.54,1031.5,961,1002,1152,1333,ms
:layer_3:module_3_258:compileDebugKotlin,Compiler IR lowering line number,246,246,246,246,246,246,
:layer_3:module_3_258:compileDebugKotlin,Number of lines analyzed,246,246,246,246,246,246,
:layer_3:module_3_258:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_258:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_258:compileDebugKotlin,Analysis lines per second,887,828,871,839,1145,1086,
:layer_3:module_3_258:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_258:compileDebugKotlin,Compiler IR generation line number,246,246,246,246,246,246,
:layer_3:module_3_258:compileDebugKotlin,Number of lines for code generation,246,246,246,246,246,246,
:layer_3:module_3_258:compileDebugKotlin,Compiler IR translation line number,492,492,492,492,492,492,
:layer_3:module_3_258:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_258:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,287,287,287,287,287,287,
:layer_3:module_3_258:compileDebugKotlin,Number of classpath entries,288,288,288,288,288,288,
:layer_3:module_3_258:compileDebugKotlin,Size of shrunk classpath snapshot,52.3,52.3,52,52,52,52,KB
:layer_3:module_3_258:compileDebugKotlin,Size of classpath snapshot,26.7,26.7,27,27,27,27,MB
:layer_3:module_3_258:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_258:compileDebugKotlin,Total size of the cache directory,526.7,526.7,527,527,527,527,KB
:layer_3:module_3_258:compileDebugKotlin,Code generation lines per second,1561,1450,1702,1518,1863,1807,
:layer_3:module_3_258:compileDebugKotlin,Clear jar cache,1.85,1.81,1,1,4,4,ms
:layer_3:module_3_258:compileDebugKotlin,Write history file,3.0,1.0,3,1,3,1,ms
:layer_3:module_3_258:compileDebugKotlin,Clear output,3.0,,3,,3,,ms
:layer_3:module_3_258:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,2.0,1,2,1,2,ms
:layer_3:module_3_258:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:layer_3:module_3_259:compileDebugKotlin,Compiler initialization time,70.94,52.46,59,55,85,76,ms
:layer_3:module_3_259:compileDebugKotlin,Compiler IR generation,93.1,90.04,81,78,143,140,ms
:layer_3:module_3_259:compileDebugKotlin,Total Gradle task time,1297.4,1286.34,1255,1268,1706,1501,ms
:layer_3:module_3_259:compileDebugKotlin,Compiler IR lowering,104.88,111.76,95,98,124,166,ms
:layer_3:module_3_259:compileDebugKotlin,Compiler code generation,198.54,202.22,183,185,301,299,ms
:layer_3:module_3_259:compileDebugKotlin,Compiler IR translation,910.6,924.84,854,891,1183,1142,ms
:layer_3:module_3_259:compileDebugKotlin,Compiler code analysis,302.66,315.38,290,308,377,408,ms
:layer_3:module_3_259:compileDebugKotlin,Run compilation,1159.84,1185.92,1131,1166,1304,1356,ms
:layer_3:module_3_259:compileDebugKotlin,Incremental compilation in daemon,1149.22,1163.9,1120,1149,1292,1344,ms
:layer_3:module_3_259:compileDebugKotlin,Connect to Kotlin daemon,38.32,4.18,4,3,81,8,ms
:layer_3:module_3_259:compileDebugKotlin,Clear jar cache,1.5,1.72,1,1,3,3,ms
:layer_3:module_3_259:compileDebugKotlin,Calculate output size,1.13,1.32,1,1,1,3,ms
:layer_3:module_3_259:compileDebugKotlin,Start gradle worker,1.18,1.16,1,1,2,2,ms
:layer_3:module_3_259:compileDebugKotlin,Task action before worker execution,28.22,17.74,9,9,16,13,ms
:layer_3:module_3_259:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,72.82,80.88,62,66,115,122,ms
:layer_3:module_3_259:compileDebugKotlin,Update caches,1.33,1.52,1,1,3,4,ms
:layer_3:module_3_259:compileDebugKotlin,Load current classpath snapshot,13.28,13.52,11,11,20,22,ms
:layer_3:module_3_259:compileDebugKotlin,Spent time before task action,37.16,36.16,34,36,48,52,ms
:layer_3:module_3_259:compileDebugKotlin,Run compilation in Gradle worker,1201.02,1193.26,1156,1173,1520,1364,ms
:layer_3:module_3_259:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,75.9,83.72,64,70,117,127,ms
:layer_3:module_3_259:compileDebugKotlin,Sources compilation round,1030.3,1035.04,1002,1025,1195,1186,ms
:layer_3:module_3_259:compileDebugKotlin,Compiler IR lowering line number,258,258,258,258,258,258,
:layer_3:module_3_259:compileDebugKotlin,Number of lines analyzed,258,258,258,258,258,258,
:layer_3:module_3_259:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_259:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_259:compileDebugKotlin,Analysis lines per second,867,853,889,838,1010,1072,
:layer_3:module_3_259:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_259:compileDebugKotlin,Compiler IR generation line number,258,258,258,258,258,258,
:layer_3:module_3_259:compileDebugKotlin,Number of lines for code generation,258,258,258,258,258,258,
:layer_3:module_3_259:compileDebugKotlin,Compiler IR translation line number,516,516,516,516,516,516,
:layer_3:module_3_259:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_259:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,302,302,302,302,302,302,
:layer_3:module_3_259:compileDebugKotlin,Number of classpath entries,303,303,303,303,303,303,
:layer_3:module_3_259:compileDebugKotlin,Size of shrunk classpath snapshot,69.1,69.1,69,69,69,69,KB
:layer_3:module_3_259:compileDebugKotlin,Size of classpath snapshot,28.6,28.6,29,29,29,29,MB
:layer_3:module_3_259:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_259:compileDebugKotlin,Total size of the cache directory,527.7,527.7,528,528,528,528,KB
:layer_3:module_3_259:compileDebugKotlin,Code generation lines per second,1368,1347,1414,1395,1664,1697,
:layer_3:module_3_259:compileDebugKotlin,Save shrunk current classpath snapshot,57.0,11.33,57,3,57,28,ms
:layer_3:module_3_260:compileDebugKotlin,Compiler initialization time,50.8,51.3,46,48,78,82,ms
:layer_3:module_3_260:compileDebugKotlin,Compiler IR generation,278.98,257.42,247,250,367,320,ms
:layer_3:module_3_260:compileDebugKotlin,Total Gradle task time,2467.54,2525.2,2422,2472,2908,2988,ms
:layer_3:module_3_260:compileDebugKotlin,Compiler IR lowering,435.84,438.44,394,409,576,515,ms
:layer_3:module_3_260:compileDebugKotlin,Compiler code generation,715.42,696.4,662,672,889,790,ms
:layer_3:module_3_260:compileDebugKotlin,Compiler IR translation,1833.48,1904.72,1785,1792,2044,2889,ms
:layer_3:module_3_260:compileDebugKotlin,Compiler code analysis,494.62,506.36,475,474,592,601,ms
:layer_3:module_3_260:compileDebugKotlin,Run compilation,2336.26,2376.58,2290,2331,2766,2839,ms
:layer_3:module_3_260:compileDebugKotlin,Incremental compilation in daemon,2325.5,2367.18,2283,2323,2750,2827,ms
:layer_3:module_3_260:compileDebugKotlin,Connect to Kotlin daemon,5.64,6.08,3,3,10,8,ms
:layer_3:module_3_260:compileDebugKotlin,Clear jar cache,1.8,2.09,1,2,4,4,ms
:layer_3:module_3_260:compileDebugKotlin,Calculate output size,1.2,1.32,1,1,1,2,ms
:layer_3:module_3_260:compileDebugKotlin,Start gradle worker,1.49,1.47,1,1,3,3,ms
:layer_3:module_3_260:compileDebugKotlin,Task action before worker execution,14.54,14.08,14,14,19,17,ms
:layer_3:module_3_260:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,60.36,59.22,52,52,100,70,ms
:layer_3:module_3_260:compileDebugKotlin,Update caches,6.1,8.7,5,5,10,8,ms
:layer_3:module_3_260:compileDebugKotlin,Load current classpath snapshot,8.22,8.82,8,8,10,14,ms
:layer_3:module_3_260:compileDebugKotlin,Spent time before task action,39.9,44.74,37,38,56,61,ms
:layer_3:module_3_260:compileDebugKotlin,Run compilation in Gradle worker,2345.18,2386.32,2300,2338,2773,2847,ms
