Category,Metric,varianta_parallel Mean,variantb_g1 Mean,varianta_parallel P50,variantb_g1 P50,varianta_parallel P90,variantb_g1 P90,Unit
:layer_3:module_3_249:compileDebugKotlin,Compiler code analysis,304.0,305.22,300,293,409,398,ms
:layer_3:module_3_249:compileDebugKotlin,Run compilation,1214.82,1183.14,1228,1161,1562,1589,ms
:layer_3:module_3_249:compileDebugKotlin,Incremental compilation in daemon,1205.68,1173.74,1220,1153,1556,1575,ms
:layer_3:module_3_249:compileDebugKotlin,Connect to Kotlin daemon,5.84,13.86,3,3,8,49,ms
:layer_3:module_3_249:compileDebugKotlin,Clear jar cache,1.19,2.33,1,2,2,5,ms
:layer_3:module_3_249:compileDebugKotlin,Calculate output size,1.26,1.19,1,1,2,1,ms
:layer_3:module_3_249:compileDebugKotlin,Start gradle worker,2.34,1.23,1,1,2,2,ms
:layer_3:module_3_249:compileDebugKotlin,Task action before worker execution,10.74,10.98,9,10,20,18,ms
:layer_3:module_3_249:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,61.26,64.02,56,57,77,90,ms
:layer_3:module_3_249:compileDebugKotlin,Update caches,1.66,1.86,2,2,3,4,ms
:layer_3:module_3_249:compileDebugKotlin,Load current classpath snapshot,10.96,11.48,10,10,18,18,ms
:layer_3:module_3_249:compileDebugKotlin,Spent time before task action,33.78,42.84,32,34,51,65,ms
:layer_3:module_3_249:compileDebugKotlin,Run compilation in Gradle worker,1223.14,1200.58,1234,1174,1569,1608,ms
:layer_3:module_3_249:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,63.2,66.0,58,59,79,92,ms
:layer_3:module_3_249:compileDebugKotlin,Sources compilation round,1077.26,1056.54,1101,1042,1381,1443,ms
:layer_3:module_3_249:compileDebugKotlin,Compiler IR lowering line number,335,335,335,335,335,335,
:layer_3:module_3_249:compileDebugKotlin,Number of lines analyzed,335,335,335,335,335,335,
:layer_3:module_3_249:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_249:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_249:compileDebugKotlin,Analysis lines per second,1167,1163,1116,1143,1615,1557,
:layer_3:module_3_249:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_249:compileDebugKotlin,Compiler IR generation line number,335,335,335,335,335,335,
:layer_3:module_3_249:compileDebugKotlin,Number of lines for code generation,335,335,335,335,335,335,
:layer_3:module_3_249:compileDebugKotlin,Compiler IR translation line number,670,670,670,670,670,670,
:layer_3:module_3_249:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_249:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,272,272,272,272,272,272,
:layer_3:module_3_249:compileDebugKotlin,Number of classpath entries,273,273,273,273,273,273,
:layer_3:module_3_249:compileDebugKotlin,Size of shrunk classpath snapshot,45.1,45.1,45,45,45,45,KB
:layer_3:module_3_249:compileDebugKotlin,Size of classpath snapshot,24.5,24.5,25,25,25,25,MB
:layer_3:module_3_249:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_249:compileDebugKotlin,Total size of the cache directory,550.2,550.2,550,550,550,550,KB
:layer_3:module_3_249:compileDebugKotlin,Code generation lines per second,1676,1622,1754,1713,1977,1994,
:layer_3:module_3_249:compileDebugKotlin,Store build info,2.0,,2,,2,,ms
:layer_3:module_3_249:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,3.0,1,3,1,4,ms
:layer_3:module_3_250:compileDebugKotlin,Compiler initialization time,74.66,65.12,60,60,89,100,ms
:layer_3:module_3_250:compileDebugKotlin,Compiler IR generation,251.2,310.96,228,252,340,435,ms
:layer_3:module_3_250:compileDebugKotlin,Total Gradle task time,2298.52,2426.14,2245,2320,2782,2930,ms
:layer_3:module_3_250:compileDebugKotlin,Compiler IR lowering,334.28,361.14,320,331,440,474,ms
:layer_3:module_3_250:compileDebugKotlin,Compiler code generation,585.92,672.62,554,634,703,929,ms
:layer_3:module_3_250:compileDebugKotlin,Compiler IR translation,1685.6,1665.0,1608,1598,1919,2025,ms
:layer_3:module_3_250:compileDebugKotlin,Compiler code analysis,465.68,506.96,445,470,545,607,ms
:layer_3:module_3_250:compileDebugKotlin,Run compilation,2139.08,2266.94,2086,2182,2485,2749,ms
:layer_3:module_3_250:compileDebugKotlin,Incremental compilation in daemon,2128.46,2253.58,2078,2168,2471,2741,ms
:layer_3:module_3_250:compileDebugKotlin,Connect to Kotlin daemon,27.3,17.32,4,4,8,10,ms
:layer_3:module_3_250:compileDebugKotlin,Clear jar cache,1.71,1.73,1,1,3,4,ms
:layer_3:module_3_250:compileDebugKotlin,Calculate output size,1.27,1.27,1,1,1,3,ms
:layer_3:module_3_250:compileDebugKotlin,Start gradle worker,1.42,1.36,1,1,3,3,ms
:layer_3:module_3_250:compileDebugKotlin,Task action before worker execution,14.54,14.9,13,13,21,22,ms
:layer_3:module_3_250:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,80.26,83.88,65,70,125,133,ms
:layer_3:module_3_250:compileDebugKotlin,Update caches,6.12,5.7,4,5,7,10,ms
:layer_3:module_3_250:compileDebugKotlin,Load current classpath snapshot,18.14,15.28,11,13,26,24,ms
:layer_3:module_3_250:compileDebugKotlin,Spent time before task action,46.4,52.96,43,48,68,72,ms
:layer_3:module_3_250:compileDebugKotlin,Run compilation in Gradle worker,2169.52,2287.2,2101,2199,2667,2758,ms
:layer_3:module_3_250:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,82.54,86.12,67,72,128,140,ms
:layer_3:module_3_250:compileDebugKotlin,Sources compilation round,1972.84,2081.46,1906,1982,2332,2577,ms
:layer_3:module_3_250:compileDebugKotlin,Compiler IR lowering line number,815,815,815,815,815,815,
:layer_3:module_3_250:compileDebugKotlin,Number of lines analyzed,815,815,815,815,815,815,
:layer_3:module_3_250:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_250:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_250:compileDebugKotlin,Analysis lines per second,1826,1691,1834,1734,2140,2103,
:layer_3:module_3_250:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_250:compileDebugKotlin,Compiler IR generation line number,815,815,815,815,815,815,
:layer_3:module_3_250:compileDebugKotlin,Number of lines for code generation,815,815,815,815,815,815,
:layer_3:module_3_250:compileDebugKotlin,Compiler IR translation line number,1630,1630,1630,1630,1630,1630,
:layer_3:module_3_250:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_250:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,318,318,318,318,318,318,
:layer_3:module_3_250:compileDebugKotlin,Number of classpath entries,319,319,319,319,319,319,
:layer_3:module_3_250:compileDebugKotlin,Size of shrunk classpath snapshot,79.1,79.1,79,79,79,79,KB
:layer_3:module_3_250:compileDebugKotlin,Size of classpath snapshot,29.9,29.9,30,30,30,30,MB
:layer_3:module_3_250:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_250:compileDebugKotlin,Total size of the cache directory,674.4,674.4,674,674,674,674,KB
:layer_3:module_3_250:compileDebugKotlin,Code generation lines per second,1428,1283,1472,1286,1697,1631,
:layer_3:module_3_250:compileDebugKotlin,Clear output,1.5,,2,,2,,ms
:layer_3:module_3_250:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,,3,,5,,ms
:layer_3:module_3_251:compileDebugKotlin,Compiler initialization time,51.54,58.64,56,63,78,98,ms
:layer_3:module_3_251:compileDebugKotlin,Compiler IR generation,196.96,211.7,190,187,254,319,ms
:layer_3:module_3_251:compileDebugKotlin,Total Gradle task time,2012.72,2145.52,1971,2100,2529,2589,ms
:layer_3:module_3_251:compileDebugKotlin,Compiler IR lowering,275.2,296.36,245,254,385,363,ms
:layer_3:module_3_251:compileDebugKotlin,Compiler code generation,472.68,508.7,441,463,605,671,ms
:layer_3:module_3_251:compileDebugKotlin,Compiler IR translation,1574.68,1618.32,1459,1597,1844,2038,ms
:layer_3:module_3_251:compileDebugKotlin,Compiler code analysis,414.56,446.1,407,414,482,533,ms
:layer_3:module_3_251:compileDebugKotlin,Run compilation,1893.62,1998.78,1860,1957,2407,2315,ms
:layer_3:module_3_251:compileDebugKotlin,Incremental compilation in daemon,1870.52,1984.38,1851,1929,2301,2307,ms
:layer_3:module_3_251:compileDebugKotlin,Connect to Kotlin daemon,4.6,15.88,4,5,9,9,ms
:layer_3:module_3_251:compileDebugKotlin,Clear jar cache,1.7,2.06,1,1,3,4,ms
:layer_3:module_3_251:compileDebugKotlin,Calculate output size,1.38,1.28,1,1,3,2,ms
:layer_3:module_3_251:compileDebugKotlin,Start gradle worker,1.32,1.48,1,1,2,3,ms
:layer_3:module_3_251:compileDebugKotlin,Task action before worker execution,13.1,13.82,12,13,18,20,ms
:layer_3:module_3_251:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,68.1,85.18,63,66,88,126,ms
:layer_3:module_3_251:compileDebugKotlin,Update caches,3.92,5.9,3,3,6,8,ms
:layer_3:module_3_251:compileDebugKotlin,Load current classpath snapshot,13.02,13.3,11,11,20,21,ms
:layer_3:module_3_251:compileDebugKotlin,Spent time before task action,42.7,46.56,42,41,59,67,ms
:layer_3:module_3_251:compileDebugKotlin,Run compilation in Gradle worker,1901.64,2018.5,1870,1982,2418,2400,ms
:layer_3:module_3_251:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,70.3,87.92,65,68,90,131,ms
:layer_3:module_3_251:compileDebugKotlin,Sources compilation round,1729.84,1826.18,1675,1790,2135,2185,ms
:layer_3:module_3_251:compileDebugKotlin,Compiler IR lowering line number,640,640,640,640,640,640,
:layer_3:module_3_251:compileDebugKotlin,Number of lines analyzed,640,640,640,640,640,640,
:layer_3:module_3_251:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_251:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_251:compileDebugKotlin,Analysis lines per second,1567,1519,1572,1548,1837,1797,
:layer_3:module_3_251:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_251:compileDebugKotlin,Compiler IR generation line number,640,640,640,640,640,640,
:layer_3:module_3_251:compileDebugKotlin,Number of lines for code generation,640,640,640,640,640,640,
:layer_3:module_3_251:compileDebugKotlin,Compiler IR translation line number,1280,1280,1280,1280,1280,1280,
:layer_3:module_3_251:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_251:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,307,307,307,307,307,307,
:layer_3:module_3_251:compileDebugKotlin,Number of classpath entries,308,308,308,308,308,308,
:layer_3:module_3_251:compileDebugKotlin,Size of shrunk classpath snapshot,75.2,75.2,75,75,75,75,KB
:layer_3:module_3_251:compileDebugKotlin,Size of classpath snapshot,28.6,28.6,29,29,29,29,MB
:layer_3:module_3_251:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_251:compileDebugKotlin,Total size of the cache directory,660.1,660.1,660,660,660,660,KB
:layer_3:module_3_251:compileDebugKotlin,Code generation lines per second,1409,1334,1452,1382,1643,1658,
:layer_3:module_3_251:compileDebugKotlin,Clear outputs on rebuild,4.0,,4,,4,,ms
:layer_3:module_3_251:compileDebugKotlin,Clear output,1.0,1.0,1,1,1,1,ms
:layer_3:module_3_251:compileDebugKotlin,Store build info,3.0,,3,,3,,ms
:layer_3:module_3_252:compileDebugKotlin,Compiler initialization time,72.58,72.06,66,70,97,108,ms
:layer_3:module_3_252:compileDebugKotlin,Compiler IR generation,143.4,153.68,126,130,221,272,ms
:layer_3:module_3_252:compileDebugKotlin,Total Gradle task time,1478.86,1458.0,1434,1455,1974,1784,ms
:layer_3:module_3_252:compileDebugKotlin,Compiler IR lowering,126.14,112.32,102,102,185,169,ms
:layer_3:module_3_252:compileDebugKotlin,Compiler code generation,270.06,266.42,241,236,371,411,ms
:layer_3:module_3_252:compileDebugKotlin,Compiler IR translation,990.86,990.2,946,975,1138,1272,ms
:layer_3:module_3_252:compileDebugKotlin,Compiler code analysis,390.36,370.84,347,333,490,468,ms
:layer_3:module_3_252:compileDebugKotlin,Run compilation,1364.2,1349.4,1330,1345,1806,1605,ms
:layer_3:module_3_252:compileDebugKotlin,Incremental compilation in daemon,1351.48,1332.56,1315,1311,1797,1595,ms
:layer_3:module_3_252:compileDebugKotlin,Connect to Kotlin daemon,22.06,8.54,5,5,11,12,ms
:layer_3:module_3_252:compileDebugKotlin,Clear jar cache,1.5,2.71,1,1,3,4,ms
:layer_3:module_3_252:compileDebugKotlin,Calculate output size,1.24,1.11,1,1,2,1,ms
:layer_3:module_3_252:compileDebugKotlin,Start gradle worker,1.26,1.44,1,1,2,3,ms
:layer_3:module_3_252:compileDebugKotlin,Task action before worker execution,12.54,12.66,11,11,22,21,ms
:layer_3:module_3_252:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,74.84,82.56,66,68,95,164,ms
:layer_3:module_3_252:compileDebugKotlin,Update caches,1.27,1.23,1,1,2,1,ms
:layer_3:module_3_252:compileDebugKotlin,Load current classpath snapshot,11.76,13.06,11,11,15,23,ms
:layer_3:module_3_252:compileDebugKotlin,Spent time before task action,43.78,47.54,44,47,60,67,ms
:layer_3:module_3_252:compileDebugKotlin,Run compilation in Gradle worker,1388.84,1361.16,1345,1363,1884,1631,ms
:layer_3:module_3_252:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,77.24,84.76,68,71,98,166,ms
:layer_3:module_3_252:compileDebugKotlin,Sources compilation round,1231.14,1207.54,1200,1181,1667,1468,ms
:layer_3:module_3_252:compileDebugKotlin,Compiler IR lowering line number,400,400,400,400,400,400,
:layer_3:module_3_252:compileDebugKotlin,Number of lines analyzed,400,400,400,400,400,400,
:layer_3:module_3_252:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_252:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_252:compileDebugKotlin,Analysis lines per second,1104,1144,1154,1201,1354,1384,
:layer_3:module_3_252:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_252:compileDebugKotlin,Compiler IR generation line number,400,400,400,400,400,400,
:layer_3:module_3_252:compileDebugKotlin,Number of lines for code generation,400,400,400,400,400,400,
:layer_3:module_3_252:compileDebugKotlin,Compiler IR translation line number,800,800,800,800,800,800,
:layer_3:module_3_252:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_252:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,328,328,328,328,328,328,
:layer_3:module_3_252:compileDebugKotlin,Number of classpath entries,329,329,329,329,329,329,
:layer_3:module_3_252:compileDebugKotlin,Size of shrunk classpath snapshot,97.7,97.7,98,98,98,98,KB
:layer_3:module_3_252:compileDebugKotlin,Size of classpath snapshot,31.3,31.3,31,31,31,31,MB
:layer_3:module_3_252:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_252:compileDebugKotlin,Total size of the cache directory,550.5,550.5,551,551,551,551,KB
:layer_3:module_3_252:compileDebugKotlin,Code generation lines per second,1619,1636,1660,1695,2137,2089,
:layer_3:module_3_252:compileDebugKotlin,Clear output,1.0,1.0,1,1,1,1,ms
:layer_3:module_3_253:compileDebugKotlin,Compiler initialization time,64.34,51.02,51,42,105,97,ms
:layer_3:module_3_253:compileDebugKotlin,Compiler IR generation,201.32,223.9,186,195,311,354,ms
:layer_3:module_3_253:compileDebugKotlin,Total Gradle task time,1832.4,1876.9,1782,1834,2076,2186,ms
:layer_3:module_3_253:compileDebugKotlin,Compiler IR lowering,291.22,297.34,284,291,403,390,ms
:layer_3:module_3_253:compileDebugKotlin,Compiler code generation,492.96,521.86,486,492,625,708,ms
:layer_3:module_3_253:compileDebugKotlin,Compiler IR translation,1262.18,1341.14,1223,1293,1580,1756,ms
:layer_3:module_3_253:compileDebugKotlin,Compiler code analysis,403.74,372.24,376,344,535,539,ms
:layer_3:module_3_253:compileDebugKotlin,Run compilation,1725.16,1763.5,1671,1713,1961,2079,ms
:layer_3:module_3_253:compileDebugKotlin,Incremental compilation in daemon,1716.76,1755.46,1658,1705,1954,2071,ms
:layer_3:module_3_253:compileDebugKotlin,Connect to Kotlin daemon,4.36,5.22,3,2,9,8,ms
:layer_3:module_3_253:compileDebugKotlin,Start gradle worker,1.5,1.37,1,1,4,3,ms
:layer_3:module_3_253:compileDebugKotlin,Task action before worker execution,13.1,12.56,11,10,26,24,ms
:layer_3:module_3_253:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,60.56,70.92,59,61,77,86,ms
:layer_3:module_3_253:compileDebugKotlin,Update caches,3.84,4.2,4,4,6,5,ms
:layer_3:module_3_253:compileDebugKotlin,Load current classpath snapshot,14.84,11.08,11,11,17,14,ms
:layer_3:module_3_253:compileDebugKotlin,Spent time before task action,42.96,44.2,34,31,67,87,ms
:layer_3:module_3_253:compileDebugKotlin,Run compilation in Gradle worker,1732.58,1771.96,1678,1720,1967,2086,ms
:layer_3:module_3_253:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,62.38,72.9,61,63,79,90,ms
:layer_3:module_3_253:compileDebugKotlin,Sources compilation round,1595.76,1619.56,1551,1568,1809,1916,ms
:layer_3:module_3_253:compileDebugKotlin,Compiler IR lowering line number,758,758,758,758,758,758,
:layer_3:module_3_253:compileDebugKotlin,Number of lines analyzed,758,758,758,758,758,758,
:layer_3:module_3_253:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_253:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_253:compileDebugKotlin,Analysis lines per second,2107,2208,2018,2203,2869,2983,
:layer_3:module_3_253:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_253:compileDebugKotlin,Compiler IR generation line number,758,758,758,758,758,758,
:layer_3:module_3_253:compileDebugKotlin,Number of lines for code generation,758,758,758,758,758,758,
:layer_3:module_3_253:compileDebugKotlin,Compiler IR translation line number,1516,1516,1516,1516,1516,1516,
:layer_3:module_3_253:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_253:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,305,305,305,305,305,305,
:layer_3:module_3_253:compileDebugKotlin,Number of classpath entries,306,306,306,306,306,306,
:layer_3:module_3_253:compileDebugKotlin,Size of shrunk classpath snapshot,66.9,66.9,67,67,67,67,KB
:layer_3:module_3_253:compileDebugKotlin,Size of classpath snapshot,28.2,28.2,28,28,28,28,MB
:layer_3:module_3_253:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_253:compileDebugKotlin,Total size of the cache directory,670.0,670.0,670,670,670,670,KB
:layer_3:module_3_253:compileDebugKotlin,Code generation lines per second,1605,1555,1561,1542,2162,2087,
:layer_3:module_3_253:compileDebugKotlin,Clear jar cache,2.27,1.79,2,1,4,3,ms
:layer_3:module_3_253:compileDebugKotlin,Calculate output size,1.14,1.0,1,1,1,1,ms
:layer_3:module_3_253:compileDebugKotlin,Store build info,1.5,,2,,2,,ms
:layer_3:module_3_254:compileDebugKotlin,Compiler initialization time,60.92,59.36,54,56,79,77,ms
:layer_3:module_3_254:compileDebugKotlin,Compiler IR generation,103.8,102.0,92,88,176,135,ms
:layer_3:module_3_254:compileDebugKotlin,Total Gradle task time,1543.42,1527.3,1484,1468,2085,2078,ms
:layer_3:module_3_254:compileDebugKotlin,Compiler IR lowering,162.48,171.54,145,152,236,200,ms
:layer_3:module_3_254:compileDebugKotlin,Compiler code generation,266.72,274.08,248,251,348,309,ms
:layer_3:module_3_254:compileDebugKotlin,Compiler IR translation,1199.92,1161.8,1152,1100,1386,1352,ms
:layer_3:module_3_254:compileDebugKotlin,Compiler code analysis,352.46,349.26,305,319,436,435,ms
:layer_3:module_3_254:compileDebugKotlin,Run compilation,1417.24,1427.12,1376,1370,1915,1955,ms
:layer_3:module_3_254:compileDebugKotlin,Incremental compilation in daemon,1404.66,1413.7,1358,1356,1905,1939,ms
:layer_3:module_3_254:compileDebugKotlin,Connect to Kotlin daemon,33.34,6.98,6,7,13,12,ms
:layer_3:module_3_254:compileDebugKotlin,Clear jar cache,2.08,1.53,2,1,4,3,ms
:layer_3:module_3_254:compileDebugKotlin,Calculate output size,1.16,1.02,1,1,1,1,ms
:layer_3:module_3_254:compileDebugKotlin,Start gradle worker,1.81,1.92,1,1,3,3,ms
:layer_3:module_3_254:compileDebugKotlin,Task action before worker execution,12.04,12.88,11,12,18,19,ms
:layer_3:module_3_254:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,69.46,73.7,59,61,110,139,ms
:layer_3:module_3_254:compileDebugKotlin,Update caches,2.56,2.74,2,2,5,5,ms
:layer_3:module_3_254:compileDebugKotlin,Load current classpath snapshot,13.38,16.54,11,11,21,23,ms
:layer_3:module_3_254:compileDebugKotlin,Spent time before task action,32.08,34.88,30,31,45,53,ms
:layer_3:module_3_254:compileDebugKotlin,Run compilation in Gradle worker,1454.44,1437.58,1392,1379,1974,1967,ms
:layer_3:module_3_254:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,71.4,75.52,61,62,111,141,ms
:layer_3:module_3_254:compileDebugKotlin,Sources compilation round,1283.4,1266.68,1246,1215,1796,1495,ms
:layer_3:module_3_254:compileDebugKotlin,Compiler IR lowering line number,367,367,367,367,367,367,
:layer_3:module_3_254:compileDebugKotlin,Number of lines analyzed,367,367,367,367,367,367,
:layer_3:module_3_254:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_254:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_254:compileDebugKotlin,Analysis lines per second,1152,1112,1203,1152,1442,1351,
:layer_3:module_3_254:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_254:compileDebugKotlin,Compiler IR generation line number,367,367,367,367,367,367,
:layer_3:module_3_254:compileDebugKotlin,Number of lines for code generation,367,367,367,367,367,367,
:layer_3:module_3_254:compileDebugKotlin,Compiler IR translation line number,734,734,734,734,734,734,
:layer_3:module_3_254:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_254:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,279,279,279,279,279,279,
:layer_3:module_3_254:compileDebugKotlin,Number of classpath entries,280,280,280,280,280,280,
:layer_3:module_3_254:compileDebugKotlin,Size of shrunk classpath snapshot,28.7,28.7,29,29,29,29,KB
:layer_3:module_3_254:compileDebugKotlin,Size of classpath snapshot,25.5,25.5,26,26,26,26,MB
:layer_3:module_3_254:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_254:compileDebugKotlin,Total size of the cache directory,562.1,562.1,562,562,562,562,KB
:layer_3:module_3_254:compileDebugKotlin,Code generation lines per second,1430,1449,1480,1465,1762,1825,
:layer_3:module_3_254:compileDebugKotlin,Clear output,1.0,1.0,1,1,1,1,ms
:layer_3:module_3_254:compileDebugKotlin,Save shrunk current classpath snapshot,1.5,,2,,2,,ms
:layer_3:module_3_255:compileDebugKotlin,Compiler initialization time,78.58,91.5,68,77,106,105,ms
:layer_3:module_3_255:compileDebugKotlin,Compiler IR generation,62.12,76.56,55,54,88,94,ms
:layer_3:module_3_255:compileDebugKotlin,Total Gradle task time,1443.44,1440.46,1381,1347,1947,1947,ms
:layer_3:module_3_255:compileDebugKotlin,Compiler IR lowering,134.22,137.0,108,112,212,218,ms
:layer_3:module_3_255:compileDebugKotlin,Compiler code generation,196.92,214.0,168,168,300,312,ms
:layer_3:module_3_255:compileDebugKotlin,Compiler IR translation,1079.68,1041.04,1009,1000,1224,1261,ms
:layer_3:module_3_255:compileDebugKotlin,Compiler code analysis,364.4,361.54,333,330,487,443,ms
:layer_3:module_3_255:compileDebugKotlin,Run compilation,1321.76,1331.98,1275,1246,1475,1868,ms
:layer_3:module_3_255:compileDebugKotlin,Incremental compilation in daemon,1307.64,1315.76,1253,1223,1464,1855,ms
:layer_3:module_3_255:compileDebugKotlin,Connect to Kotlin daemon,21.2,9.54,8,9,16,17,ms
:layer_3:module_3_255:compileDebugKotlin,Clear jar cache,1.85,1.59,1,1,4,3,ms
:layer_3:module_3_255:compileDebugKotlin,Calculate output size,1.06,1.38,1,1,1,3,ms
:layer_3:module_3_255:compileDebugKotlin,Start gradle worker,1.76,1.92,1,1,4,4,ms
:layer_3:module_3_255:compileDebugKotlin,Task action before worker execution,17.68,17.2,18,17,25,25,ms
:layer_3:module_3_255:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,81.08,64.06,59,59,98,79,ms
:layer_3:module_3_255:compileDebugKotlin,Update caches,1.12,1.18,1,1,1,2,ms
:layer_3:module_3_255:compileDebugKotlin,Load current classpath snapshot,17.58,10.84,10,10,25,13,ms
:layer_3:module_3_255:compileDebugKotlin,Spent time before task action,41.24,39.36,40,38,56,52,ms
:layer_3:module_3_255:compileDebugKotlin,Run compilation in Gradle worker,1347.8,1345.38,1291,1260,1864,1876,ms
:layer_3:module_3_255:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,82.86,66.12,61,61,100,83,ms
:layer_3:module_3_255:compileDebugKotlin,Sources compilation round,1183.1,1190.92,1128,1123,1334,1700,ms
:layer_3:module_3_255:compileDebugKotlin,Compiler IR lowering line number,304,304,304,304,304,304,
:layer_3:module_3_255:compileDebugKotlin,Number of lines analyzed,304,304,304,304,304,304,
:layer_3:module_3_255:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:layer_3:module_3_255:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:layer_3:module_3_255:compileDebugKotlin,Analysis lines per second,868,909,914,922,1073,1082,
:layer_3:module_3_255:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:layer_3:module_3_255:compileDebugKotlin,Compiler IR generation line number,304,304,304,304,304,304,
:layer_3:module_3_255:compileDebugKotlin,Number of lines for code generation,304,304,304,304,304,304,
:layer_3:module_3_255:compileDebugKotlin,Compiler IR translation line number,608,608,608,608,608,608,
:layer_3:module_3_255:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:layer_3:module_3_255:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,284,284,284,284,284,284,
:layer_3:module_3_255:compileDebugKotlin,Number of classpath entries,285,285,285,285,285,285,
:layer_3:module_3_255:compileDebugKotlin,Size of shrunk classpath snapshot,41.7,41.7,42,42,42,42,KB
:layer_3:module_3_255:compileDebugKotlin,Size of classpath snapshot,26.4,26.4,26,26,26,26,MB
:layer_3:module_3_255:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:layer_3:module_3_255:compileDebugKotlin,Total size of the cache directory,535.4,535.4,535,535,535,535,KB
:layer_3:module_3_255:compileDebugKotlin,Code generation lines per second,1769,1653,1815,1809,2154,2110,
:layer_3:module_3_255:compileDebugKotlin,Clear outputs on rebuild,2.5,,3,,4,,ms
